mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7.784613752365113,0.2637953887990504,0.6549013614654541,0.07734973145678743,0.01,auto,rbf,"{'C': 0.01, 'gamma': 'auto', 'kernel': 'rbf'}",0.786242265686641,0.7944454826073114,0.7888947718118018,0.7758398737593953,0.7846652002003823,0.7860175188131064,0.006079027786772237,22
7.490966892242431,0.21522359938000588,0.4357673168182373,0.011297836768624177,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.7875486206276041,0.7836520493334995,0.7932567861246073,0.7769282144982905,0.7867643617491511,0.7856300064666305,0.005343577603773875,23
14.520943593978881,0.6979809750630563,0.4246966361999512,0.005940778611190279,100.0,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.7779404232936062,0.7805652450756475,0.7926113948756282,0.7768295890259265,0.7882256277983765,0.7832344560138369,0.006148374887867563,24
6.930115652084351,0.16763527855718374,0.504816722869873,0.02752215939526206,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.7759090846171948,0.7847819165870742,0.7880452085323145,0.7743535705881539,0.7872878520775805,0.7820755264804636,0.005792816195868139,25
7.174037599563599,0.2800636106712858,0.5093445777893066,0.021343469965709724,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.7750664424234874,0.7842040059244494,0.7882320778483729,0.7745508215328821,0.786991438679695,0.7818089572817775,0.005865030100812811,26
86.46985802650451,12.358307685296626,0.49239401817321776,0.04245207492292497,1000.0,0.1,rbf,"{'C': 1000, 'gamma': 0.1, 'kernel': 'rbf'}",0.7706577107816674,0.7749297509793337,0.7801517102002963,0.7777604750633279,0.7821396193774626,0.7771278532804177,0.004033760480835801,27
6.718266868591309,0.2499153023624961,0.43892736434936525,0.01906506485417581,1.0,scale,rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.7689343604224631,0.7682076464155696,0.7810843265091428,0.7749505142366735,0.7786242604832405,0.7743602216134179,0.005119340011013677,28
6.415125513076783,0.16038302079629935,0.4370246887207031,0.03319144312194746,1.0,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.7690433675234972,0.7679169608128124,0.7808628517641848,0.7749453234223385,0.7778892939294189,0.7741315594904503,0.004992073912548876,29
9.60897421836853,0.24453925893774964,0.452447509765625,0.024778587670058944,10.0,scale,rbf,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.7616499176390792,0.7593815317747048,0.7616516479105242,0.7684896806611021,0.7628848823966844,0.7628115320764189,0.0030563485752875537,30
9.922620725631713,0.40198924852532225,0.4322561740875244,0.0123991606839488,10.0,auto,rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.7609647301468655,0.7590458591143778,0.761352310950542,0.768067494428526,0.7626474049960392,0.7624155599272702,0.0030524876657908985,31
384.88863959312437,65.83091454717874,1.3492473125457765,0.4307665616610033,1000.0,scale,rbf,"{'C': 1000, 'gamma': 'scale', 'kernel': 'rbf'}",0.7505069695333804,0.7577602674307544,0.7568363024791329,0.7722720540398378,0.7614634848161804,0.7597678156598572,0.007178001974787976,32
332.80269594192504,25.999899122172142,0.5290673732757568,0.1117289795455939,1000.0,auto,rbf,"{'C': 1000, 'gamma': 'auto', 'kernel': 'rbf'}",0.750560607948175,0.7573398114696234,0.7563189513170827,0.7721024874382293,0.7611428036547253,0.7594929323655671,0.007158483906352176,33
29.609621047973633,1.3027975473832982,0.43039355278015134,0.013749659897314389,100.0,scale,rbf,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.7560075024569854,0.754192447711197,0.7538983015655496,0.76872499757762,0.7589673719918807,0.7583581242606466,0.005488379498875301,34
29.666789102554322,1.432118693031323,0.44587392807006837,0.028035777056369247,100.0,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.755171781349058,0.7516697119444098,0.7537218138781612,0.7684758384895423,0.7587732298833241,0.7575624751088991,0.005928881521116008,35
