sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-15T19:38:53.271Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,29973.71800000596,response,,,,,,,,,,,,,,,consent,click button,,,30656.20000000298,30647.40000000596,657.057,645.5999999940395,673.682,30657.091,,,,{}
Demography form,html.Form,1,2023-11-15T19:39:00.551Z,,,18,,,,,,,7279.008999994039,form submission,,,,,,,,,female,,,,,,,,,,37936.29999999702,37936.09999999404,30640.63,30656.5,30657.091,37940.41,,,,
Welcome,html.Screen,2,2023-11-15T19:39:24.703Z,,,,,,,"[""bor"",""col""]",,,24147.189999994036,response,,,,,,,,,,,,,,,continue,click button,,,62088.09999999404,62087.59999999404,37923.834,37936.40000000596,37940.41,62090.46,,,,
demo_instructions,html.Screen,3,2023-11-15T19:39:46.143Z,,,,,,,,,,21437.04,response,,,,,,,,,,,,,,,continue,click button,,,83528,83527.5,62074.024,62088.29999999702,62090.46,83540.466,,,,
trial,html.Screen,4_0_0,2023-11-15T19:39:54.803Z,,,,0,0.7468466922606799,-0.7486692996330936,,true,lh,8647.43400000596,response,-0.9653573371180936,0.8999999999999997,-0.8999999999999997,0.854766800381037,0.8999999999999997,-0.8999999999999997,low,high,,ISIC_0025508.JPG,,ISIC_9640145.JPG,29,true,lh,keypress(e),100,false,92188.09999999404,92187.90000000596,83524.049,83528.20000000298,83540.466,92207.212,1,16,1,
sequence,flow.Sequence,4_0,2023-11-15T19:39:54.815Z,,,,,,,,,,8647.43400000596,completion,,,,,,,low,high,,,,,,true,,,,false,92200.09999999404,92187.90000000596,83524.049,83528.20000000298,83540.466,92207.212,1,16,,
trial,html.Screen,4_1_0,2023-11-15T19:40:04.436Z,,,,0,0.7872534775441857,-0.8441107693833454,,true,lh,9613.38799999404,response,-0.7882758084023446,0.8999999999999997,-0.8999999999999997,0.8296405881378283,0.8999999999999997,-0.8999999999999997,low,high,,ISIC_0028788.JPG,,ISIC_0065882.JPG,29,true,lh,keypress(e),100,false,101820.90000000596,101820.59999999404,92190.538,92200.29999999702,92207.212,101840.742,1,16,2,
sequence,flow.Sequence,4_1,2023-11-15T19:40:04.436Z,,,,,,,,,,9613.38799999404,completion,,,,,,,low,high,,,,,,true,,,,false,101821.29999999702,101820.59999999404,92190.538,92200.29999999702,92207.212,101840.742,1,16,,
trial,html.Screen,4_2_0,2023-11-15T19:40:19.434Z,,,,0,1.0153439398566937,-0.93001438372942,,true,lh,14977.958000002982,response,-0.8830264383952469,0.8999999999999997,-0.8999999999999997,0.8635562538060516,0.8999999999999997,-0.8999999999999997,low,high,,ISIC_8211214.JPG,,ISIC_0032258.JPG,29,true,lh,keypress(e),100,false,116819,116818.70000000298,101823.861,101821.5,101840.742,116840.518,1,16,3,
sequence,flow.Sequence,4_2,2023-11-15T19:40:19.434Z,,,,,,,,,,14977.958000002982,completion,,,,,,,low,high,,,,,,true,,,,false,116819.09999999404,116818.70000000298,101823.861,101821.40000000596,101840.742,116840.518,1,16,,
