sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-15T18:31:13.123Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,22055.91500000596,response,,,,,,,,,,,,,,,consent,click button,,,22658.79999999702,22650.40000000596,577.883,803.2000000029802,594.485,22433.034,,,,{}
Demography form,html.Form,1,2023-11-15T18:31:35.804Z,,,18,,,,,,,22906.466,form submission,,,,,,,,,female,,,,,,,,,,45339.70000000298,45339.5,22416.483,22659.10000000894,22433.034,45122.412,,,,
Welcome,html.Screen,2,2023-11-15T18:32:11.235Z,,,,,,,"[""asym"",""bor""]",,,35647.988000005964,response,,,,,,,,,,,,,,,continue,click button,,,80771,80770.40000000596,45105.897,45339.70000000298,45122.412,80574.693,,,,
demo_instructions,html.Screen,3,2023-11-15T18:32:56.500Z,,,,,,,,,,45460.00700000298,response,,,,,,,,,,,,,,,continue,click button,,,126035.20000000298,126034.70000000298,80558.105,80771.10000000894,80574.693,125819.857,,,,
trial,html.Screen,4_0_0,2023-11-15T18:33:16.567Z,,,,0,0.8655167308525522,-0.9298580423306444,,true,lh,20282.043000005957,response,-0.8579451262594331,1.0499999999999998,-1.0499999999999998,0.9633172970727744,1.0499999999999998,-1.0499999999999998,low,high,,ISIC_4603706.JPG,,ISIC_0067172.JPG,21,true,lh,keypress(e),100,false,146102.10000000894,146101.90000000596,125803.371,126035.40000000596,125819.857,145906.781,1,16,1,
sequence,flow.Sequence,4_0,2023-11-15T18:33:16.575Z,,,,,,,,,,20282.043000005957,completion,,,,,,,low,high,,,,,,true,,,,false,146109.5,146101.90000000596,125803.371,126035.40000000596,125819.857,145906.781,1,16,,
trial,html.Screen,4_1_0,2023-11-15T18:33:24.387Z,,,,0,0.8947611078712571,-0.8960964505004638,,true,lh,8015.119000005972,response,-0.858338058340649,1.0499999999999998,-1.0499999999999998,0.9540612223480284,1.0499999999999998,-1.0499999999999998,low,high,,ISIC_6441128.JPG,,ISIC_8922893.JPG,21,true,lh,keypress(e),100,false,153922.10000000894,153921.90000000596,145889.946,146109.60000000894,145906.781,153731.282,1,16,2,
sequence,flow.Sequence,4_1,2023-11-15T18:33:24.387Z,,,,,,,,,,8015.119000005972,completion,,,,,,,low,high,,,,,,true,,,,false,153922.40000000596,153921.90000000596,145889.946,146109.60000000894,145906.781,153731.282,1,16,,
trial,html.Screen,4_2_0,2023-11-15T18:33:29.928Z,,,,0,0.991146183030456,-0.9949639823722534,,true,lh,5731.517999997013,response,-1.0751036484083878,1.0499999999999998,-1.0499999999999998,1.143906455483852,1.0499999999999998,-1.0499999999999998,low,high,,ISIC_6342224.JPG,,ISIC_0064406.JPG,21,true,lh,keypress(e),100,false,159463.10000000894,159462.79999999702,153714.685,153922.60000000894,153731.282,159270.108,1,16,3,
sequence,flow.Sequence,4_2,2023-11-15T18:33:29.929Z,,,,,,,,,,5731.517999997013,completion,,,,,,,low,high,,,,,,true,,,,false,159463.40000000596,159462.79999999702,153714.685,153922.5,153731.282,159270.108,1,16,,
trial,html.Screen,4_3_0,2023-11-15T18:33:33.518Z,,,,0,0.991146183030456,-0.9949639823722534,,true,lh,3782.792000005953,response,-1.2364994561934892,1.0499999999999998,-1.0499999999999998,0.9174173651516624,1.0499999999999998,-1.0499999999999998,low,high,,ISIC_6342224.JPG,,ISIC_3481133.JPG,21,true,lh,keypress(e),100,false,163053.20000000298,163052.90000000596,159253.529,159463.60000000894,159270.108,162856.936,1,16,4,
sequence,flow.Sequence,4_3,2023-11-15T18:33:33.519Z,,,,,,,,,,3782.792000005953,completion,,,,,,,low,high,,,,,,true,,,,false,163053.40000000596,163052.90000000596,159253.529,159463.5,159270.108,162856.936,1,16,,
trial,html.Screen,4_4_0,2023-11-15T18:33:41.443Z,,,,0,1.242586748440878,1.1207933200172129,,true,ll,8120.9640000059735,response,-0.9936778235464944,1.0499999999999998,-1.0499999999999998,-0.9945365746760566,1.0499999999999998,-1.0499999999999998,low,low,,ISIC_0013073.JPG,,ISIC_5108076.JPG,111,true,ll,keypress(f),100,false,170978.20000000298,170977.90000000596,162840.268,163053.5,162856.936,170781.533,1,16,5,
sequence,flow.Sequence,4_4,2023-11-15T18:33:41.444Z,,,,,,,,,,8120.9640000059735,completion,,,,,,,low,low,,,,,,true,,,,false,170978.5,170977.90000000596,162840.268,163053.5,162856.936,170781.533,1,16,,
trial,html.Screen,4_5_0,2023-11-15T18:33:45.259Z,,,,0,0.9789697360622612,1.0321843200509992,,true,ll,4011.6670000029844,response,-1.037577073517966,1.0499999999999998,-1.0499999999999998,-1.027048110709042,1.0499999999999998,-1.0499999999999998,low,low,,ISIC_0056406.JPG,,ISIC_0004932.JPG,111,true,ll,keypress(f),100,false,174793.40000000596,174793.20000000298,170764.974,170978.70000000298,170781.533,174602.253,1,16,6,
sequence,flow.Sequence,4_5,2023-11-15T18:33:45.259Z,,,,,,,,,,4011.6670000029844,completion,,,,,,,low,low,,,,,,true,,,,false,174793.70000000298,174793.20000000298,170764.974,170978.70000000298,170781.533,174602.253,1,16,,
trial,html.Screen,4_6_0,2023-11-15T18:33:46.686Z,,,,0,1.2249552940807693,1.1723015116910682,,true,ll,1618.8470000089437,response,-1.167096465294285,1.0499999999999998,-1.0499999999999998,-0.9006099890327319,1.0499999999999998,-1.0499999999999998,low,low,,ISIC_0055251.JPG,,ISIC_7511557.JPG,111,true,ll,keypress(f),100,false,176221.29999999702,176221.10000000894,174585.376,174793.70000000298,174602.253,176020.086,1,16,7,
sequence,flow.Sequence,4_6,2023-11-15T18:33:46.687Z,,,,,,,,,,1618.8470000089437,completion,,,,,,,low,low,,,,,,true,,,,false,176221.70000000298,176221.10000000894,174585.376,174793.70000000298,174602.253,176020.086,1,16,,
trial,html.Screen,4_7_0,2023-11-15T18:33:48.197Z,,,,0,1.0377676235641546,1.0836906473836847,,true,ll,1712.11400000297,response,-1.227935316040483,1.0499999999999998,-1.0499999999999998,-1.0211808747755002,1.0499999999999998,-1.0499999999999998,low,low,,ISIC_0010540.JPG,,ISIC_1211506.JPG,111,true,ll,keypress(f),100,false,177732.40000000596,177732.20000000298,176003.431,176221.90000000596,176020.086,177538.315,1,16,8,
sequence,flow.Sequence,4_7,2023-11-15T18:33:48.198Z,,,,,,,,,,1712.11400000297,completion,,,,,,,low,low,,,,,,true,,,,false,177732.5,177732.20000000298,176003.431,176221.79999999702,176020.086,177538.315,1,16,,
trial,html.Screen,4_8_0,2023-11-15T18:34:10.923Z,,,,0,-0.869932994914832,0.8880533324432531,,true,hl,22919.385000002978,response,0.7833710010171356,0.9499999999999997,-0.9499999999999997,-0.9315588090336896,0.9499999999999997,-0.9499999999999997,high,low,,ISIC_8617084.JPG,,ISIC_3826102.JPG,26,true,hl,keypress(j),100,false,200457.90000000596,200457.70000000298,177521.788,177732.60000000894,177538.315,200261.019,1,16,9,
sequence,flow.Sequence,4_8,2023-11-15T18:34:10.924Z,,,,,,,,,,22919.385000002978,completion,,,,,,,high,low,,,,,,true,,,,false,200458.20000000298,200457.70000000298,177521.788,177732.60000000894,177538.315,200261.019,1,16,,
trial,html.Screen,4_9_0,2023-11-15T18:34:14.353Z,,,,0,-0.8579451262594331,0.9633172970727744,,true,hl,3626.0810000089405,response,1.0122398223568725,0.9499999999999997,-0.9499999999999997,-0.7505228537454216,0.9499999999999997,-0.9499999999999997,high,low,,ISIC_0067172.JPG,,ISIC_0033802.JPG,26,true,hl,keypress(j),100,false,203887.29999999702,203887.10000000894,200244.546,200458.20000000298,200261.019,203697.97,1,16,10,
sequence,flow.Sequence,4_9,2023-11-15T18:34:14.353Z,,,,,,,,,,3626.0810000089405,completion,,,,,,,high,low,,,,,,true,,,,false,203887.60000000894,203887.10000000894,200244.546,200458.20000000298,200261.019,203697.97,1,16,,
trial,html.Screen,4_10_0,2023-11-15T18:34:16.102Z,,,,0,-0.9454713230140772,0.9245167441969216,,true,hl,1938.230000002979,response,1.0115965332688306,0.9499999999999997,-0.9499999999999997,-0.8282633603842442,0.9499999999999997,-0.9499999999999997,high,low,,ISIC_9101055.JPG,,ISIC_1069587.JPG,26,true,hl,keypress(j),100,false,205636.40000000596,205636.20000000298,203681.129,203887.70000000298,203697.97,205432.887,1,16,11,
sequence,flow.Sequence,4_10,2023-11-15T18:34:16.102Z,,,,,,,,,,1938.230000002979,completion,,,,,,,high,low,,,,,,true,,,,false,205636.5,205636.20000000298,203681.129,203887.70000000298,203697.97,205432.887,1,16,,
trial,html.Screen,4_11_0,2023-11-15T18:34:17.449Z,,,,0,-0.7784583866003763,0.9641514808986528,,true,hl,1550.7130000089528,response,0.7871162143493278,0.9499999999999997,-0.9499999999999997,-0.8429329800778957,0.9499999999999997,-0.9499999999999997,high,low,,ISIC_0011924.JPG,,ISIC_3439215.JPG,26,true,hl,keypress(j),100,false,206983.90000000596,206983.60000000894,205416.164,205636.60000000894,205432.887,206784.353,1,16,12,
sequence,flow.Sequence,4_11,2023-11-15T18:34:17.450Z,,,,,,,,,,1550.7130000089528,completion,,,,,,,high,low,,,,,,true,,,,false,206984.20000000298,206983.60000000894,205416.164,205636.60000000894,205432.887,206784.353,1,16,,
