sender,sender_type,sender_id,timestamp,meta,age,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
break,html.Screen,10_222_1,2023-11-15T21:09:32.316Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1778751.9,1778751.6,,1778751.2,,1778561.519,4,500,,
break_continue,html.Screen,10_222_2,2023-11-15T21:09:32.316Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1778752.6,1778752.3,,1778752.1,,1778561.519,4,500,,
sequence,flow.Sequence,10_222,2023-11-15T21:09:32.317Z,,,,,,,,,2644.681,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1778753,1778752.3,1776073.08,1776297.6,1776107.619,1778561.519,4,500,,
trial,html.Screen,10_223_0,2023-11-15T21:09:34.451Z,,,2,-0.00923425,-0.062719088,,FALSE,ll,2325.781,response,-1.319964521,0.945,-1.1375,-0.438046607,0.873521174,-0.56590463,low,low,,ISIC_0053760.JPG,9,ISIC_0009289.JPG,167,FALSE,hl,keypress(j),0,FALSE,1780887.6,1780887.3,1778527.758,1778753.1,1778561.519,1780681.84,4,500,99,
break,html.Screen,10_223_1,2023-11-15T21:09:34.453Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1780888.8,1780888.4,,1780888,,1780681.84,4,500,,
break_continue,html.Screen,10_223_2,2023-11-15T21:09:34.453Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1780889.4,1780889.1,,1780888.9,,1780681.84,4,500,,
sequence,flow.Sequence,10_223,2023-11-15T21:09:34.453Z,,,,,,,,,2327.581,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1780889.6,1780889.1,1778527.758,1778753.1,1778561.519,1780681.84,4,500,,
trial,html.Screen,10_224_0,2023-11-15T21:09:36.755Z,,,2,-0.056557542,-0.039430023,,FALSE,hh,2509.46,response,1.064818044,0.945,-1.1375,1.014674118,0.873521174,-0.56590463,high,high,,ISIC_0046983.JPG,8,ISIC_0032504.JPG,188,FALSE,lh,keypress(e),0,FALSE,1783191.7,1783191.3,1780665.232,1780889.9,1780681.84,1782986.218,4,500,100,
break,html.Screen,10_224_1,2023-11-15T21:09:36.757Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1783192.8,1783192.5,,1783192.1,,1782986.218,4,500,,
break_continue,html.Screen,10_224_2,2023-11-15T21:09:36.757Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1783193.5,1783193.1,,1783193,,1782986.218,4,500,,
sequence,flow.Sequence,10_224,2023-11-15T21:09:36.757Z,,,,,,,,,2511.26,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1783193.7,1783193.1,1780665.232,1780889.8,1780681.84,1782986.218,4,500,,
trial,html.Screen,10_225_0,2023-11-15T21:09:39.180Z,,,2,-0.009709127,0.041792132,,FALSE,lh,2629.482,response,-1.207517224,0.945,-1.1375,0.911672497,0.873521174,-0.56590463,low,high,,ISIC_3967213.JPG,9,ISIC_0024235.JPG,25,FALSE,hl,keypress(j),0,FALSE,1785616,1785615.7,1782969.743,1783193.9,1782986.218,1785424.558,4,500,101,
break,html.Screen,10_225_1,2023-11-15T21:09:39.181Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1785617,1785616.8,,1785616.4,,1785424.558,4,500,,
break_continue,html.Screen,10_225_2,2023-11-15T21:09:39.182Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1785617.9,1785617.7,,1785617.4,,1785424.558,4,500,,
sequence,flow.Sequence,10_225,2023-11-15T21:09:39.182Z,,,,,,,,,2631.482,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1785618.1,1785617.7,1782969.743,1783193.9,1782986.218,1785424.558,4,500,,
trial,html.Screen,10_226_0,2023-11-15T21:09:41.412Z,,,2,-0.024537615,0.043699343,,FALSE,ll,2422.842,response,-1.130064947,0.945,-1.1375,-0.712039201,0.873521174,-0.56590463,low,low,,ISIC_0056444.JPG,9,ISIC_0065390.JPG,167,FALSE,hl,keypress(j),0,FALSE,1787847.8,1787847.4,1785407.774,1785618.1,1785424.558,1787645.329,4,500,102,
break,html.Screen,10_226_1,2023-11-15T21:09:41.413Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1787848.8,1787848.5,,1787848.1,,1787645.329,4,500,,
break_continue,html.Screen,10_226_2,2023-11-15T21:09:41.413Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1787849.4,1787849.2,,1787849,,1787645.329,4,500,,
sequence,flow.Sequence,10_226,2023-11-15T21:09:41.414Z,,,,,,,,,2424.642,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1787849.7,1787849.2,1785407.774,1785618.1,1785424.558,1787645.329,4,500,,
trial,html.Screen,10_227_0,2023-11-15T21:09:43.473Z,,,2,0.019416765,0.072625381,,FALSE,lh,2263.571,response,-1.08653334,0.945,-1.1375,1.054263531,0.873521174,-0.56590463,low,high,,ISIC_0056692.JPG,8,ISIC_0034006.JPG,25,FALSE,hl,keypress(j),0,FALSE,1789909,1789908.9,1787628.805,1787850,1787645.329,1789715.993,4,500,103,
break,html.Screen,10_227_1,2023-11-15T21:09:43.473Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1789909.4,1789909.2,,1789909.1,,1789715.993,4,500,,
break_continue,html.Screen,10_227_2,2023-11-15T21:09:43.473Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1789909.6,1789909.5,,1789909.5,,1789715.993,4,500,,
sequence,flow.Sequence,10_227,2023-11-15T21:09:43.473Z,,,,,,,,,2264.171,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1789909.7,1789909.5,1787628.805,1787849.9,1787645.329,1789715.993,4,500,,
trial,html.Screen,10_228_0,2023-11-15T21:09:45.515Z,,,2,0.002748341,0.010099692,,FALSE,ll,2235.107,response,-1.196357727,0.945,-1.1375,-0.555504488,0.873521174,-0.56590463,low,low,,ISIC_7364041.JPG,8,ISIC_3652884.JPG,167,FALSE,hl,keypress(j),0,FALSE,1791951.5,1791951.1,1789699.463,1789909.8,1789715.993,1791753.281,4,500,104,
break,html.Screen,10_228_1,2023-11-15T21:09:45.516Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1791952.6,1791952.3,,1791951.9,,1791753.281,4,500,,
break_continue,html.Screen,10_228_2,2023-11-15T21:09:45.517Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1791953.3,1791953,,1791952.8,,1791753.281,4,500,,
sequence,flow.Sequence,10_228,2023-11-15T21:09:45.517Z,,,,,,,,,2237.007,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1791953.5,1791953,1789699.463,1789909.7,1789715.993,1791753.281,4,500,,
trial,html.Screen,10_229_0,2023-11-15T21:09:47.700Z,,,2,-0.00511897,0.039662591,,TRUE,hl,2382.419,response,1.127346632,0.945,-1.1375,-0.508737871,0.873521174,-0.56590463,high,low,,ISIC_9742891.JPG,10,ISIC_0011045.JPG,69,FALSE,hl,keypress(j),0,FALSE,1794136,1794135.7,1791736.829,1791953.7,1791753.281,1793941.12,4,500,105,
break,html.Screen,10_229_1,2023-11-15T21:09:47.701Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1794137,1794136.9,,1794136.4,,1793941.12,4,500,,
break_continue,html.Screen,10_229_2,2023-11-15T21:09:47.701Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1794137.1,1794137,,1794137,,1793941.12,4,500,,
sequence,flow.Sequence,10_229,2023-11-15T21:09:47.701Z,,,,,,,,,2383.719,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1794137.2,1794137,1791736.829,1791953.7,1791753.281,1793941.12,4,500,,
trial,html.Screen,10_230_0,2023-11-15T21:09:50.812Z,,,2,0.002748341,0.010099692,,FALSE,lh,3306.68,response,-1.236499456,0.945,-1.1375,0.917417365,0.873521174,-0.56590463,low,high,,ISIC_7364041.JPG,9,ISIC_3481133.JPG,25,FALSE,hl,keypress(j),0,FALSE,1797248,1797247.8,1793924.283,1794137.2,1793941.12,1797046.972,4,500,106,
break,html.Screen,10_230_1,2023-11-15T21:09:50.813Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1797249.1,1797248.8,,1797248.4,,1797046.972,4,500,,
break_continue,html.Screen,10_230_2,2023-11-15T21:09:50.814Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1797249.8,1797249.6,,1797249.3,,1797046.972,4,500,,
sequence,flow.Sequence,10_230,2023-11-15T21:09:50.814Z,,,,,,,,,3308.48,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1797250,1797249.6,1793924.283,1794137.2,1793941.12,1797046.972,4,500,,
trial,html.Screen,10_231_0,2023-11-15T21:09:52.723Z,,,2,-0.064435763,-0.050116737,,FALSE,ll,2112.328,response,-0.990901473,0.945,-1.1375,-0.567400257,0.873521174,-0.56590463,low,low,,ISIC_5207050.JPG,8,ISIC_4938791.JPG,167,FALSE,hl,keypress(j),0,FALSE,1799159.7,1799159.3,1797030.283,1797250.1,1797046.972,1798967.502,4,500,107,
break,html.Screen,10_231_1,2023-11-15T21:09:52.725Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1799160.7,1799160.4,,1799160.1,,1798967.502,4,500,,
break_continue,html.Screen,10_231_2,2023-11-15T21:09:52.725Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1799161.5,1799161.2,,1799160.9,,1798967.502,4,500,,
sequence,flow.Sequence,10_231,2023-11-15T21:09:52.725Z,,,,,,,,,2114.228,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1799161.5,1799161.2,1797030.283,1797250.1,1797046.972,1798967.502,4,500,,
trial,html.Screen,10_232_0,2023-11-15T21:09:56.596Z,,,2,0.007397293,0.017471677,,TRUE,hl,4062.598,response,0.999183197,0.945,-1.1375,-0.549965392,0.873521174,-0.56590463,high,low,,ISIC_0056226.JPG,11,ISIC_0248628.JPG,69,FALSE,hl,keypress(j),0,FALSE,1803030.4,1803030.1,1798950.858,1799161.6,1798967.502,1802824.874,4,500,108,
break,html.Screen,10_232_1,2023-11-15T21:09:56.597Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1803031.3,1803031,,1803030.6,,1802824.874,4,500,,
break_continue,html.Screen,10_232_2,2023-11-15T21:09:56.597Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1803031.9,1803031.7,,1803031.5,,1802824.874,4,500,,
sequence,flow.Sequence,10_232,2023-11-15T21:09:56.598Z,,,,,,,,,4064.198,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1803032.1,1803031.7,1798950.858,1799161.6,1798967.502,1802824.874,4,500,,
trial,html.Screen,10_233_0,2023-11-15T21:09:59.037Z,,,2,0.045028243,,,FALSE,lh,2646.526,response,-0.957920932,0.945,-1.1375,1.01474871,0.873521174,-0.56590463,low,high,,ISIC_1805163.JPG,8,ISIC_8124482.JPG,25,FALSE,hl,keypress(j),0,FALSE,1805471.8,1805471.4,1802808.334,1803032.3,1802824.874,1805279.61,4,500,109,
break,html.Screen,10_233_1,2023-11-15T21:09:59.038Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1805472.7,1805472.5,,1805472,,1805279.61,4,500,,
break_continue,html.Screen,10_233_2,2023-11-15T21:09:59.039Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1805473.3,1805473.2,,1805473,,1805279.61,4,500,,
sequence,flow.Sequence,10_233,2023-11-15T21:09:59.039Z,,,,,,,,,2648.326,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1805473.3,1805473.2,1802808.334,1803032.2,1802824.874,1805279.61,4,500,,
trial,html.Screen,10_234_0,2023-11-15T21:10:05.005Z,,,2,-0.008791245,-0.061904187,,TRUE,hl,6159.99,response,0.791488178,0.945,-1.1375,-0.545150963,0.873521174,-0.56590463,high,low,,ISIC_7185913.JPG,9,ISIC_0001149.JPG,69,FALSE,hl,keypress(j),0,FALSE,1811440,1811439.6,1805263.006,1805473.3,1805279.61,1811241.364,4,500,110,
break,html.Screen,10_234_1,2023-11-15T21:10:05.006Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1811440.7,1811440.6,,1811440.3,,1811241.364,4,500,,
break_continue,html.Screen,10_234_2,2023-11-15T21:10:05.006Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1811440.8,1811440.7,,1811440.7,,1811241.364,4,500,,
sequence,flow.Sequence,10_234,2023-11-15T21:10:05.006Z,,,,,,,,,6161.09,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1811440.8,1811440.7,1805263.006,1805473.3,1805279.61,1811241.364,4,500,,
trial,html.Screen,10_235_0,2023-11-15T21:10:09.741Z,,,2,-0.024558539,0.053462759,,FALSE,lh,4933.836,response,-1.275432692,0.945,-1.1375,0.808395974,0.873521174,-0.56590463,low,high,,ISIC_3389704.JPG,8,ISIC_3296136.JPG,25,FALSE,hl,keypress(j),0,FALSE,1816175.6,1816175.2,1811224.56,1811440.9,1811241.364,1815984.007,4,500,111,
break,html.Screen,10_235_1,2023-11-15T21:10:09.742Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1816176.7,1816176.3,,1816175.8,,1815984.007,4,500,,
break_continue,html.Screen,10_235_2,2023-11-15T21:10:09.743Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1816177.3,1816177.1,,1816176.8,,1815984.007,4,500,,
sequence,flow.Sequence,10_235,2023-11-15T21:10:09.743Z,,,,,,,,,4935.736,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1816177.6,1816177.1,1811224.56,1811440.9,1811241.364,1815984.007,4,500,,
trial,html.Screen,10_236_0,2023-11-15T21:10:17.346Z,,,2,0.032477028,0.024996863,,FALSE,lh,7796.193,response,-1.233143964,0.945,-1.1375,0.96911439,0.873521174,-0.56590463,low,high,,ISIC_7266462.JPG,10,ISIC_7877488.JPG,25,FALSE,hl,keypress(j),0,FALSE,1823780.3,1823780.2,1815967.098,1816177.8,1815984.007,1823581.824,4,500,112,
break,html.Screen,10_236_1,2023-11-15T21:10:17.346Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1823780.5,1823780.5,,1823780.4,,1823581.824,4,500,,
break_continue,html.Screen,10_236_2,2023-11-15T21:10:17.346Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1823780.7,1823780.7,,1823780.6,,1823581.824,4,500,,
sequence,flow.Sequence,10_236,2023-11-15T21:10:17.346Z,,,,,,,,,7796.693,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1823780.8,1823780.7,1815967.098,1816177.7,1815984.007,1823581.824,4,500,,
trial,html.Screen,10_237_0,2023-11-15T21:10:19.389Z,,,2,-0.013431314,0.014059758,,FALSE,hl,2241.676,response,0.977459433,0.945,-1.1375,-0.401300434,0.873521174,-0.56590463,high,low,,ISIC_0069617.JPG,9,ISIC_7685920.JPG,69,FALSE,hh,keypress(i),0,FALSE,1825823.9,1825823.5,1823565.381,1823780.9,1823581.824,1825619.112,4,500,113,
break,html.Screen,10_237_1,2023-11-15T21:10:19.391Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1825825,1825824.7,,1825824.3,,1825619.112,4,500,,
break_continue,html.Screen,10_237_2,2023-11-15T21:10:19.391Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1825825.7,1825825.4,,1825825.1,,1825619.112,4,500,,
sequence,flow.Sequence,10_237,2023-11-15T21:10:19.392Z,,,,,,,,,2243.576,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1825825.9,1825825.4,1823565.381,1823780.9,1823581.824,1825619.112,4,500,,
trial,html.Screen,10_238_0,2023-11-15T21:10:21.981Z,,,2,0.007397293,0.017471677,,FALSE,lh,2796.388,response,-1.293175849,0.945,-1.1375,0.681615381,0.873521174,-0.56590463,low,high,,ISIC_0056226.JPG,8,ISIC_3448630.JPG,25,FALSE,hl,keypress(j),0,FALSE,1828415.8,1828415.5,1825602.489,1825826,1825619.112,1828224.467,4,500,114,
break,html.Screen,10_238_1,2023-11-15T21:10:21.982Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1828416.9,1828416.6,,1828416.1,,1828224.467,4,500,,
break_continue,html.Screen,10_238_2,2023-11-15T21:10:21.983Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1828417.5,1828417.2,,1828417,,1828224.467,4,500,,
sequence,flow.Sequence,10_238,2023-11-15T21:10:21.983Z,,,,,,,,,2798.088,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1828417.8,1828417.2,1825602.489,1825826,1825619.112,1828224.467,4,500,,
trial,html.Screen,10_239_0,2023-11-15T21:10:24.877Z,,,2,0.007072553,0.004999514,,TRUE,hh,3086.833,response,1.099679877,0.945,-1.1375,0.925926995,0.873521174,-0.56590463,high,high,,ISIC_6124481.JPG,9,ISIC_0030970.JPG,188,FALSE,hh,keypress(i),0,FALSE,1831311.6,1831311.3,1828207.844,1828418,1828224.467,1831113.341,4,500,115,
break,html.Screen,10_239_1,2023-11-15T21:10:24.878Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1831312.7,1831312.3,,1831312,,1831113.341,4,500,,
break_continue,html.Screen,10_239_2,2023-11-15T21:10:24.879Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1831313.3,1831313,,1831312.8,,1831113.341,4,500,,
sequence,flow.Sequence,10_239,2023-11-15T21:10:24.879Z,,,,,,,,,3088.533,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1831313.6,1831313,1828207.844,1828417.9,1828224.467,1831113.341,4,500,,
trial,html.Screen,10_240_0,2023-11-15T21:10:30.125Z,,,2,-0.015906145,-0.029659885,,TRUE,hh,5446.159,response,0.944176236,0.945,-1.1375,0.765206105,0.873521174,-0.56590463,high,high,,ISIC_0072564.JPG,10,ISIC_0065521.JPG,188,FALSE,hh,keypress(i),0,FALSE,1836559.8,1836559.5,1831096.676,1831313.7,1831113.341,1836356.675,4,500,116,
break,html.Screen,10_240_1,2023-11-15T21:10:30.126Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1836560.9,1836560.6,,1836560.2,,1836356.675,4,500,,
break_continue,html.Screen,10_240_2,2023-11-15T21:10:30.127Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1836561.6,1836561.3,,1836561.1,,1836356.675,4,500,,
sequence,flow.Sequence,10_240,2023-11-15T21:10:30.127Z,,,,,,,,,5447.959,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1836561.7,1836561.3,1831096.676,1831313.7,1831113.341,1836356.675,4,500,,
trial,html.Screen,10_241_0,2023-11-15T21:10:33.485Z,,,2,0.066083934,-0.065789982,,FALSE,lh,3562.625,response,-0.969611853,0.945,-1.1375,0.924414828,0.873521174,-0.56590463,low,high,,ISIC_0065477.JPG,9,ISIC_7927525.JPG,25,FALSE,hh,keypress(i),0,FALSE,1839919.6,1839919.3,1836340.103,1836561.8,1836356.675,1839730.479,4,500,117,
break,html.Screen,10_241_1,2023-11-15T21:10:33.486Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1839920.7,1839920.4,,1839920,,1839730.479,4,500,,
break_continue,html.Screen,10_241_2,2023-11-15T21:10:33.487Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1839921.4,1839921.2,,1839921,,1839730.479,4,500,,
sequence,flow.Sequence,10_241,2023-11-15T21:10:33.487Z,,,,,,,,,3564.525,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1839921.7,1839921.2,1836340.103,1836561.8,1836356.675,1839730.479,4,500,,
trial,html.Screen,10_242_0,2023-11-15T21:10:36.142Z,,,2,0.050997051,0.074482096,,TRUE,hh,2845.221,response,0.781420272,0.945,-1.1375,0.847569953,0.873521174,-0.56590463,high,high,,ISIC_0009975.JPG,9,ISIC_0066429.JPG,188,FALSE,hh,keypress(i),0,FALSE,1842576,1842575.7,1839696.648,1839921.9,1839730.479,1842385.322,4,500,118,
break,html.Screen,10_242_1,2023-11-15T21:10:36.143Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1842577.1,1842576.8,,1842576.3,,1842385.322,4,500,,
break_continue,html.Screen,10_242_2,2023-11-15T21:10:36.143Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1842577.7,1842577.5,,1842577.3,,1842385.322,4,500,,
sequence,flow.Sequence,10_242,2023-11-15T21:10:36.144Z,,,,,,,,,2847.021,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1842578,1842577.5,1839696.648,1839921.9,1839730.479,1842385.322,4,500,,
trial,html.Screen,10_243_0,2023-11-15T21:10:39.382Z,,,2,-0.036721843,-0.070057655,,TRUE,hh,3430.378,response,0.92626746,0.945,-1.1375,1.027576791,0.873521174,-0.56590463,high,high,,ISIC_7212271.JPG,9,ISIC_5415749.JPG,188,FALSE,hh,keypress(i),0,FALSE,1845816,1845815.7,1842368.531,1842578.1,1842385.322,1845624.967,4,500,119,
break,html.Screen,10_243_1,2023-11-15T21:10:39.383Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1845817,1845816.8,,1845816.4,,1845624.967,4,500,,
break_continue,html.Screen,10_243_2,2023-11-15T21:10:39.383Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1845817.8,1845817.4,,1845817.2,,1845624.967,4,500,,
sequence,flow.Sequence,10_243,2023-11-15T21:10:39.384Z,,,,,,,,,3432.078,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1845818,1845817.4,1842368.531,1842578.1,1842385.322,1845624.967,4,500,,
trial,html.Screen,10_244_0,2023-11-15T21:10:43.382Z,,,2,0.032477028,0.024996863,,TRUE,hl,4190.733,response,0.901432114,0.945,-1.1375,-0.706203863,0.873521174,-0.56590463,high,low,,ISIC_7266462.JPG,10,ISIC_3654454.JPG,69,FALSE,hl,keypress(j),0,FALSE,1849816.1,1849815.7,1845608.229,1845818,1845624.967,1849615.813,4,500,120,
break,html.Screen,10_244_1,2023-11-15T21:10:43.383Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1849817.2,1849816.9,,1849816.4,,1849615.813,4,500,,
break_continue,html.Screen,10_244_2,2023-11-15T21:10:43.383Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1849817.8,1849817.7,,1849817.3,,1849615.813,4,500,,
sequence,flow.Sequence,10_244,2023-11-15T21:10:43.384Z,,,,,,,,,4192.733,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1849818,1849817.7,1845608.229,1845818,1845624.967,1849615.813,4,500,,
trial,html.Screen,10_245_0,2023-11-15T21:10:46.797Z,,,2,-0.024558539,0.053462759,,FALSE,hh,3615.687,response,0.969364444,0.945,-1.1375,0.700141772,0.873521174,-0.56590463,high,high,,ISIC_3389704.JPG,9,ISIC_0014795.JPG,188,FALSE,hl,keypress(j),0,FALSE,1853231.9,1853231.5,1849599.292,1849818.1,1849615.813,1853039.132,4,500,121,
break,html.Screen,10_245_1,2023-11-15T21:10:46.799Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1853233,1853232.7,,1853232.2,,1853039.132,4,500,,
break_continue,html.Screen,10_245_2,2023-11-15T21:10:46.799Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1853233.8,1853233.5,,1853233.2,,1853039.132,4,500,,
sequence,flow.Sequence,10_245,2023-11-15T21:10:46.800Z,,,,,,,,,3617.687,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1853234,1853233.5,1849599.292,1849818.1,1849615.813,1853039.132,4,500,,
trial,html.Screen,10_246_0,2023-11-15T21:10:50.166Z,,,2,-0.026545794,-0.070435714,,FALSE,hl,3560.468,response,1.129574242,0.945,-1.1375,-0.613782231,0.873521174,-0.56590463,high,low,,ISIC_3123377.JPG,9,ISIC_0069210.JPG,69,FALSE,hh,keypress(i),0,FALSE,1856600,1856599.6,1853022.48,1853234.2,1853039.132,1856395.708,4,500,122,
break,html.Screen,10_246_1,2023-11-15T21:10:50.167Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1856601.1,1856600.8,,1856600.3,,1856395.708,4,500,,
break_continue,html.Screen,10_246_2,2023-11-15T21:10:50.167Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1856601.8,1856601.5,,1856601.3,,1856395.708,4,500,,
sequence,flow.Sequence,10_246,2023-11-15T21:10:50.168Z,,,,,,,,,3562.368,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1856602.1,1856601.5,1853022.48,1853234.1,1853039.132,1856395.708,4,500,,
trial,html.Screen,10_247_0,2023-11-15T21:10:52.786Z,,,2,-0.00923425,-0.062719088,,FALSE,hh,2824.492,response,0.925436992,0.945,-1.1375,0.801722143,0.873521174,-0.56590463,high,high,,ISIC_0053760.JPG,9,ISIC_3236964.JPG,188,FALSE,lh,keypress(e),0,FALSE,1859220.3,1859220.2,1856379.193,1856602.3,1856395.708,1859017.423,4,500,123,
break,html.Screen,10_247_1,2023-11-15T21:10:52.786Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1859220.6,1859220.5,,1859220.3,,1859017.423,4,500,,
break_continue,html.Screen,10_247_2,2023-11-15T21:10:52.786Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1859220.7,1859220.7,,1859220.6,,1859017.423,4,500,,
sequence,flow.Sequence,10_247,2023-11-15T21:10:52.786Z,,,,,,,,,2824.992,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1859220.8,1859220.7,1856379.193,1856602.2,1856395.708,1859017.423,4,500,,
trial,html.Screen,10_248_0,2023-11-15T21:11:00.109Z,,,2,-0.068880159,-0.018546211,,FALSE,ll,7523.577,response,-1.254121881,0.945,-1.1375,-0.475641682,0.873521174,-0.56590463,low,low,,ISIC_0067723.JPG,11,ISIC_0012382.JPG,167,FALSE,hl,keypress(j),0,FALSE,1866541.2,1866541,1859000.885,1859220.9,1859017.423,1866348.571,4,500,124,
break,html.Screen,10_248_1,2023-11-15T21:11:00.109Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1866541.5,1866541.4,,1866541.3,,1866348.571,4,500,,
