sender,sender_type,sender_id,timestamp,meta,age,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
sequence,flow.Sequence,10_91,2023-11-15T20:58:50.535Z,,,,,,,,,2500.561,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1136993,1136992.5,1134475.233,1134689.1,1134491.939,1136796.245,4,500,,
trial,html.Screen,10_92_0,2023-11-15T20:58:58.101Z,,,1,0.011135453,-0.058581048,,TRUE,hl,7761.155,response,0.805240167,0.945,-1.1375,-0.705072989,0.873521174,-0.56590463,high,low,,ISIC_7858034.JPG,9,ISIC_9161341.JPG,69,FALSE,hl,keypress(j),0,FALSE,1144557.7,1144557.4,1136779.62,1136993.4,1136796.245,1144360.852,4,500,93,
break,html.Screen,10_92_1,2023-11-15T20:58:58.102Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1144558.4,1144558.2,,1144557.9,,1144360.852,4,500,,
break_continue,html.Screen,10_92_2,2023-11-15T20:58:58.102Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1144558.7,1144558.6,,1144558.5,,1144360.852,4,500,,
sequence,flow.Sequence,10_92,2023-11-15T20:58:58.103Z,,,,,,,,,7762.355,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1144558.9,1144558.6,1136779.62,1136993.3,1136796.245,1144360.852,4,500,,
trial,html.Screen,10_93_0,2023-11-15T20:59:02.271Z,,,1,-0.056557542,-0.039430023,,FALSE,lh,4365.848,response,-0.943372063,0.945,-1.1375,1.058207194,0.873521174,-0.56590463,low,high,,ISIC_0046983.JPG,8,ISIC_4890201.JPG,25,FALSE,hl,keypress(j),0,FALSE,1148727,1148726.7,1144344.209,1144559,1144360.852,1148535.925,4,500,94,
break,html.Screen,10_93_1,2023-11-15T20:59:02.272Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1148728.1,1148727.9,,1148727.4,,1148535.925,4,500,,
break_continue,html.Screen,10_93_2,2023-11-15T20:59:02.272Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1148728.8,1148728.5,,1148728.3,,1148535.925,4,500,,
sequence,flow.Sequence,10_93,2023-11-15T20:59:02.273Z,,,,,,,,,4367.648,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1148729,1148728.5,1144344.209,1144559,1144360.852,1148535.925,4,500,,
trial,html.Screen,10_94_0,2023-11-15T20:59:07.303Z,,,1,-0.073563532,0.053780542,,FALSE,hl,5222.775,response,0.765886883,0.945,-1.1375,-0.593363981,0.873521174,-0.56590463,high,low,,ISIC_1761799.JPG,9,ISIC_0000446.JPG,69,FALSE,hh,keypress(i),0,FALSE,1153759.1,1153758.7,1148518.93,1148729.2,1148535.925,1153562.099,4,500,95,
break,html.Screen,10_94_1,2023-11-15T20:59:07.304Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1153760.2,1153759.8,,1153759.4,,1153562.099,4,500,,
break_continue,html.Screen,10_94_2,2023-11-15T20:59:07.305Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1153760.9,1153760.7,,1153760.5,,1153562.099,4,500,,
sequence,flow.Sequence,10_94,2023-11-15T20:59:07.305Z,,,,,,,,,5224.775,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1153761.1,1153760.7,1148518.93,1148729.2,1148535.925,1153562.099,4,500,,
trial,html.Screen,10_95_0,2023-11-15T20:59:13.191Z,,,1,-0.011387353,-0.00549992,,FALSE,hl,6085.001,response,0.862779975,0.945,-1.1375,-0.398480294,0.873521174,-0.56590463,high,low,,ISIC_8812621.JPG,9,ISIC_9615486.JPG,69,FALSE,lh,keypress(e),0,FALSE,1159647.5,1159647.1,1153545.476,1153761.4,1153562.099,1159473.782,4,500,96,
break,html.Screen,10_95_1,2023-11-15T20:59:13.192Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1159648.6,1159648.3,,1159647.8,,1159473.782,4,500,,
break_continue,html.Screen,10_95_2,2023-11-15T20:59:13.193Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1159649.3,1159649.1,,1159648.9,,1159473.782,4,500,,
sequence,flow.Sequence,10_95,2023-11-15T20:59:13.193Z,,,,,,,,,6087.001,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1159649.6,1159649.1,1153545.476,1153761.4,1153562.099,1159473.782,4,500,,
trial,html.Screen,10_96_0,2023-11-15T20:59:20.031Z,,,1,-0.069346653,-0.044703434,,FALSE,hl,7013.018,response,0.887838745,0.945,-1.1375,-0.754509665,0.873521174,-0.56590463,high,low,,ISIC_0004217.JPG,8,ISIC_1488727.JPG,69,FALSE,lh,keypress(e),0,FALSE,1166487.1,1166486.8,1159457.06,1159649.8,1159473.782,1166286.816,4,500,97,
break,html.Screen,10_96_1,2023-11-15T20:59:20.032Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1166488.2,1166487.9,,1166487.5,,1166286.816,4,500,,
break_continue,html.Screen,10_96_2,2023-11-15T20:59:20.033Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1166488.8,1166488.6,,1166488.4,,1166286.816,4,500,,
sequence,flow.Sequence,10_96,2023-11-15T20:59:20.033Z,,,,,,,,,7014.818,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1166489.1,1166488.6,1159457.06,1159649.8,1159473.782,1166286.816,4,500,,
trial,html.Screen,10_97_0,2023-11-15T20:59:24.798Z,,,1,-0.018804747,0.028834693,,FALSE,hl,4967.684,response,0.839031548,0.945,-1.1375,-0.690409441,0.873521174,-0.56590463,high,low,,ISIC_0014157.JPG,9,ISIC_5481211.JPG,69,FALSE,lh,keypress(e),0,FALSE,1171254.8,1171254.5,1166270.317,1166489.3,1166286.816,1171063.059,4,500,98,
break,html.Screen,10_97_1,2023-11-15T20:59:24.799Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1171255.6,1171255.4,,1171255,,1171063.059,4,500,,
break_continue,html.Screen,10_97_2,2023-11-15T20:59:24.800Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1171256.1,1171255.9,,1171255.8,,1171063.059,4,500,,
sequence,flow.Sequence,10_97,2023-11-15T20:59:24.800Z,,,,,,,,,4969.084,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1171256.3,1171255.9,1166270.317,1166489.3,1166286.816,1171063.059,4,500,,
trial,html.Screen,10_98_0,2023-11-15T20:59:28.119Z,,,1,0.008552098,-0.046469116,,FALSE,hl,3511.841,response,0.887881418,0.945,-1.1375,-0.451247408,0.873521174,-0.56590463,high,low,,ISIC_0758797.JPG,9,ISIC_0010555.JPG,69,FALSE,hh,keypress(i),0,FALSE,1174575.3,1174574.9,1171046.371,1171256.5,1171063.059,1174369.306,4,500,99,
break,html.Screen,10_98_1,2023-11-15T20:59:28.120Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1174576.3,1174576.1,,1174575.7,,1174369.306,4,500,,
break_continue,html.Screen,10_98_2,2023-11-15T20:59:28.121Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1174577,1174576.8,,1174576.6,,1174369.306,4,500,,
sequence,flow.Sequence,10_98,2023-11-15T20:59:28.121Z,,,,,,,,,3513.741,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1174577.3,1174576.8,1171046.371,1171256.4,1171063.059,1174369.306,4,500,,
trial,html.Screen,10_99_0,2023-11-15T20:59:38.607Z,,,1,-0.059471106,0.067829217,,FALSE,ll,10693.794,response,-1.219612663,0.945,-1.1375,-0.389183662,0.873521174,-0.56590463,low,low,,ISIC_0015631.JPG,8,ISIC_0946787.JPG,167,FALSE,hl,keypress(j),0,FALSE,1185063.4,1185063.1,1174352.7,1174577.5,1174369.306,1184889.947,4,500,100,
break,html.Screen,10_99_1,2023-11-15T20:59:38.608Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1185064.6,1185064.3,,1185063.8,,1184889.947,4,500,,
break_continue,html.Screen,10_99_2,2023-11-15T20:59:38.609Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1185065.2,1185065,,1185064.7,,1184889.947,4,500,,
sequence,flow.Sequence,10_99,2023-11-15T20:59:38.609Z,,,,,,,,,10695.694,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1185065.4,1185065,1174352.7,1174577.4,1174369.306,1184889.947,4,500,,
trial,html.Screen,10_100_0,2023-11-15T20:59:43.583Z,,,1,-0.068880159,-0.018546211,,TRUE,lh,5149.153,response,-0.957920932,0.945,-1.1375,1.01474871,0.873521174,-0.56590463,low,high,,ISIC_0067723.JPG,10,ISIC_8124482.JPG,25,FALSE,lh,keypress(e),0,FALSE,1190039.4,1190039.1,1184873.212,1185065.7,1184889.947,1189850.339,4,500,101,
break,html.Screen,10_100_1,2023-11-15T20:59:43.584Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1190040.7,1190040.4,,1190039.9,,1189850.339,4,500,,
break_continue,html.Screen,10_100_2,2023-11-15T20:59:43.585Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1190041.4,1190041.2,,1190040.9,,1189850.339,4,500,,
sequence,flow.Sequence,10_100,2023-11-15T20:59:43.585Z,,,,,,,,,5151.253,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1190041.7,1190041.2,1184873.212,1185065.6,1184889.947,1189850.339,4,500,,
trial,html.Screen,10_101_0,2023-11-15T20:59:45.583Z,,,1,0.010785499,0.047801042,,TRUE,hh,2188.561,response,1.04704908,0.945,-1.1375,0.926738555,0.873521174,-0.56590463,high,high,,ISIC_0010500.JPG,9,ISIC_0058649.JPG,188,FALSE,hh,keypress(i),0,FALSE,1192039.2,1192038.9,1189816.13,1190041.7,1189850.339,1191836.532,4,500,102,
break,html.Screen,10_101_1,2023-11-15T20:59:45.584Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1192040.3,1192040,,1192039.5,,1191836.532,4,500,,
break_continue,html.Screen,10_101_2,2023-11-15T20:59:45.585Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1192041.1,1192040.8,,1192040.6,,1191836.532,4,500,,
sequence,flow.Sequence,10_101,2023-11-15T20:59:45.585Z,,,,,,,,,2190.461,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1192041.4,1192040.8,1189816.13,1190041.7,1189850.339,1191836.532,4,500,,
trial,html.Screen,10_102_0,2023-11-15T20:59:51.647Z,,,1,-0.014948283,0.066163086,,FALSE,lh,6266.468,response,-1.08653334,0.945,-1.1375,1.054263531,0.873521174,-0.56590463,low,high,,ISIC_6815524.JPG,9,ISIC_0034006.JPG,25,FALSE,hl,keypress(j),0,FALSE,1198103.2,1198103,1191820.102,1192041.6,1191836.532,1197898.369,4,500,103,
break,html.Screen,10_102_1,2023-11-15T20:59:51.648Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1198104.3,1198104.1,,1198103.6,,1197898.369,4,500,,
break_continue,html.Screen,10_102_2,2023-11-15T20:59:51.649Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1198105,1198104.8,,1198104.5,,1197898.369,4,500,,
sequence,flow.Sequence,10_102,2023-11-15T20:59:51.649Z,,,,,,,,,6268.268,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1198105.3,1198104.8,1191820.102,1192041.5,1191836.532,1197898.369,4,500,,
trial,html.Screen,10_103_0,2023-11-15T20:59:53.617Z,,,1,0.063045325,-0.006478975,,FALSE,hl,2172.531,response,0.919668123,0.945,-1.1375,-0.588463257,0.873521174,-0.56590463,high,low,,ISIC_5805349.JPG,8,ISIC_0011209.JPG,69,FALSE,hh,keypress(i),0,FALSE,1200071.2,1200070.9,1197881.838,1198105.5,1197898.369,1199868.821,4,500,104,
break,html.Screen,10_103_1,2023-11-15T20:59:53.618Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1200072.3,1200072.1,,1200071.6,,1199868.821,4,500,,
break_continue,html.Screen,10_103_2,2023-11-15T20:59:53.619Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1200072.9,1200072.7,,1200072.4,,1199868.821,4,500,,
sequence,flow.Sequence,10_103,2023-11-15T20:59:53.619Z,,,,,,,,,2174.331,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1200073.3,1200072.7,1197881.838,1198105.5,1197898.369,1199868.821,4,500,,
trial,html.Screen,10_104_0,2023-11-15T21:00:04.391Z,,,1,-0.069346653,-0.044703434,,,,10770.963,timeout,1.133821009,0.945,-1.1375,-0.590648571,0.873521174,-0.56590463,high,low,,ISIC_0004217.JPG,8,ISIC_0046571.JPG,69,FALSE,,,0,FALSE,1210845.7,1210845.3,1199852.298,1200073.4,1199868.821,1210639.784,4,500,105,
break,html.Screen,10_104_1,2023-11-15T21:00:04.393Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1210846.9,1210846.5,,1210846.1,,1210639.784,4,500,,
break_continue,html.Screen,10_104_2,2023-11-15T21:00:04.393Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1210847.6,1210847.4,,1210847.1,,1210639.784,4,500,,
sequence,flow.Sequence,10_104,2023-11-15T21:00:04.394Z,,,,,,,,,10978.579,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1210848,1210847.4,1199852.298,1200073.4,1199868.821,1210639.784,4,500,,
trial,html.Screen,10_105_0,2023-11-15T21:00:09.879Z,,,1,0.005791476,0.007466791,,FALSE,lh,5693.616,response,-1.109771604,0.945,-1.1375,0.726994437,0.873521174,-0.56590463,low,high,,ISIC_0058723.JPG,9,ISIC_0000139.JPG,25,FALSE,ll,keypress(f),0,FALSE,1216333.5,1216333.4,1210623.321,1210848.2,1210639.784,1216133.768,4,500,106,
break,html.Screen,10_105_1,2023-11-15T21:00:09.880Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1216334,1216333.9,,1216333.7,,1216133.768,4,500,,
break_continue,html.Screen,10_105_2,2023-11-15T21:00:09.880Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1216334.3,1216334.2,,1216334.1,,1216133.768,4,500,,
sequence,flow.Sequence,10_105,2023-11-15T21:00:09.880Z,,,,,,,,,5694.416,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,1216334.5,1216334.2,1210623.321,1210848.2,1210639.784,1216133.768,4,500,,
trial,html.Screen,10_106_0,2023-11-15T21:00:14.370Z,,,1,0.06407783,0.038768608,,FALSE,hh,4689.832,response,1.007567554,0.945,-1.1375,0.937973161,0.873521174,-0.56590463,high,high,,ISIC_0010124.JPG,8,ISIC_0030824.JPG,188,FALSE,lh,keypress(e),0,FALSE,1220824,1220823.6,1216117.184,1216334.5,1216133.768,1220625.888,4,500,107,
break,html.Screen,10_106_1,2023-11-15T21:00:14.371Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1220825.1,1220824.9,,1220824.4,,1220625.888,4,500,,
break_continue,html.Screen,10_106_2,2023-11-15T21:00:14.372Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1220825.8,1220825.6,,1220825.4,,1220625.888,4,500,,
sequence,flow.Sequence,10_106,2023-11-15T21:00:14.372Z,,,,,,,,,4691.832,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1220826.1,1220825.6,1216117.184,1216334.5,1216133.768,1220625.888,4,500,,
trial,html.Screen,10_107_0,2023-11-15T21:00:16.655Z,,,1,-0.056557542,-0.039430023,,FALSE,ll,2483.412,response,-1.050193367,0.945,-1.1375,-0.464192588,0.873521174,-0.56590463,low,low,,ISIC_0046983.JPG,9,ISIC_3945116.JPG,167,FALSE,hl,keypress(j),0,FALSE,1223109.5,1223109.3,1220609.371,1220826.2,1220625.888,1222913.862,4,500,108,
break,html.Screen,10_107_1,2023-11-15T21:00:16.656Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1223110,1223109.9,,1223109.6,,1222913.862,4,500,,
break_continue,html.Screen,10_107_2,2023-11-15T21:00:16.656Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1223110.3,1223110.3,,1223110.1,,1222913.862,4,500,,
sequence,flow.Sequence,10_107,2023-11-15T21:00:16.656Z,,,,,,,,,2484.412,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1223110.5,1223110.3,1220609.371,1220826.2,1220625.888,1222913.862,4,500,,
trial,html.Screen,10_108_0,2023-11-15T21:00:19.561Z,,,1,0.050997051,0.074482096,,TRUE,hh,3100.738,response,0.899037194,0.945,-1.1375,0.965485073,0.873521174,-0.56590463,high,high,,ISIC_0009975.JPG,9,ISIC_0010308.JPG,188,FALSE,hh,keypress(i),0,FALSE,1226015,1226014.6,1222897.052,1223110.6,1222913.862,1225836.273,4,500,109,
break,html.Screen,10_108_1,2023-11-15T21:00:19.562Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1226016,1226015.8,,1226015.3,,1225836.273,4,500,,
break_continue,html.Screen,10_108_2,2023-11-15T21:00:19.562Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1226016.7,1226016.5,,1226016.2,,1225836.273,4,500,,
sequence,flow.Sequence,10_108,2023-11-15T21:00:19.563Z,,,,,,,,,3102.638,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1226016.9,1226016.5,1222897.052,1223110.5,1222913.862,1225836.273,4,500,,
trial,html.Screen,10_109_0,2023-11-15T21:00:26.846Z,,,1,0.011609468,-0.025843452,,FALSE,hh,7464.227,response,0.961386573,0.945,-1.1375,0.701815969,0.873521174,-0.56590463,high,high,,ISIC_9239632.JPG,9,ISIC_0015035.JPG,188,FALSE,ll,keypress(f),0,FALSE,1233300.7,1233300.5,1225819.456,1226017.1,1225836.273,1233100.092,4,500,110,
break,html.Screen,10_109_1,2023-11-15T21:00:26.847Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1233300.9,1233300.9,,1233300.7,,1233100.092,4,500,,
break_continue,html.Screen,10_109_2,2023-11-15T21:00:26.847Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1233301.1,1233301.1,,1233301,,1233100.092,4,500,,
sequence,flow.Sequence,10_109,2023-11-15T21:00:26.847Z,,,,,,,,,7464.827,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1233301.2,1233301.1,1225819.456,1226017.1,1225836.273,1233100.092,4,500,,
trial,html.Screen,10_110_0,2023-11-15T21:00:30.041Z,,,1,-0.051676299,0.01301955,,TRUE,hl,3394.408,response,0.949907353,0.945,-1.1375,-0.619074807,0.873521174,-0.56590463,high,low,,ISIC_9978498.JPG,8,ISIC_7059794.JPG,69,FALSE,hl,keypress(j),0,FALSE,1236494.8,1236494.5,1233083.668,1233301.2,1233100.092,1236289.651,4,500,111,
break,html.Screen,10_110_1,2023-11-15T21:00:30.042Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1236496,1236495.7,,1236495.2,,1236289.651,4,500,,
break_continue,html.Screen,10_110_2,2023-11-15T21:00:30.042Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1236496.7,1236496.4,,1236496.2,,1236289.651,4,500,,
sequence,flow.Sequence,10_110,2023-11-15T21:00:30.043Z,,,,,,,,,3396.308,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1236496.9,1236496.4,1233083.668,1233301.2,1233100.092,1236289.651,4,500,,
trial,html.Screen,10_111_0,2023-11-15T21:00:36.969Z,,,1,-0.040191644,0.062258267,,TRUE,hl,7133.349,response,1.07319162,0.945,-1.1375,-0.619555071,0.873521174,-0.56590463,high,low,,ISIC_6207688.JPG,9,ISIC_9386509.JPG,69,FALSE,hl,keypress(j),0,FALSE,1243423.3,1243423,1236273.19,1236497.2,1236289.651,1243219.981,4,500,112,
break,html.Screen,10_111_1,2023-11-15T21:00:36.970Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1243424.4,1243424.2,,1243423.6,,1243219.981,4,500,,
break_continue,html.Screen,10_111_2,2023-11-15T21:00:36.971Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1243425.1,1243424.8,,1243424.6,,1243219.981,4,500,,
sequence,flow.Sequence,10_111,2023-11-15T21:00:36.971Z,,,,,,,,,7135.149,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1243425.3,1243424.8,1236273.19,1236497.1,1236289.651,1243219.981,4,500,,
trial,html.Screen,10_112_0,2023-11-15T21:00:39.465Z,,,1,-0.018804747,0.028834693,,FALSE,ll,2698.819,response,-1.17276188,0.945,-1.1375,-0.719328656,0.873521174,-0.56590463,low,low,,ISIC_0014157.JPG,9,ISIC_9690371.JPG,167,FALSE,hl,keypress(j),0,FALSE,1245919.1,1245918.8,1243203.324,1243425.5,1243219.981,1245724.679,4,500,113,
break,html.Screen,10_112_1,2023-11-15T21:00:39.466Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1245920.3,1245920,,1245919.5,,1245724.679,4,500,,
break_continue,html.Screen,10_112_2,2023-11-15T21:00:39.467Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1245921,1245920.8,,1245920.6,,1245724.679,4,500,,
sequence,flow.Sequence,10_112,2023-11-15T21:00:39.467Z,,,,,,,,,2700.819,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1245921.3,1245920.8,1243203.324,1243425.4,1243219.981,1245724.679,4,500,,
trial,html.Screen,10_113_0,2023-11-15T21:00:45.991Z,,,1,-0.022032219,-0.074091884,,TRUE,hl,6720.721,response,0.791488178,0.945,-1.1375,-0.545150963,0.873521174,-0.56590463,high,low,,ISIC_8105020.JPG,9,ISIC_0001149.JPG,69,FALSE,hl,keypress(j),0,FALSE,1252445.6,1252445.4,1245708.172,1245921.5,1245724.679,1252254.286,4,500,114,
break,html.Screen,10_113_1,2023-11-15T21:00:45.992Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1252446.1,1252446,,1252445.8,,1252254.286,4,500,,
break_continue,html.Screen,10_113_2,2023-11-15T21:00:45.992Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1252446.5,1252446.3,,1252446.3,,1252254.286,4,500,,
sequence,flow.Sequence,10_113,2023-11-15T21:00:45.992Z,,,,,,,,,6721.621,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1252446.6,1252446.3,1245708.172,1245921.4,1245724.679,1252254.286,4,500,,
trial,html.Screen,10_114_0,2023-11-15T21:00:53.283Z,,,1,-0.040191644,0.062258267,,FALSE,hl,7480.814,response,0.999183197,0.945,-1.1375,-0.549965392,0.873521174,-0.56590463,high,low,,ISIC_6207688.JPG,8,ISIC_0248628.JPG,69,FALSE,hh,keypress(i),0,FALSE,1259735.5,1259735.1,1252237.459,1252446.7,1252254.286,1259534.908,4,500,115,
break,html.Screen,10_114_1,2023-11-15T21:00:53.284Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1259736.5,1259736.2,,1259735.8,,1259534.908,4,500,,
break_continue,html.Screen,10_114_2,2023-11-15T21:00:53.285Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1259737.1,1259736.9,,1259736.7,,1259534.908,4,500,,
sequence,flow.Sequence,10_114,2023-11-15T21:00:53.285Z,,,,,,,,,7482.614,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,1259737.4,1259736.9,1252237.459,1252446.6,1252254.286,1259534.908,4,500,,
trial,html.Screen,10_115_0,2023-11-15T21:00:55.259Z,,,1,0.019416765,0.072625381,,TRUE,hh,2176.192,response,0.789809526,0.945,-1.1375,0.692487338,0.873521174,-0.56590463,high,high,,ISIC_0056692.JPG,9,ISIC_0063070.JPG,188,FALSE,hh,keypress(i),0,FALSE,1261711.4,1261711.1,1259518.384,1259737.7,1259534.908,1261505.423,4,500,116,
break,html.Screen,10_115_1,2023-11-15T21:00:55.260Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1261712.6,1261712.3,,1261711.8,,1261505.423,4,500,,
break_continue,html.Screen,10_115_2,2023-11-15T21:00:55.261Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1261713.1,1261713,,1261712.7,,1261505.423,4,500,,
sequence,flow.Sequence,10_115,2023-11-15T21:00:55.261Z,,,,,,,,,2178.092,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1261713.4,1261713,1259518.384,1259737.6,1259534.908,1261505.423,4,500,,
trial,html.Screen,10_116_0,2023-11-15T21:00:59.793Z,,,1,0.011135453,-0.058581048,,TRUE,hh,4739.077,response,0.90461703,0.945,-1.1375,0.886732878,0.873521174,-0.56590463,high,high,,ISIC_7858034.JPG,8,ISIC_0055759.JPG,188,FALSE,hh,keypress(i),0,FALSE,1266244.7,1266244.5,1261488.914,1261713.7,1261505.423,1266047.534,4,500,117,
break,html.Screen,10_116_1,2023-11-15T21:00:59.793Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1266245,1266245,,1266244.8,,1266047.534,4,500,,
break_continue,html.Screen,10_116_2,2023-11-15T21:00:59.793Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1266245.2,1266245.1,,1266245.1,,1266047.534,4,500,,
sequence,flow.Sequence,10_116,2023-11-15T21:00:59.793Z,,,,,,,,,4739.677,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,1266245.3,1266245.1,1261488.914,1261713.7,1261505.423,1266047.534,4,500,,
trial,html.Screen,10_117_0,2023-11-15T21:01:05.323Z,,,1,-0.064435763,-0.050116737,,FALSE,ll,5727.566,response,-1.099889012,0.945,-1.1375,-0.72680434,0.873521174,-0.56590463,low,low,,ISIC_5207050.JPG,10,ISIC_0002118.JPG,167,FALSE,hl,keypress(j),0,FALSE,1271775.4,1271775.1,1266030.988,1266245.3,1266047.534,1271574.917,4,500,118,
break,html.Screen,10_117_1,2023-11-15T21:01:05.324Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1271776.5,1271776.3,,1271775.8,,1271574.917,4,500,,
break_continue,html.Screen,10_117_2,2023-11-15T21:01:05.325Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,1271777.2,1271776.9,,1271776.7,,1271574.917,4,500,,
