sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-10-30T21:53:27.158Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=66750&platform=sona"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.61"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1536,""screen_height"":864,""scroll_width"":1528,""scroll_height"":694,""window_innerWidth"":1528,""window_innerHeight"":742,""devicePixelRatio"":1.25}",,,,5195.412999976158,response,,,,,consent,click button,,7151.899999976158,7149.399999976158,1703.903,1946.8999999761581,1953.987,7170.746,,,,"{""participant"":""66750"",""platform"":""sona""}"
Welcome,html.Screen,1,2023-10-30T21:53:32.846Z,,,,uniform,5667.653999976158,response,,,,,continue,click button,,12840.099999964237,12838.399999976158,7137.728,7152.300000011921,7170.746,12853.845,,,,
trial,html.Screen,2_0_0,2023-10-30T21:53:44.346Z,,0,0,,11516.742,timeout,ISIC_0025593.JPG,,ISIC_0063388.JPG,true,,,500,24339.80000001192,24339.19999998808,12837.595,12840.899999976158,12853.845,24370.587,1,6,1,
sequence,flow.Sequence,2_0,2023-10-30T21:53:44.346Z,,0,,,11485.35499998808,completion,,,,true,,,,24340.399999976158,24339.19999998808,12837.595,12840.800000011921,12853.845,24370.587,1,6,,
trial,html.Screen,2_1_0,2023-10-30T21:53:57.533Z,,0,0,,13172.72700001192,timeout,ISIC_1309015.JPG,,ISIC_0028178.JPG,true,,,500,37527.19999998808,37526.80000001192,24354.073,24340.399999976158,24370.587,,1,6,2,
sequence,flow.Sequence,2_1,2023-10-30T21:53:57.534Z,,0,,,13156.213000011921,completion,,,,true,,,,37527.80000001192,37526.80000001192,24354.073,24340.399999976158,24370.587,,1,6,,
