sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-11-03T20:48:27.097Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=65981&platform=sona"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1920,""scroll_height"":953,""window_innerWidth"":1920,""window_innerHeight"":1001,""devicePixelRatio"":1}",,,,2093.216000000003,response,,,,,,consent,click button,,2956.300000000003,2955.300000000003,855.154,856.7000000000044,862.084,2961.439,,,,"{""participant"":""65981"",""platform"":""sona""}",
Welcome,html.Screen,1,2023-11-03T20:48:28.347Z,,,,colourful,1244.161000000006,response,,,,,,continue,click button,,4206.300000000003,4205.600000000006,2954.631,2956.300000000003,2961.439,4206.143,,,,,
trial,html.Screen,2_0_0,2023-11-03T20:48:31.260Z,,0,0,,2913.2570000000087,response,ISIC_0063388.JPG,,ISIC_0025593.JPG,ISIC_0063388.JPG,true,1,keypress(m),500,7119.600000000006,7119.400000000009,4199.195,4206.4000000000015,4206.143,7120.852,1,6,1,,ISIC_0025593.JPG
sequence,flow.Sequence,2_0,2023-11-03T20:48:31.260Z,,0,,,2913.2570000000087,completion,,,,,true,,,,7119.800000000003,7119.400000000009,4199.195,4206.4000000000015,4206.143,7120.852,1,6,,,
trial,html.Screen,2_1_0,2023-11-03T20:48:34.942Z,,0,0,,3680.3479999999972,response,ISIC_1309015.JPG,,ISIC_0028178.JPG,ISIC_0028178.JPG,true,0,keypress(z),500,10801.400000000009,10801.199999999997,7113.865,7119.800000000003,7120.852,10805.36,1,6,2,,ISIC_1309015.JPG
sequence,flow.Sequence,2_1,2023-11-03T20:48:34.942Z,,0,,,3680.3479999999972,completion,,,,,true,,,,10801.400000000009,10801.199999999997,7113.865,7119.800000000003,7120.852,10805.36,1,6,,,
trial,html.Screen,2_2_0,2023-11-03T20:48:38.607Z,,0,0,,3661.540000000008,response,ISIC_0031128.JPG,,ISIC_3314853.JPG,ISIC_3314853.JPG,true,0,keypress(z),500,14467,14466.900000000009,10798.428,10801.5,10805.36,14470.066,1,6,3,,ISIC_0031128.JPG
sequence,flow.Sequence,2_2,2023-11-03T20:48:38.607Z,,0,,,3661.540000000008,completion,,,,,true,,,,14467.199999999997,14466.900000000009,10798.428,10801.5,10805.36,14470.066,1,6,,,
trial,html.Screen,2_3_0,2023-11-03T20:48:50.106Z,,0,0,,11509.692000000001,timeout,ISIC_0031612.JPG,,ISIC_8980141.JPG,,true,,,500,25966.199999999997,25966,14463.113,14467.300000000003,14470.066,25979.758,1,6,4,,
sequence,flow.Sequence,2_3,2023-11-03T20:48:50.107Z,,0,,,11495.934,completion,,,,,true,,,,25966.300000000003,25966,14463.113,14467.300000000003,14470.066,25979.758,1,6,,,
trial,html.Screen,2_4_0,2023-11-03T20:48:53.948Z,,0,0,,3827.7419999999984,response,ISIC_9721604.JPG,,ISIC_1197737.JPG,ISIC_1197737.JPG,true,0,keypress(z),500,29807.600000000006,29807.5,25971.303,25966.40000000001,25979.758,29811.184,1,6,5,,ISIC_9721604.JPG
sequence,flow.Sequence,2_4,2023-11-03T20:48:53.948Z,,0,,,3827.7419999999984,completion,,,,,true,,,,29807.699999999997,29807.5,25971.303,25966.40000000001,25979.758,29811.184,1,6,,,
trial,html.Screen,2_5_0,2023-11-03T20:48:56.717Z,,0,0,,2765.315999999999,response,ISIC_0010681.JPG,,ISIC_0025346.JPG,ISIC_0010681.JPG,true,1,keypress(m),500,32576.600000000006,32576.5,29804.257,29807.90000000001,29811.184,32579.692,1,6,6,,ISIC_0025346.JPG
sequence,flow.Sequence,2_5,2023-11-03T20:48:56.717Z,,0,,,2765.315999999999,completion,,,,,true,,,,32576.800000000003,32576.5,29804.257,29807.800000000003,29811.184,32579.692,1,6,,,
loop,flow.Loop,2,2023-11-03T20:48:56.717Z,,,,,28370.357,completion,,,,,true,,,,32576.90000000001,32576.5,4199.195,4206.300000000003,4206.143,32579.692,1,6,,,
exp_instructions,html.Screen,3,2023-11-03T20:48:57.797Z,,,,,1076.808000000001,response,,,,,,continue,keypress(Space),,33656.90000000001,33656.5,32572.738,32576.90000000001,32579.692,33669.28,,,,,
trial,html.Screen,4_0_0,2023-11-03T20:49:01.144Z,,0,1,,3333.820000000007,response,ISIC_0056364.JPG,4,ISIC_0070012.JPG,ISIC_0056364.JPG,false,1,keypress(m),500,37003.3,37003.100000000006,33662.331,33657.2,33669.28,37008.982,8,400,1,,ISIC_0070012.JPG
break,html.Screen,4_0_1,2023-11-03T20:49:01.144Z,,0,,,NaN,,,,,,false,,,,37004,37003.90000000001,,37003.40000000001,,37008.982,8,400,,,
