sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-11-01T18:05:49.662Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=65652&platform=sona"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1536,""screen_height"":864,""scroll_width"":1536,""scroll_height"":659,""window_innerWidth"":1536,""window_innerHeight"":707,""devicePixelRatio"":1.25}",,,,5417.424,response,,,,,,consent,click button,,11882.899999976158,11879.5,6445.394,6447,6462.076,11896.007,,,,"{""participant"":""65652"",""platform"":""sona""}",
Welcome,html.Screen,1,2023-11-01T18:06:12.722Z,,,,colourful,23053.593000023844,response,,,,,,continue,click button,,34951,34949.60000002384,11879.224,11883.200000047684,11896.007,34963.805,,,,,
trial,html.Screen,2_0_0,2023-11-01T18:06:16.669Z,,0,0,,3934.1949999999997,response,ISIC_0025593.JPG,,ISIC_0063388.JPG,ISIC_0063388.JPG,true,0,keypress(z),500,38898.5,38898,34946.854,34951.300000071526,34963.805,38915.21,1,6,1,,ISIC_0025593.JPG
sequence,flow.Sequence,2_0,2023-11-01T18:06:16.669Z,,0,,,3934.1949999999997,completion,,,,,true,,,,38898.800000071526,38898,34946.854,34951.300000071526,34963.805,38915.21,1,6,,,
trial,html.Screen,2_1_0,2023-11-01T18:06:23.586Z,,0,0,,6899.790000000001,response,ISIC_1309015.JPG,,ISIC_0028178.JPG,ISIC_1309015.JPG,true,1,keypress(m),500,45815.300000071526,45815,38898.584,38899,38915.21,45831.284,1,6,2,,ISIC_0028178.JPG
sequence,flow.Sequence,2_1,2023-11-01T18:06:23.586Z,,0,,,6899.790000000001,completion,,,,,true,,,,45815.5,45815,38898.584,38899,38915.21,45831.284,1,6,,,
trial,html.Screen,2_2_0,2023-11-01T18:06:28.477Z,,0,0,,4874.816000023842,response,ISIC_0031128.JPG,,ISIC_3314853.JPG,ISIC_0031128.JPG,true,1,keypress(m),500,50706.300000071526,50706.10000002384,45815.544,45815.700000047684,45831.284,50714.345,1,6,3,,ISIC_3314853.JPG
sequence,flow.Sequence,2_2,2023-11-01T18:06:28.477Z,,0,,,4874.816000023842,completion,,,,,true,,,,50706.5,50706.10000002384,45815.544,45815.60000002384,45831.284,50714.345,1,6,,,
trial,html.Screen,2_3_0,2023-11-01T18:06:33.601Z,,0,0,,5115.955000071524,response,ISIC_8980141.JPG,,ISIC_0031612.JPG,ISIC_0031612.JPG,true,0,keypress(z),500,55830.700000047684,55830.300000071526,50698.698,50706.60000002384,50714.345,55849.055,1,6,4,,ISIC_8980141.JPG
sequence,flow.Sequence,2_3,2023-11-01T18:06:33.602Z,,0,,,5115.955000071524,completion,,,,,true,,,,55831.10000002384,55830.300000071526,50698.698,50706.60000002384,50714.345,55849.055,1,6,,,
