sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-16T15:43:37.418Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=67378&platform=sona"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":634,""window_innerWidth"":1440,""window_innerHeight"":682,""devicePixelRatio"":2}",,,,6638.24799999404,response,,,,,,consent,click button,,8440.29999999702,8436.09999999404,1781.186,1784.7999999970198,1797.852,8447.586,,,,"{""participant"":""67378"",""platform"":""sona""}",
Welcome,html.Screen,1,2023-09-16T15:44:20.733Z,,,,irregular,43307.31399999106,response,,,,,,continue,click button,,51757.70000000298,51754.89999999106,8430.92,8440.70000000298,8447.586,51766.123,,,,,
trial,html.Screen,2_0_0,2023-09-16T15:44:32.003Z,,0,0,,11261.27699999106,response,ISIC_4679428.JPG,,ISIC_0061792.JPG,ISIC_4679428.JPG,true,1,keypress(m),500,63027.89999999106,63027.39999999106,51749.457,51758.09999999404,51766.123,63034.236,1,6,1,,ISIC_0061792.JPG
sequence,flow.Sequence,2_0,2023-09-16T15:44:32.003Z,,0,,,11261.27699999106,completion,,,,,true,,,,63028.59999999404,63027.39999999106,51749.457,51758,51766.123,63034.236,1,6,,,
trial,html.Screen,2_1_0,2023-09-16T15:44:37.869Z,,0,0,,5859.264000000003,response,ISIC_0776486.JPG,,ISIC_5199497.JPG,ISIC_0776486.JPG,true,1,keypress(m),500,68894,68893.5,63017.57,63028.79999999702,63034.236,68900.668,1,6,2,,ISIC_5199497.JPG
sequence,flow.Sequence,2_1,2023-09-16T15:44:37.869Z,,0,,,5859.264000000003,completion,,,,,true,,,,68894.5,68893.5,63017.57,63028.70000000298,63034.236,68900.668,1,6,,,
trial,html.Screen,2_2_0,2023-09-16T15:44:42.737Z,,0,0,,4860.931999994034,response,ISIC_8575776.JPG,,ISIC_2556187.JPG,ISIC_8575776.JPG,true,1,keypress(m),500,73762.29999999702,73761.59999999404,68884.002,68894.79999999702,68900.668,73768.114,1,6,3,,ISIC_2556187.JPG
sequence,flow.Sequence,2_2,2023-09-16T15:44:42.737Z,,0,,,4860.931999994034,completion,,,,,true,,,,73762.70000000298,73761.59999999404,68884.002,68894.59999999404,68900.668,73768.114,1,6,,,
trial,html.Screen,2_3_0,2023-09-16T15:44:48.630Z,,0,0,,5887.485999994038,response,ISIC_9238366.JPG,,ISIC_8141769.JPG,ISIC_9238366.JPG,true,1,keypress(m),500,79656.09999999404,79655.59999999404,73751.448,73763,73768.114,79667.878,1,6,4,,ISIC_8141769.JPG
sequence,flow.Sequence,2_3,2023-09-16T15:44:48.631Z,,0,,,5887.485999994038,completion,,,,,true,,,,79656.70000000298,79655.59999999404,73751.448,73762.89999999106,73768.114,79667.878,1,6,,,
