sender,sender_type,sender_id,timestamp,meta,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-09-08T18:45:33.084Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=5b646a727c39ee00010a18b0&STUDY_ID=64f8c92207ba404bcb356c90&SESSION_ID=64fb6b81038acb9bd6e0c3c3&platform=prolific"",""userAgent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36"",""platform"":""Linux armv81"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/New_York"",""timezoneOffset"":240,""screen_width"":360,""screen_height"":720,""scroll_width"":980,""scroll_height"":1716,""window_innerWidth"":980,""window_innerHeight"":1612,""devicePixelRatio"":2}",25548.575999997018,response,consent,click button,29123.29999999702,28928.79999999702,1646.883,3368.7999999970198,3380.224,29163.529,"{""participant"":""5b646a727c39ee00010a18b0"",""STUDY_ID"":""64f8c92207ba404bcb356c90"",""SESSION_ID"":""64fb6b81038acb9bd6e0c3c3"",""platform"":""prolific""}"
