sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-09-08T20:42:33.840Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=5c55faafb571e7000119e576&STUDY_ID=64f8c92207ba404bcb356c90&SESSION_ID=64fb872c73650ccbf366387f&platform=prolific"",""userAgent"":""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36"",""platform"":""Linux armv81"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/New_York"",""timezoneOffset"":240,""screen_width"":412,""screen_height"":892,""scroll_width"":412,""scroll_height"":837,""window_innerWidth"":412,""window_innerHeight"":781,""devicePixelRatio"":2.625}",,,,4225.603,response,,,,,consent,click button,,6669.799999998882,6652,1309.875,2402.199999999255,2426.397,6676.71,,,,"{""participant"":""5c55faafb571e7000119e576"",""STUDY_ID"":""64f8c92207ba404bcb356c90"",""SESSION_ID"":""64fb872c73650ccbf366387f"",""platform"":""prolific""}"
Welcome,html.Screen,1,2023-09-08T20:42:41.976Z,,,,uniform,8109.089999998882,response,,,,,continue,click button,,14805.5,14785.799999998882,6660.039,6671,6676.71,14826.529,,,,
trial,html.Screen,2_0_0,2023-09-08T20:42:53.484Z,,0,0,,11516.667,timeout,ISIC_0063388.JPG,,ISIC_0025593.JPG,true,,,500,26314,26312.699999999255,14809.895,14807,14826.529,26343.196,1,6,1,
sequence,flow.Sequence,2_0,2023-09-08T20:42:53.485Z,,0,,,11486.170999999254,completion,,,,true,,,,26315.299999998882,26312.699999999255,14809.895,14806.799999998882,14826.529,26343.196,1,6,,
trial,html.Screen,2_1_0,2023-09-08T20:43:05.004Z,,0,0,,11533.479000000003,timeout,ISIC_1309015.JPG,,ISIC_0028178.JPG,true,,,500,37834.199999999255,37831.09999999963,26326.533,26316,26343.196,37876.675,1,6,2,
sequence,flow.Sequence,2_1,2023-09-08T20:43:05.007Z,,0,,,11487.903999999628,completion,,,,true,,,,37836.699999999255,37831.09999999963,26326.533,26315.799999998882,26343.196,37876.675,1,6,,
