sender,sender_type,sender_id,timestamp,meta,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-05-03T21:09:09.144Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=64660"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1440,""screen_height"":900,""scroll_width"":1440,""scroll_height"":716,""window_innerWidth"":1440,""window_innerHeight"":764,""devicePixelRatio"":2}",,1500.2990000059604,response,consent,click button,2524.699999988079,2521.4000000059605,987.769,965.9000000059605,1021.101,2554.373,"{""participant"":""64660""}"
Welcome,html.Screen,1,2023-05-03T21:09:10.044Z,,irregular,868.326999988079,response,continue,click button,3425.0999999940395,3422.699999988079,2521.041,2525,2554.373,3454.337,
