sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-10-30T21:54:07.162Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=66750&platform=sona"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.61"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1536,""screen_height"":864,""scroll_width"":1528,""scroll_height"":694,""window_innerWidth"":1528,""window_innerHeight"":742,""devicePixelRatio"":1.25}",,,,12865.425000035762,response,,,,,,consent,click button,,13403.800000011921,13400.900000035763,252.027,528.9000000357628,535.475,13418.714,,,,"{""participant"":""66750"",""platform"":""sona""}",
Welcome,html.Screen,1,2023-10-30T21:54:19.002Z,,,,symmetry,11823.98599998808,response,,,,,,continue,click button,,25243.400000035763,25242.69999998808,13385.81,13404.100000023842,13418.714,25252.103,,,,,
trial,html.Screen,2_0_0,2023-10-30T21:54:22.127Z,,0,0,,3116.59699998808,response,ISIC_6997061.JPG,,ISIC_0069348.JPG,ISIC_0069348.JPG,true,0,keypress(z),500,28369,28368.69999998808,25235.523,25243.5,25252.103,28385.614,1,6,1,,ISIC_6997061.JPG
sequence,flow.Sequence,2_0,2023-10-30T21:54:22.128Z,,0,,,3116.59699998808,completion,,,,,true,,,,28369.30000001192,28368.69999998808,25235.523,25243.5,25252.103,28385.614,1,6,,,
trial,html.Screen,2_1_0,2023-10-30T21:54:25.862Z,,0,0,,3718.2860000357614,response,ISIC_0009529.JPG,,ISIC_0057368.JPG,ISIC_0057368.JPG,true,0,keypress(z),500,32104.19999998808,32103.900000035763,28369.441,28369.5,28385.614,32118.857,1,6,2,,ISIC_0009529.JPG
sequence,flow.Sequence,2_1,2023-10-30T21:54:25.863Z,,0,,,3718.2860000357614,completion,,,,,true,,,,32104.600000023842,32103.900000035763,28369.441,28369.5,28385.614,32118.857,1,6,,,
trial,html.Screen,2_2_0,2023-10-30T21:54:28.768Z,,0,0,,2890.643,response,ISIC_9758671.JPG,,ISIC_0064954.JPG,ISIC_9758671.JPG,true,1,keypress(m),500,35009.80000001192,35009.5,32102.468,32104.80000001192,32118.857,35019.013,1,6,3,,ISIC_0064954.JPG
sequence,flow.Sequence,2_2,2023-10-30T21:54:28.768Z,,0,,,2890.643,completion,,,,,true,,,,35010.30000001192,35009.5,32102.468,32104.80000001192,32118.857,35019.013,1,6,,,
trial,html.Screen,2_3_0,2023-10-30T21:54:33.491Z,,0,0,,4713.587000023843,response,ISIC_0005785.JPG,,ISIC_0000080.JPG,ISIC_0000080.JPG,true,0,keypress(z),500,39733,39732.60000002384,35002.369,35010.5,35019.013,39736.531,1,6,4,,ISIC_0005785.JPG
sequence,flow.Sequence,2_3,2023-10-30T21:54:33.492Z,,0,,,4713.587000023843,completion,,,,,true,,,,39733.40000003576,39732.60000002384,35002.369,35010.40000003576,35019.013,39736.531,1,6,,,
