sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-05-03T18:34:36.114Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=64604"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1366,""screen_height"":768,""scroll_width"":1366,""scroll_height"":609,""window_innerWidth"":1366,""window_innerHeight"":657,""devicePixelRatio"":1}",,,,4342.579000000047,response,,,,,consent,click button,,7617,7615.800000000047,2723.255,3270.3000000000466,3273.221,7622.8,,,,"{""participant"":""64604""}"
Welcome,html.Screen,1,2023-05-03T18:34:37.108Z,,,,irregular,987.6000000001395,response,,,,,continue,click button,,8611.100000000093,8610.40000000014,7606.135,7617.199999999953,7622.8,8622.855,,,,
trial,html.Screen,2_0_0,2023-05-03T18:34:48.605Z,,0,0,,11515.587,timeout,ISIC_0061792.JPG,,ISIC_4679428.JPG,true,,,500,20107.5,20107.199999999953,8606.222,8611.199999999953,8622.855,20138.442,1,6,1,
sequence,flow.Sequence,2_0,2023-05-03T18:34:48.605Z,,0,,,11484.344999999954,completion,,,,true,,,,20107.699999999953,20107.199999999953,8606.222,8611.199999999953,8622.855,20138.442,1,6,,
trial,html.Screen,2_1_0,2023-05-03T18:35:00.118Z,,0,0,,11515.574,timeout,ISIC_0776486.JPG,,ISIC_5199497.JPG,true,,,500,31621.199999999953,31621.100000000093,20121.809,20107.800000000047,20138.442,31654.016,1,6,2,
sequence,flow.Sequence,2_1,2023-05-03T18:35:00.119Z,,0,,,11482.658000000094,completion,,,,true,,,,31621.40000000014,31621.100000000093,20121.809,20107.800000000047,20138.442,31654.016,1,6,,
trial,html.Screen,2_2_0,2023-05-03T18:35:11.634Z,,0,0,,11515.577999999998,timeout,ISIC_2556187.JPG,,ISIC_8575776.JPG,true,,,500,43137,43136.69999999995,31637.408,31621.5,31654.016,43169.594,1,6,3,
sequence,flow.Sequence,2_2,2023-05-03T18:35:11.635Z,,0,,,11482.683999999954,completion,,,,true,,,,43137.30000000005,43136.69999999995,31637.408,31621.40000000014,31654.016,43169.594,1,6,,
