sender,sender_type,sender_id,timestamp,meta,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-09-08T18:49:16.165Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=60bebdec81297725b80fd773&STUDY_ID=64f8c92207ba404bcb356c90&SESSION_ID=64fb6b7838108452a8aa4f2a&platform=prolific"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 Edg/116.0.1938.69"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/New_York"",""timezoneOffset"":240,""screen_width"":1600,""screen_height"":900,""scroll_width"":1552,""scroll_height"":738,""window_innerWidth"":1552,""window_innerHeight"":786,""devicePixelRatio"":1}",12356.255999999994,response,consent,click button,15614.399999999994,15612.399999999994,2306.336,3246,3256.144,15636.872,"{""participant"":""60bebdec81297725b80fd773"",""STUDY_ID"":""64f8c92207ba404bcb356c90"",""SESSION_ID"":""64fb6b7838108452a8aa4f2a"",""platform"":""prolific""}"
