sender,sender_type,sender_id,timestamp,meta,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-05-02T21:03:49.621Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=64800"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":2048,""screen_height"":1152,""scroll_width"":1200,""scroll_height"":871,""window_innerWidth"":1200,""window_innerHeight"":919,""devicePixelRatio"":2}",,2220.6660000715256,response,consent,click button,2723.3000000715256,2721.8000000715256,217.778,504.90000009536743,501.134,2734.646,"{""participant"":""64800""}"
Welcome,html.Screen,1,2023-05-02T21:03:56.310Z,,regular,6675.254000095367,response,continue,click button,9412.200000047684,9409.900000095367,2717.978,2723.4000000953674,2734.646,9421.188,
