sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-15T04:27:25.490Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=67375&platform=sona"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1536,""screen_height"":960,""scroll_width"":1536,""scroll_height"":787,""window_innerWidth"":1536,""window_innerHeight"":835,""devicePixelRatio"":1.25}",,,,9571.401000095368,response,,,,,,consent,click button,,13101.400000095367,13099.400000095367,3477.954,3510.5,3527.999,13117.867,,,,"{""participant"":""67375"",""platform"":""sona""}",
Welcome,html.Screen,1,2023-09-15T04:27:28.873Z,,,,asymmetry,3365.633,response,,,,,,continue,click button,,16484.60000014305,16483.5,13101.194,13101.600000143051,13117.867,16503.559,,,,,
trial,html.Screen,2_0_0,2023-09-15T04:27:37.231Z,,0,0,,8339.341000095366,response,ISIC_6997061.JPG,,ISIC_0069348.JPG,ISIC_6997061.JPG,true,1,keypress(m),500,24843.200000047684,24842.900000095367,16486.876,16484.900000095367,16503.559,24859.294,1,6,1,,ISIC_0069348.JPG
sequence,flow.Sequence,2_0,2023-09-15T04:27:37.232Z,,0,,,8339.341000095366,completion,,,,,true,,,,24843.299999952316,24842.900000095367,16486.876,16484.900000095367,16503.559,24859.294,1,6,,,
trial,html.Screen,2_1_0,2023-09-15T04:27:45.634Z,,0,0,,8385.705999999998,response,ISIC_0057368.JPG,,ISIC_0009529.JPG,ISIC_0009529.JPG,true,0,keypress(z),500,33245.299999952316,33245,24842.722,24843.400000095367,24859.294,33265.026,1,6,2,,ISIC_0057368.JPG
sequence,flow.Sequence,2_1,2023-09-15T04:27:45.634Z,,0,,,8385.705999999998,completion,,,,,true,,,,33245.60000014305,33245,24842.722,24843.299999952316,24859.294,33265.026,1,6,,,
trial,html.Screen,2_2_0,2023-09-15T04:27:51.092Z,,0,0,,5438.074000143053,response,ISIC_9758671.JPG,,ISIC_0064954.JPG,ISIC_0064954.JPG,true,0,keypress(z),500,38703.299999952316,38703.10000014305,33248.449,33245.799999952316,33265.026,38735.578,1,6,3,,ISIC_9758671.JPG
sequence,flow.Sequence,2_2,2023-09-15T04:27:51.092Z,,0,,,5438.074000143053,completion,,,,,true,,,,38703.60000014305,38703.10000014305,33248.449,33245.700000047684,33265.026,38735.578,1,6,,,
trial,html.Screen,2_3_0,2023-09-15T04:27:56.939Z,,0,0,,5814.52200014305,response,ISIC_0000080.JPG,,ISIC_0005785.JPG,ISIC_0000080.JPG,true,1,keypress(m),500,44550.5,44550.10000014305,38718.862,38703.799999952316,38735.578,44572.89,1,6,4,,ISIC_0005785.JPG
sequence,flow.Sequence,2_3,2023-09-15T04:27:56.939Z,,0,,,5814.52200014305,completion,,,,,true,,,,44550.90000009537,44550.10000014305,38718.862,38703.700000047684,38735.578,44572.89,1,6,,,
trial,html.Screen,2_4_0,2023-09-15T04:27:59.839Z,,0,0,,2877.7100001430517,response,ISIC_7944028.JPG,,ISIC_5390060.JPG,ISIC_7944028.JPG,true,1,keypress(m),500,47450.90000009537,47450.60000014305,44556.214,44551.10000014305,44572.89,47474.86,1,6,5,,ISIC_5390060.JPG
sequence,flow.Sequence,2_4,2023-09-15T04:27:59.839Z,,0,,,2877.7100001430517,completion,,,,,true,,,,47451,47450.60000014305,44556.214,44551,44572.89,47474.86,1,6,,,
trial,html.Screen,2_5_0,2023-09-15T04:28:02.888Z,,0,0,,3024.7400001430506,response,ISIC_0010188.JPG,,ISIC_0794216.JPG,ISIC_0794216.JPG,true,0,keypress(z),500,50499.799999952316,50499.60000014305,47458.069,47451.10000014305,47474.86,50527.016,1,6,6,,ISIC_0010188.JPG
sequence,flow.Sequence,2_5,2023-09-15T04:28:02.888Z,,0,,,3024.7400001430506,completion,,,,,true,,,,50500,50499.60000014305,47458.069,47451.10000014305,47474.86,50527.016,1,6,,,
loop,flow.Loop,2,2023-09-15T04:28:02.888Z,,,,,33996.04100014305,completion,,,,,true,,,,50500.10000014305,50499.60000014305,16486.876,16484.900000095367,16503.559,50527.016,1,6,,,
exp_instructions,html.Screen,3,2023-09-15T04:28:05.018Z,,,,,2101.884000095364,response,,,,,,continue,keypress(Space),,52629.40000009537,52628.90000009537,50510.285,50500.200000047684,50527.016,52661.736,,,,,
trial,html.Screen,4_0_0,2023-09-15T04:28:08.445Z,,0,1,,3394.864000143054,response,ISIC_7277310.JPG,6,ISIC_5552381.JPG,ISIC_7277310.JPG,false,1,keypress(m),500,56056.799999952316,56056.60000014305,52645.006,52629.700000047684,52661.736,56080.685,8,400,1,,ISIC_5552381.JPG
break,html.Screen,4_0_1,2023-09-15T04:28:08.446Z,,0,,,NaN,,,,,,false,,,,56057.90000009537,56057.60000014305,,56057,,56080.685,8,400,,,
break_continue,html.Screen,4_0_2,2023-09-15T04:28:08.447Z,,0,,,NaN,,,,,,false,,,,56058.5,56058.40000009537,,56058,,56080.685,8,400,,,
