sender,sender_type,sender_id,timestamp,meta,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-09-11T18:27:29.436Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=67602&platform=sona"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1"",""platform"":""iPhone"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":430,""screen_height"":932,""scroll_width"":814,""scroll_height"":430,""window_innerWidth"":814,""window_innerHeight"":347,""devicePixelRatio"":3}",,8356,response,consent,click button,8796,8792,431,429,436,8820,"{""participant"":""67602"",""platform"":""sona""}"
Welcome,html.Screen,1,2023-09-11T18:27:34.010Z,,asymmetry,4550.000000000002,response,continue,click button,13371,13370.000000000002,8810,8799,8820,13393,
