sender,sender_type,sender_id,timestamp,meta,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-11-01T18:25:51.767Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=65878&platform=sona"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1440,""screen_height"":900,""scroll_width"":1291,""scroll_height"":672,""window_innerWidth"":1291,""window_innerHeight"":720,""devicePixelRatio"":2}",,3605.32099999851,response,consent,click button,5486.800000000745,5482.89999999851,1860.913,1873.699999999255,1877.579,5494.101,"{""participant"":""65878"",""platform"":""sona""}"
Welcome,html.Screen,1,2023-11-01T18:26:02.033Z,,colourful,10255.899000000001,response,continue,click button,15752.89999999851,15750,5477.435,5487,5494.101,15761.457,
