sender,sender_type,sender_id,timestamp,meta,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-09-08T20:43:11.791Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=5c55faafb571e7000119e576&STUDY_ID=64f8c92207ba404bcb356c90&SESSION_ID=64fb872c73650ccbf366387f&platform=prolific"",""userAgent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Linux armv81"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/New_York"",""timezoneOffset"":240,""screen_width"":412,""screen_height"":892,""scroll_width"":980,""scroll_height"":1943,""window_innerWidth"":980,""window_innerHeight"":1857,""devicePixelRatio"":2.625}",,1942.5050000011177,response,consent,click button,3528.800000000745,3326.7000000011176,1367.534,1377.5,1384.195,3551.318,"{""participant"":""5c55faafb571e7000119e576"",""STUDY_ID"":""64f8c92207ba404bcb356c90"",""SESSION_ID"":""64fb872c73650ccbf366387f"",""platform"":""prolific""}"
Welcome,html.Screen,1,2023-09-08T20:43:13.422Z,,regular,1408.7819999996273,response,continue,click button,5159.5,4960.0999999996275,3534.651,3530.2000000011176,3551.318,5167.942,
