sender,sender_type,sender_id,timestamp,meta,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-11-02T16:35:30.216Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=66679&platform=sona"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1"",""platform"":""iPhone"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":430,""screen_height"":932,""scroll_width"":430,""scroll_height"":821,""window_innerWidth"":430,""window_innerHeight"":740,""devicePixelRatio"":3}",,2110,response,consent,click button,4511,4508,2386,2383,2398,4533,"{""participant"":""66679"",""platform"":""sona""}"
Welcome,html.Screen,1,2023-11-02T16:35:31.644Z,,symmetry,1405,response,continue,click button,5939,5938,4524,4511,4533,5965,
