sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-03T04:53:19.640Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=65971&platform=sona"",""userAgent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1"",""platform"":""iPhone"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":390,""screen_height"":844,""scroll_width"":390,""scroll_height"":745,""window_innerWidth"":390,""window_innerHeight"":663,""devicePixelRatio"":3}",,,,4412,response,,,,,consent,click button,,5781,5777,1324,1311,1365,5810,,,,"{""participant"":""65971"",""platform"":""sona""}"
Welcome,html.Screen,1,2023-11-03T04:53:51.045Z,,,,colourful,31371,response,,,,,continue,click button,,37186,37181,5802,5781,5810,37211,,,,
trial,html.Screen,2_0_0,2023-11-03T04:54:02.547Z,,0,0,,11545,timeout,ISIC_0025593.JPG,,ISIC_0063388.JPG,true,,,500,48688,48688,37192,37186,37211,48756,1,6,1,
sequence,flow.Sequence,2_0,2023-11-03T04:54:02.548Z,,0,,,11477,completion,,,,true,,,,48689,48688,37192,37186,37211,48756,1,6,,
