sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-05-03T18:07:50.866Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=65083"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1920,""scroll_height"":921,""window_innerWidth"":1920,""window_innerHeight"":969,""devicePixelRatio"":1}",,,,1999.5340000029803,response,,,,,,consent,click button,,3970.7000000029802,3969.7000000029802,1419.646,1973.7000000029802,1970.166,3972.19,,,,"{""participant"":""65083""}",
Welcome,html.Screen,1,2023-05-03T18:07:51.418Z,,,,regular,549.31,response,,,,,,continue,click button,,4522.30000000447,4521.5,3955.53,3970.8000000044703,3972.19,4522.776,,,,,
trial,html.Screen,2_0_0,2023-05-03T18:07:58.887Z,,0,0,,7468.624000005961,response,ISIC_0061792.JPG,,ISIC_4679428.JPG,ISIC_0061792.JPG,true,1,keypress(m),500,11991.5,11991.40000000596,4506.155,4522.4000000059605,4522.776,11996.876,1,6,1,,ISIC_4679428.JPG
sequence,flow.Sequence,2_0,2023-05-03T18:07:58.888Z,,0,,,7468.624000005961,completion,,,,,true,,,,11991.80000000447,11991.40000000596,4506.155,4522.4000000059605,4522.776,11996.876,1,6,,,
trial,html.Screen,2_1_0,2023-05-03T18:08:04.238Z,,0,0,,5345.52400000596,response,ISIC_0776486.JPG,,ISIC_5199497.JPG,ISIC_0776486.JPG,true,1,keypress(m),500,17342.5,17342.40000000596,11980.237,11991.80000000447,11996.876,17352.312,1,6,2,,ISIC_5199497.JPG
sequence,flow.Sequence,2_1,2023-05-03T18:08:04.238Z,,0,,,5345.52400000596,completion,,,,,true,,,,17342.60000000149,17342.40000000596,11980.237,11991.80000000447,11996.876,17352.312,1,6,,,
trial,html.Screen,2_2_0,2023-05-03T18:08:07.543Z,,0,0,,3295.1879999999983,response,ISIC_2556187.JPG,,ISIC_8575776.JPG,ISIC_8575776.JPG,true,0,keypress(z),500,20647.60000000149,20647.5,17335.641,17342.70000000298,17352.312,20655.557,1,6,3,,ISIC_2556187.JPG
sequence,flow.Sequence,2_2,2023-05-03T18:08:07.544Z,,0,,,3295.1879999999983,completion,,,,,true,,,,20647.80000000447,20647.5,17335.641,17342.70000000298,17352.312,20655.557,1,6,,,
trial,html.Screen,2_3_0,2023-05-03T18:08:10.823Z,,0,0,,3271.4429999999993,response,ISIC_8141769.JPG,,ISIC_9238366.JPG,ISIC_8141769.JPG,true,1,keypress(m),500,23927.10000000149,23927,20638.891,20647.90000000596,20655.557,23942.175,1,6,4,,ISIC_9238366.JPG
sequence,flow.Sequence,2_3,2023-05-03T18:08:10.823Z,,0,,,3271.4429999999993,completion,,,,,true,,,,23927.30000000447,23927,20638.891,20647.90000000596,20655.557,23942.175,1,6,,,
