sender,sender_type,sender_id,timestamp,meta,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-11-03T19:03:39.574Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=65981&platform=sona"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1920,""scroll_height"":953,""window_innerWidth"":1920,""window_innerHeight"":1001,""devicePixelRatio"":1}",,1873.046,response,consent,click button,2779,2778,897.998,896.8000000119209,904.954,2779.831,"{""participant"":""65981"",""platform"":""sona""}"
Welcome,html.Screen,1,2023-11-03T19:03:40.723Z,,colourful,1148.1689999999999,response,continue,click button,3928.4000000059605,3928,2772.888,2779.100000023842,2779.831,3932.714,
