sender,sender_type,sender_id,timestamp,meta,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-10-31T02:39:52.178Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=65662&platform=sona"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"",""platform"":""MacIntel"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1440,""screen_height"":900,""scroll_width"":1406,""scroll_height"":642,""window_innerWidth"":1406,""window_innerHeight"":690,""devicePixelRatio"":2}",10604.88800000596,response,consent,click button,12517.800000011921,12516.40000000596,1761.518,1912.9000000059605,1911.512,12528.521,"{""participant"":""65662"",""platform"":""sona""}"
