sender,sender_type,sender_id,timestamp,meta,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-09-08T18:43:49.005Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=6348bca073c2af21404924b4&STUDY_ID=64f8c92207ba404bcb356c90&SESSION_ID=64fb6b3ed2bd47cc05288bc4&platform=prolific"",""userAgent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Linux x86_64"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1280,""scroll_height"":579,""window_innerWidth"":1280,""window_innerHeight"":627,""devicePixelRatio"":1.5}",15373.619999998511,response,consent,click button,34593.5,34588.39999999851,19206.429,10696.60000000149,19214.78,34698.277,"{""participant"":""6348bca073c2af21404924b4"",""STUDY_ID"":""64f8c92207ba404bcb356c90"",""SESSION_ID"":""64fb6b3ed2bd47cc05288bc4"",""platform"":""prolific""}"
