sender,timestamp,pID,condition,blockNo,practice,trialNo,img_left,img_right,winner,loser,duration,response,ended_on,subject
trial,2023-05-03T20:09:05.720Z,65229,irregular,1.0,False,1.0,ISIC_0030725,ISIC_0013845,ISIC_0013845,ISIC_0030725,7103.893999952328,1,response,1
trial,2023-05-03T20:09:09.395Z,65229,irregular,1.0,False,2.0,ISIC_4219589,ISIC_0062048,ISIC_0062048,ISIC_4219589,2161.8609999523032,1,response,1
trial,2023-05-03T20:09:13.367Z,65229,irregular,1.0,False,3.0,ISIC_5272345,ISIC_8956001,ISIC_5272345,ISIC_8956001,2467.929999904649,0,response,1
trial,2023-05-03T20:09:19.204Z,65229,irregular,1.0,False,4.0,ISIC_6090057,ISIC_0012678,ISIC_0012678,ISIC_6090057,4321.646999856923,1,response,1
trial,2023-05-03T20:09:24.893Z,65229,irregular,1.0,False,5.0,ISIC_0071135,ISIC_0065013,ISIC_0065013,ISIC_0071135,4177.273000047659,1,response,1
trial,2023-05-03T20:09:31.182Z,65229,irregular,1.0,False,6.0,ISIC_0062869,ISIC_9667908,ISIC_0062869,ISIC_9667908,4782.560999952315,0,response,1
trial,2023-05-03T20:09:36.177Z,65229,irregular,1.0,False,7.0,ISIC_1166678,ISIC_0008774,ISIC_0008774,ISIC_1166678,3477.1189998569316,1,response,1
trial,2023-05-03T20:09:39.600Z,65229,irregular,1.0,False,8.0,ISIC_4642695,ISIC_2074764,ISIC_4642695,ISIC_2074764,1899.7400000476628,0,response,1
trial,2023-05-03T20:09:45.203Z,65229,irregular,1.0,False,9.0,ISIC_0000398,ISIC_4099058,ISIC_0000398,ISIC_4099058,4086.2199999523,0,response,1
trial,2023-05-03T20:09:53.758Z,65229,irregular,1.0,False,10.0,ISIC_0005006,ISIC_0068447,ISIC_0068447,ISIC_0005006,7041.386999856972,1,response,1
trial,2023-05-03T20:09:58.571Z,65229,irregular,1.0,False,11.0,ISIC_5336007,ISIC_7266604,ISIC_7266604,ISIC_5336007,3304.695000047679,1,response,1
trial,2023-05-03T20:10:02.367Z,65229,irregular,1.0,False,12.0,ISIC_4264600,ISIC_0645834,ISIC_0645834,ISIC_4264600,2283.541999952344,1,response,1
trial,2023-05-03T20:10:06.345Z,65229,irregular,1.0,False,13.0,ISIC_0058132,ISIC_0033193,ISIC_0033193,ISIC_0058132,2462.257999999973,1,response,1
trial,2023-05-03T20:10:10.331Z,65229,irregular,1.0,False,14.0,ISIC_3885808,ISIC_3098750,ISIC_3885808,ISIC_3098750,2480.391999856976,0,response,1
trial,2023-05-03T20:10:13.964Z,65229,irregular,1.0,False,15.0,ISIC_6640753,ISIC_0034209,ISIC_0034209,ISIC_6640753,2130.377000047709,1,response,1
trial,2023-05-03T20:10:19.993Z,65229,irregular,1.0,False,16.0,ISIC_7330564,ISIC_1668831,ISIC_1668831,ISIC_7330564,4526.210999952338,1,response,1
trial,2023-05-03T20:10:22.786Z,65229,irregular,1.0,False,17.0,ISIC_0033268,ISIC_9622250,ISIC_0033268,ISIC_9622250,1285.8559999522986,0,response,1
trial,2023-05-03T20:10:28.072Z,65229,irregular,1.0,False,18.0,ISIC_0046351,ISIC_3430311,ISIC_3430311,ISIC_0046351,3771.478000000003,1,response,1
trial,2023-05-03T20:10:31.429Z,65229,irregular,1.0,False,19.0,ISIC_9848743,ISIC_0013084,ISIC_9848743,ISIC_0013084,1845.152000047674,0,response,1
trial,2023-05-03T20:10:34.934Z,65229,irregular,1.0,False,20.0,ISIC_0177304,ISIC_2147549,ISIC_2147549,ISIC_0177304,1999.789999904635,1,response,1
trial,2023-05-03T20:10:40.250Z,65229,irregular,1.0,False,21.0,ISIC_6780662,ISIC_0026685,ISIC_6780662,ISIC_0026685,3800.844999999972,0,response,1
trial,2023-05-03T20:10:43.493Z,65229,irregular,1.0,False,22.0,ISIC_7492530,ISIC_7409889,ISIC_7409889,ISIC_7492530,1726.2540000476874,1,response,1
trial,2023-05-03T20:10:47.072Z,65229,irregular,1.0,False,23.0,ISIC_9513808,ISIC_0031517,ISIC_0031517,ISIC_9513808,2072.550999904633,1,response,1
trial,2023-05-03T20:10:50.317Z,65229,irregular,1.0,False,24.0,ISIC_0016131,ISIC_0081584,ISIC_0081584,ISIC_0016131,1733.6080000476795,1,response,1
trial,2023-05-03T20:10:54.833Z,65229,irregular,1.0,False,25.0,ISIC_0010304,ISIC_1217314,ISIC_1217314,ISIC_0010304,2999.9469998569693,1,response,1
trial,2023-05-03T20:10:58.016Z,65229,irregular,1.0,False,26.0,ISIC_8497457,ISIC_0056546,ISIC_0056546,ISIC_8497457,1666.4569999046507,1,response,1
trial,2023-05-03T20:11:01.804Z,65229,irregular,1.0,False,27.0,ISIC_0653706,ISIC_0010546,ISIC_0010546,ISIC_0653706,2270.531999904604,1,response,1
trial,2023-05-03T20:11:05.453Z,65229,irregular,1.0,False,28.0,ISIC_9588279,ISIC_0072507,ISIC_9588279,ISIC_0072507,2137.04699995229,0,response,1
trial,2023-05-03T20:11:08.233Z,65229,irregular,1.0,False,29.0,ISIC_0239178,ISIC_0024846,ISIC_0024846,ISIC_0239178,1266.4459999523242,1,response,1
trial,2023-05-03T20:11:11.457Z,65229,irregular,1.0,False,30.0,ISIC_0062031,ISIC_8359258,ISIC_0062031,ISIC_8359258,1707.2260000000242,0,response,1
trial,2023-05-03T20:11:15.817Z,65229,irregular,1.0,False,31.0,ISIC_5287748,ISIC_6778515,ISIC_5287748,ISIC_6778515,2851.0699999046046,0,response,1
trial,2023-05-03T20:11:19.379Z,65229,irregular,1.0,False,32.0,ISIC_2394181,ISIC_4518384,ISIC_2394181,ISIC_4518384,2045.500000047672,0,response,1
trial,2023-05-03T20:11:22.836Z,65229,irregular,1.0,False,33.0,ISIC_8007849,ISIC_5282642,ISIC_8007849,ISIC_5282642,1952.9380000000242,0,response,1
trial,2023-05-03T20:11:26.237Z,65229,irregular,1.0,False,34.0,ISIC_3897960,ISIC_9008026,ISIC_3897960,ISIC_9008026,1887.7309998569544,0,response,1
trial,2023-05-03T20:11:29.505Z,65229,irregular,1.0,False,35.0,ISIC_0059294,ISIC_0071180,ISIC_0071180,ISIC_0059294,1754.9009999046102,1,response,1
trial,2023-05-03T20:11:33.006Z,65229,irregular,1.0,False,36.0,ISIC_0959863,ISIC_9433473,ISIC_9433473,ISIC_0959863,1989.6500000000237,1,response,1
trial,2023-05-03T20:11:36.135Z,65229,irregular,1.0,False,37.0,ISIC_4033676,ISIC_6440229,ISIC_4033676,ISIC_6440229,1618.186999904632,0,response,1
trial,2023-05-03T20:11:41.069Z,65229,irregular,1.0,False,38.0,ISIC_0057286,ISIC_0033678,ISIC_0057286,ISIC_0033678,3419.091999952332,0,response,1
trial,2023-05-03T20:11:45.260Z,65229,irregular,1.0,False,39.0,ISIC_0072001,ISIC_0010729,ISIC_0072001,ISIC_0010729,2660.1759999046335,0,response,1
trial,2023-05-03T20:11:51.136Z,65229,irregular,1.0,False,40.0,ISIC_9096302,ISIC_9169586,ISIC_9169586,ISIC_9096302,4368.758000047703,1,response,1
trial,2023-05-03T20:11:55.075Z,65229,irregular,1.0,False,41.0,ISIC_0010023,ISIC_0010965,ISIC_0010023,ISIC_0010965,2425.131999856967,0,response,1
trial,2023-05-03T20:11:58.577Z,65229,irregular,1.0,False,42.0,ISIC_8910589,ISIC_0061336,ISIC_0061336,ISIC_8910589,1993.5010000476614,1,response,1
trial,2023-05-03T20:12:02.054Z,65229,irregular,1.0,False,43.0,ISIC_0065313,ISIC_1327515,ISIC_0065313,ISIC_1327515,1970.070000047679,0,response,1
trial,2023-05-03T20:12:04.722Z,65229,irregular,1.0,False,44.0,ISIC_9130157,ISIC_0061183,ISIC_0061183,ISIC_9130157,1154.9579999999842,1,response,1
trial,2023-05-03T20:12:08.024Z,65229,irregular,1.0,False,45.0,ISIC_6694724,ISIC_0024586,ISIC_6694724,ISIC_0024586,1790.4629999046447,0,response,1
trial,2023-05-03T20:12:10.921Z,65229,irregular,1.0,False,46.0,ISIC_3389695,ISIC_0030833,ISIC_0030833,ISIC_3389695,1387.536999952339,1,response,1
trial,2023-05-03T20:12:14.241Z,65229,irregular,1.0,False,47.0,ISIC_0009993,ISIC_7759913,ISIC_0009993,ISIC_7759913,1806.9129999046563,0,response,1
trial,2023-05-03T20:12:17.938Z,65229,irregular,1.0,False,48.0,ISIC_1306790,ISIC_0033204,ISIC_0033204,ISIC_1306790,2188.0459998569568,1,response,1
trial,2023-05-03T20:12:20.843Z,65229,irregular,1.0,False,49.0,ISIC_3819893,ISIC_0056330,ISIC_0056330,ISIC_3819893,1392.164999904635,1,response,1
trial,2023-05-03T20:12:24.099Z,65229,irregular,1.0,False,50.0,ISIC_0032052,ISIC_0026244,ISIC_0026244,ISIC_0032052,1748.4809998569544,1,response,1
trial,2023-05-03T20:12:33.411Z,65229,irregular,2.0,False,1.0,ISIC_9547089,ISIC_3513367,ISIC_3513367,ISIC_9547089,1926.8659999046358,1,response,1
trial,2023-05-03T20:12:36.503Z,65229,irregular,2.0,False,2.0,ISIC_0026272,ISIC_0000046,ISIC_0026272,ISIC_0000046,1585.7669998569763,0,response,1
trial,2023-05-03T20:12:39.191Z,65229,irregular,2.0,False,3.0,ISIC_0010960,ISIC_0000159,ISIC_0000159,ISIC_0010960,1173.5999999999767,1,response,1
trial,2023-05-03T20:12:43.380Z,65229,irregular,2.0,False,4.0,ISIC_1452549,ISIC_0009738,ISIC_1452549,ISIC_0009738,2679.729999856965,0,response,1
trial,2023-05-03T20:12:46.501Z,65229,irregular,2.0,False,5.0,ISIC_0072837,ISIC_9087221,ISIC_0072837,ISIC_9087221,1616.4479999523028,0,response,1
trial,2023-05-03T20:12:49.862Z,65229,irregular,2.0,False,6.0,ISIC_5738369,ISIC_0057307,ISIC_0057307,ISIC_5738369,1845.2820000000065,1,response,1
trial,2023-05-03T20:12:53.108Z,65229,irregular,2.0,False,7.0,ISIC_8095877,ISIC_0034090,ISIC_8095877,ISIC_0034090,1740.5480000476819,0,response,1
trial,2023-05-03T20:12:55.074Z,65229,irregular,2.0,False,8.0,ISIC_2231191,ISIC_0029913,ISIC_2231191,ISIC_0029913,456.37299990461906,0,response,1
trial,2023-05-03T20:12:57.821Z,65229,irregular,2.0,False,9.0,ISIC_0028175,ISIC_0001104,ISIC_0001104,ISIC_0028175,1220.9110000000219,1,response,1
trial,2023-05-03T20:13:03.012Z,65229,irregular,2.0,False,10.0,ISIC_0862350,ISIC_5238649,ISIC_5238649,ISIC_0862350,3678.12199990463,1,response,1
trial,2023-05-03T20:13:05.703Z,65229,irregular,2.0,False,11.0,ISIC_0033619,ISIC_7484771,ISIC_7484771,ISIC_0033619,1185.582999952312,1,response,1
trial,2023-05-03T20:13:12.387Z,65229,irregular,2.0,False,12.0,ISIC_0065264,ISIC_0009882,ISIC_0009882,ISIC_0065264,5169.345999952289,1,response,1
trial,2023-05-03T20:13:18.485Z,65229,irregular,2.0,False,13.0,ISIC_5675703,ISIC_7732765,ISIC_7732765,ISIC_5675703,4584.148999952304,1,response,1
trial,2023-05-03T20:13:21.202Z,65229,irregular,2.0,False,14.0,ISIC_0064907,ISIC_4241907,ISIC_0064907,ISIC_4241907,1201.298999999999,0,response,1
trial,2023-05-03T20:13:24.724Z,65229,irregular,2.0,False,15.0,ISIC_3989526,ISIC_9788174,ISIC_9788174,ISIC_3989526,2006.8450000477023,1,response,1
trial,2023-05-03T20:13:27.390Z,65229,irregular,2.0,False,16.0,ISIC_0024894,ISIC_2331656,ISIC_0024894,ISIC_2331656,1155.779999856953,0,response,1
trial,2023-05-03T20:13:29.992Z,65229,irregular,2.0,False,17.0,ISIC_0027822,ISIC_0026993,ISIC_0026993,ISIC_0027822,1090.64300000004,1,response,1
trial,2023-05-03T20:13:33.116Z,65229,irregular,2.0,False,18.0,ISIC_7798403,ISIC_1159891,ISIC_7798403,ISIC_1159891,1615.1419999522623,0,response,1
trial,2023-05-03T20:13:37.904Z,65229,irregular,2.0,False,19.0,ISIC_0033640,ISIC_0010478,ISIC_0033640,ISIC_0010478,3263.908000000054,0,response,1
trial,2023-05-03T20:13:40.887Z,65229,irregular,2.0,False,20.0,ISIC_2768787,ISIC_0063655,ISIC_0063655,ISIC_2768787,1469.0179999045795,1,response,1
trial,2023-05-03T20:13:43.987Z,65229,irregular,2.0,False,21.0,ISIC_2152875,ISIC_0032968,ISIC_0032968,ISIC_2152875,1586.424999904586,1,response,1
trial,2023-05-03T20:13:47.263Z,65229,irregular,2.0,False,22.0,ISIC_0068776,ISIC_2050638,ISIC_0068776,ISIC_2050638,1761.9729998569242,0,response,1
trial,2023-05-03T20:13:50.258Z,65229,irregular,2.0,False,23.0,ISIC_6019374,ISIC_0525687,ISIC_6019374,ISIC_0525687,1490.20799990464,0,response,1
trial,2023-05-03T20:13:53.253Z,65229,irregular,2.0,False,24.0,ISIC_0919467,ISIC_0027060,ISIC_0027060,ISIC_0919467,1485.6249999046559,1,response,1
trial,2023-05-03T20:13:56.087Z,65229,irregular,2.0,False,25.0,ISIC_0053742,ISIC_1189461,ISIC_0053742,ISIC_1189461,1319.7620000477182,0,response,1
trial,2023-05-03T20:13:59.450Z,65229,irregular,2.0,False,26.0,ISIC_8139762,ISIC_4288845,ISIC_8139762,ISIC_4288845,1849.2720000477275,0,response,1
trial,2023-05-03T20:14:03.332Z,65229,irregular,2.0,False,27.0,ISIC_0033171,ISIC_0010358,ISIC_0033171,ISIC_0010358,2364.956999856978,0,response,1
trial,2023-05-03T20:14:06.303Z,65229,irregular,2.0,False,28.0,ISIC_5179884,ISIC_0060832,ISIC_0060832,ISIC_5179884,1452.5109998569824,1,response,1
trial,2023-05-03T20:14:10.706Z,65229,irregular,2.0,False,29.0,ISIC_0012107,ISIC_0011693,ISIC_0011693,ISIC_0012107,2888.155999904615,1,response,1
trial,2023-05-03T20:14:15.121Z,65229,irregular,2.0,False,30.0,ISIC_2670619,ISIC_8153123,ISIC_2670619,ISIC_8153123,2903.7630000476493,0,response,1
trial,2023-05-03T20:14:17.773Z,65229,irregular,2.0,False,31.0,ISIC_6546903,ISIC_8064866,ISIC_8064866,ISIC_6546903,1138.359999999986,1,response,1
trial,2023-05-03T20:14:20.731Z,65229,irregular,2.0,False,32.0,ISIC_0014973,ISIC_0032484,ISIC_0014973,ISIC_0032484,1446.729999856907,0,response,1
trial,2023-05-03T20:14:23.971Z,65229,irregular,2.0,False,33.0,ISIC_3800974,ISIC_8010862,ISIC_8010862,ISIC_3800974,1720.303999952273,1,response,1
trial,2023-05-03T20:14:29.649Z,65229,irregular,2.0,False,34.0,ISIC_0030235,ISIC_5736979,ISIC_0030235,ISIC_5736979,4164.677999999956,0,response,1
trial,2023-05-03T20:14:33.524Z,65229,irregular,2.0,False,35.0,ISIC_0011994,ISIC_3116288,ISIC_0011994,ISIC_3116288,2354.259000047692,0,response,1
trial,2023-05-03T20:14:37.686Z,65229,irregular,2.0,False,36.0,ISIC_1850674,ISIC_9690263,ISIC_9690263,ISIC_1850674,2651.6509998569963,1,response,1
trial,2023-05-03T20:14:44.313Z,65229,irregular,2.0,False,37.0,ISIC_1150482,ISIC_5433087,ISIC_1150482,ISIC_5433087,5112.601000000024,0,response,1
trial,2023-05-03T20:14:54.441Z,65229,irregular,2.0,False,38.0,ISIC_4750271,ISIC_0027214,ISIC_0027214,ISIC_4750271,8623.28299985698,1,response,1
trial,2023-05-03T20:14:57.505Z,65229,irregular,2.0,False,39.0,ISIC_1002979,ISIC_9047184,ISIC_1002979,ISIC_9047184,1552.722000047681,0,response,1
trial,2023-05-03T20:15:00.566Z,65229,irregular,2.0,False,40.0,ISIC_2312766,ISIC_7763831,ISIC_2312766,ISIC_7763831,1548.1089999523247,0,response,1
trial,2023-05-03T20:15:03.368Z,65229,irregular,2.0,False,41.0,ISIC_0185547,ISIC_2717192,ISIC_2717192,ISIC_0185547,1277.5869999523275,1,response,1
trial,2023-05-03T20:15:08.162Z,65229,irregular,2.0,False,42.0,ISIC_8708106,ISIC_1104374,ISIC_8708106,ISIC_1104374,3278.0049999046605,0,response,1
trial,2023-05-03T20:15:13.008Z,65229,irregular,2.0,False,43.0,ISIC_2750230,ISIC_2206284,ISIC_2750230,ISIC_2206284,3340.310999999987,0,response,1
trial,2023-05-03T20:15:15.646Z,65229,irregular,2.0,False,44.0,ISIC_0057759,ISIC_9718067,ISIC_0057759,ISIC_9718067,1112.1079999046638,0,response,1
trial,2023-05-03T20:15:18.991Z,65229,irregular,2.0,False,45.0,ISIC_3869533,ISIC_8911740,ISIC_8911740,ISIC_3869533,1840.3660000000382,1,response,1
trial,2023-05-03T20:15:22.950Z,65229,irregular,2.0,False,46.0,ISIC_0031784,ISIC_0024221,ISIC_0024221,ISIC_0031784,2448.771999999997,1,response,1
trial,2023-05-03T20:15:27.197Z,65229,irregular,2.0,False,47.0,ISIC_0000446,ISIC_9418196,ISIC_0000446,ISIC_9418196,2712.7790000477107,0,response,1
trial,2023-05-03T20:15:32.418Z,65229,irregular,2.0,False,48.0,ISIC_0055314,ISIC_0028152,ISIC_0055314,ISIC_0028152,3717.2399998569163,0,response,1
trial,2023-05-03T20:15:39.951Z,65229,irregular,2.0,False,49.0,ISIC_5287748,ISIC_9876004,ISIC_5287748,ISIC_9876004,6015.797999856994,0,response,1
trial,2023-05-03T20:15:46.594Z,65229,irregular,2.0,False,50.0,ISIC_6985114,ISIC_5315486,ISIC_6985114,ISIC_5315486,5126.604999856907,0,response,1
trial,2023-05-03T20:22:52.872Z,65229,irregular,3.0,False,1.0,ISIC_0260316,ISIC_6777714,ISIC_0260316,ISIC_6777714,1269.8489999524322,0,response,1
trial,2023-05-03T20:22:56.386Z,65229,irregular,3.0,False,2.0,ISIC_0331124,ISIC_2948896,ISIC_2948896,ISIC_0331124,2001.2019998568576,1,response,1
trial,2023-05-03T20:23:00.866Z,65229,irregular,3.0,False,3.0,ISIC_7517082,ISIC_0029441,ISIC_0029441,ISIC_7517082,2964.3949999522883,1,response,1
trial,2023-05-03T20:23:04.312Z,65229,irregular,3.0,False,4.0,ISIC_3238687,ISIC_6809191,ISIC_6809191,ISIC_3238687,1943.780999857001,1,response,1
trial,2023-05-03T20:23:07.254Z,65229,irregular,3.0,False,5.0,ISIC_0031629,ISIC_0024891,ISIC_0024891,ISIC_0031629,1435.7979998569936,1,response,1
trial,2023-05-03T20:23:16.477Z,65229,irregular,3.0,False,6.0,ISIC_0061581,ISIC_9130157,ISIC_9130157,ISIC_0061581,7708.706000000006,1,response,1
trial,2023-05-03T20:23:21.270Z,65229,irregular,3.0,False,7.0,ISIC_7783346,ISIC_7530414,ISIC_7783346,ISIC_7530414,3284.392000047723,0,response,1
trial,2023-05-03T20:23:26.164Z,65229,irregular,3.0,False,8.0,ISIC_0031356,ISIC_7351939,ISIC_0031356,ISIC_7351939,3378.9129998569842,0,response,1
trial,2023-05-03T20:23:32.016Z,65229,irregular,3.0,False,9.0,ISIC_0030296,ISIC_0034061,ISIC_0034061,ISIC_0030296,4330.324000047753,1,response,1
trial,2023-05-03T20:23:35.383Z,65229,irregular,3.0,False,10.0,ISIC_9005623,ISIC_2056104,ISIC_2056104,ISIC_9005623,1864.4329999047332,1,response,1
trial,2023-05-03T20:23:39.055Z,65229,irregular,3.0,False,11.0,ISIC_5420979,ISIC_0012538,ISIC_0012538,ISIC_5420979,2169.7169999047183,1,response,1
trial,2023-05-03T20:23:41.720Z,65229,irregular,3.0,False,12.0,ISIC_7777873,ISIC_7839712,ISIC_7839712,ISIC_7777873,1151.8059999046382,1,response,1
trial,2023-05-03T20:23:46.256Z,65229,irregular,3.0,False,13.0,ISIC_8690205,ISIC_0069351,ISIC_0069351,ISIC_8690205,3021.2239999524318,1,response,1
trial,2023-05-03T20:23:50.720Z,65229,irregular,3.0,False,14.0,ISIC_0007808,ISIC_0057539,ISIC_0057539,ISIC_0007808,2951.29699990456,1,response,1
trial,2023-05-03T20:23:58.811Z,65229,irregular,3.0,False,15.0,ISIC_0032369,ISIC_3743283,ISIC_0032369,ISIC_3743283,6575.415999904741,0,response,1
trial,2023-05-03T20:24:02.250Z,65229,irregular,3.0,False,16.0,ISIC_0069121,ISIC_0066213,ISIC_0066213,ISIC_0069121,1931.594999857014,1,response,1
trial,2023-05-03T20:24:13.769Z,65229,irregular,3.0,False,17.0,ISIC_0060390,ISIC_0055438,ISIC_0060390,ISIC_0055438,10021.080000000076,,timeout,1
trial,2023-05-03T20:24:17.031Z,65229,irregular,3.0,False,18.0,ISIC_2126084,ISIC_0024275,ISIC_0024275,ISIC_2126084,1728.7090000000321,1,response,1
trial,2023-05-03T20:24:19.850Z,65229,irregular,3.0,False,19.0,ISIC_0066053,ISIC_0030818,ISIC_0066053,ISIC_0030818,1314.8259998569265,0,response,1
trial,2023-05-03T20:24:22.998Z,65229,irregular,3.0,False,20.0,ISIC_6683370,ISIC_0060979,ISIC_0060979,ISIC_6683370,1646.344000000041,1,response,1
trial,2023-05-03T20:24:31.671Z,65229,irregular,3.0,False,21.0,ISIC_9034574,ISIC_0059264,ISIC_0059264,ISIC_9034574,7169.56799995224,1,response,1
trial,2023-05-03T20:24:41.072Z,65229,irregular,3.0,False,22.0,ISIC_0002288,ISIC_6657600,ISIC_6657600,ISIC_0002288,7886.4389999045525,1,response,1
trial,2023-05-03T20:24:50.942Z,65229,irregular,3.0,False,23.0,ISIC_0070593,ISIC_0262770,ISIC_0070593,ISIC_0262770,8357.42100000009,0,response,1
trial,2023-05-03T20:24:55.934Z,65229,irregular,3.0,False,24.0,ISIC_4728968,ISIC_0014932,ISIC_0014932,ISIC_4728968,3482.6619999045506,1,response,1
trial,2023-05-03T20:24:59.812Z,65229,irregular,3.0,False,25.0,ISIC_4961708,ISIC_0413154,ISIC_0413154,ISIC_4961708,2360.374000047799,1,response,1
trial,2023-05-03T20:25:02.942Z,65229,irregular,3.0,False,26.0,ISIC_0033876,ISIC_4224064,ISIC_0033876,ISIC_4224064,1623.7779999522027,0,response,1
trial,2023-05-03T20:25:05.866Z,65229,irregular,3.0,False,27.0,ISIC_4294705,ISIC_5831880,ISIC_5831880,ISIC_4294705,1414.5019999046344,1,response,1
trial,2023-05-03T20:25:08.770Z,65229,irregular,3.0,False,28.0,ISIC_0061566,ISIC_0011694,ISIC_0011694,ISIC_0061566,1372.0019999523647,1,response,1
trial,2023-05-03T20:25:12.685Z,65229,irregular,3.0,False,29.0,ISIC_8438811,ISIC_0046628,ISIC_0046628,ISIC_8438811,2399.784999999916,1,response,1
trial,2023-05-03T20:25:16.929Z,65229,irregular,3.0,False,30.0,ISIC_0072252,ISIC_6882080,ISIC_0072252,ISIC_6882080,2727.7299998570234,0,response,1
trial,2023-05-03T20:25:19.755Z,65229,irregular,3.0,False,31.0,ISIC_0150363,ISIC_3416107,ISIC_3416107,ISIC_0150363,1320.1429998569656,1,response,1
trial,2023-05-03T20:25:22.658Z,65229,irregular,3.0,False,32.0,ISIC_0011196,ISIC_0065727,ISIC_0065727,ISIC_0011196,1389.4539999524131,1,response,1
trial,2023-05-03T20:25:29.797Z,65229,irregular,3.0,False,33.0,ISIC_8295306,ISIC_0000483,ISIC_0000483,ISIC_8295306,5628.527999904705,1,response,1
trial,2023-05-03T20:25:36.291Z,65229,irregular,3.0,False,34.0,ISIC_6125652,ISIC_8028631,ISIC_6125652,ISIC_8028631,4989.530000000028,0,response,1
trial,2023-05-03T20:25:40.389Z,65229,irregular,3.0,False,35.0,ISIC_7565128,ISIC_7340247,ISIC_7565128,ISIC_7340247,2586.925999904517,0,response,1
trial,2023-05-03T20:25:45.578Z,65229,irregular,3.0,False,36.0,ISIC_2075372,ISIC_9267202,ISIC_9267202,ISIC_2075372,3675.6239999523386,1,response,1
trial,2023-05-03T20:25:50.892Z,65229,irregular,3.0,False,37.0,ISIC_0058906,ISIC_8147189,ISIC_0058906,ISIC_8147189,3806.267999904696,0,response,1
trial,2023-05-03T20:25:55.008Z,65229,irregular,3.0,False,38.0,ISIC_0058047,ISIC_0032070,ISIC_0058047,ISIC_0032070,2605.155000047758,0,response,1
trial,2023-05-03T20:26:09.456Z,65229,irregular,3.0,False,40.0,ISIC_2631789,ISIC_0783513,ISIC_0783513,ISIC_2631789,1419.8829999999143,1,response,1
trial,2023-05-03T20:26:12.232Z,65229,irregular,3.0,False,41.0,ISIC_0025035,ISIC_0004000,ISIC_0025035,ISIC_0004000,1263.1470000001136,0,response,1
trial,2023-05-03T20:26:14.864Z,65229,irregular,3.0,False,42.0,ISIC_1327515,ISIC_0034049,ISIC_0034049,ISIC_1327515,1128.774000047706,1,response,1
trial,2023-05-03T20:26:20.293Z,65229,irregular,3.0,False,43.0,ISIC_0150363,ISIC_0011506,ISIC_0011506,ISIC_0150363,3923.7879999047145,1,response,1
trial,2023-05-03T20:26:23.164Z,65229,irregular,3.0,False,44.0,ISIC_6815524,ISIC_4957315,ISIC_6815524,ISIC_4957315,1361.7109998569358,0,response,1
trial,2023-05-03T20:26:25.904Z,65229,irregular,3.0,False,45.0,ISIC_0069351,ISIC_3981425,ISIC_0069351,ISIC_3981425,1235.2050000000745,0,response,1
trial,2023-05-03T20:26:29.471Z,65229,irregular,3.0,False,46.0,ISIC_0057287,ISIC_7070020,ISIC_7070020,ISIC_0057287,2051.790999952238,1,response,1
trial,2023-05-03T20:26:33.310Z,65229,irregular,3.0,False,47.0,ISIC_5747486,ISIC_9797578,ISIC_9797578,ISIC_5747486,2323.958999904571,1,response,1
trial,2023-05-03T20:26:36.346Z,65229,irregular,3.0,False,48.0,ISIC_5578611,ISIC_0027088,ISIC_5578611,ISIC_0027088,1526.4799999045208,0,response,1
trial,2023-05-03T20:26:40.172Z,65229,irregular,3.0,False,49.0,ISIC_0623284,ISIC_8101493,ISIC_8101493,ISIC_0623284,2319.881999904522,1,response,1
trial,2023-05-03T20:26:43.385Z,65229,irregular,3.0,False,50.0,ISIC_4907595,ISIC_0013427,ISIC_0013427,ISIC_4907595,1699.4469999999278,1,response,1
trial,2023-05-03T20:26:53.521Z,65229,irregular,4.0,False,1.0,ISIC_0027247,ISIC_0059773,ISIC_0059773,ISIC_0027247,2286.218999952311,1,response,1
trial,2023-05-03T20:26:59.409Z,65229,irregular,4.0,False,2.0,ISIC_6489993,ISIC_0034134,ISIC_0034134,ISIC_6489993,4373.235999904573,1,response,1
trial,2023-05-03T20:27:06.542Z,65229,irregular,4.0,False,3.0,ISIC_0014392,ISIC_6168754,ISIC_0014392,ISIC_6168754,5623.135999904713,0,response,1
trial,2023-05-03T20:27:13.307Z,65229,irregular,4.0,False,4.0,ISIC_0059855,ISIC_0010807,ISIC_0059855,ISIC_0010807,5254.848000047728,0,response,1
trial,2023-05-03T20:27:17.086Z,65229,irregular,4.0,False,5.0,ISIC_6375439,ISIC_3770380,ISIC_6375439,ISIC_3770380,2266.970999999903,0,response,1
trial,2023-05-03T20:27:19.750Z,65229,irregular,4.0,False,6.0,ISIC_3738751,ISIC_2772066,ISIC_3738751,ISIC_2772066,1148.4719998568762,0,response,1
trial,2023-05-03T20:27:22.490Z,65229,irregular,4.0,False,7.0,ISIC_6515546,ISIC_9648812,ISIC_9648812,ISIC_6515546,1212.7939999522641,1,response,1
trial,2023-05-03T20:27:25.032Z,65229,irregular,4.0,False,8.0,ISIC_0758797,ISIC_0000172,ISIC_0000172,ISIC_0758797,1030.339999952353,1,response,1
trial,2023-05-03T20:27:28.205Z,65229,irregular,4.0,False,9.0,ISIC_0032624,ISIC_1658623,ISIC_0032624,ISIC_1658623,1670.3819999045227,0,response,1
trial,2023-05-03T20:27:30.251Z,65229,irregular,4.0,False,10.0,ISIC_0054954,ISIC_4950467,ISIC_4950467,ISIC_0054954,531.9109999523496,1,response,1
