sender,sender_type,sender_id,timestamp,meta,condition,duration,ended_on,response,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url
informed_consent,html.Screen,0,2023-11-03T19:03:51.066Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=65981&platform=sona"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1920,""scroll_height"":953,""window_innerWidth"":1920,""window_innerHeight"":1001,""devicePixelRatio"":1}",,1913.590000011921,response,consent,click button,2520.699999988079,2519.800000011921,599.259,597.5,606.21,2522.823,"{""participant"":""65981"",""platform"":""sona""}"
Welcome,html.Screen,1,2023-11-03T19:04:12.037Z,,symmetry,20969.37699998808,response,continue,click button,23492.5,23492.19999998808,2515.879,2520.800000011921,2522.823,23495.121,
