sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-05-02T21:39:48.046Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://run.pavlovia.org/MurrayBennett/melanoma-2afc/?participant=64745"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1280,""screen_height"":800,""scroll_width"":1280,""scroll_height"":633,""window_innerWidth"":1280,""window_innerHeight"":681,""devicePixelRatio"":1.5}",,,,2601.1070000119207,response,,,,,consent,click button,,4714.9000000059605,4710.800000011921,1943.095,2117.100000023842,2109.693,4737.843,,,,"{""participant"":""64745""}"
Welcome,html.Screen,1,2023-05-02T21:39:48.898Z,,,,regular,827.6570000000002,response,,,,,continue,click button,,5567.4000000059605,5565.5,4695.962,4715.200000017881,4737.843,5572.445,,,,
trial,html.Screen,2_0_0,2023-05-02T21:40:00.956Z,,0,0,,292733.25299999997,timeout,ISIC_0061792.JPG,,ISIC_4679428.JPG,true,,,500,17624.5,17624.30000001192,5558.74,5567.600000023842,5572.445,298305.698,1,6,1,
sequence,flow.Sequence,2_0,2023-05-02T21:40:00.956Z,,0,,,12051.855000011921,completion,,,,true,,,,17624.70000001788,17624.30000001192,5558.74,5567.600000023842,5572.445,298305.698,1,6,,
