sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-15T15:39:01.936Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1680,""screen_height"":1050,""scroll_width"":825,""scroll_height"":888,""window_innerWidth"":825,""window_innerHeight"":936,""devicePixelRatio"":1}",,,,,,,,,21128.116999982118,response,,,,,,,,,,,,,,,consent,click button,,,21790.399999976158,21781.29999998212,636.451,856.1999999880791,653.183,21560.492,,,,{}
Demography form,html.Form,1,2023-11-15T15:39:13.375Z,,,18,,,,,,,11668.80799998212,form submission,,,,,,,,,female,,,,,,,,,,33229.5,33229.29999998212,21544.027,21790.79999998212,21560.492,32999.424,,,,
Welcome,html.Screen,2,2023-11-15T15:40:12.704Z,,,,,,,"[""asym"",""col""]",,,59557.77599998808,response,,,,,,,,,,,,,,,continue,click button,,,92558,92557.19999998808,32982.95,33229.59999999404,32999.424,92331.577,,,,
demo_instructions,html.Screen,3,2023-11-15T15:40:39.759Z,,,,,,,,,,27281.722999982114,response,,,,,,,,,,,,,,,continue,click button,,,119613.79999998212,119613.29999998212,92315.09,92558,92331.577,119400.949,,,,
trial,html.Screen,4_0_0,2023-11-15T15:40:49.988Z,,,,0,0.9225524349657857,-0.929746784178986,,true,lh,10439.750999988086,response,-0.849847885203758,0.9999999999999998,-0.9999999999999998,0.973447384095442,0.9999999999999998,-0.9999999999999998,low,high,,ISIC_0011077.JPG,,ISIC_9612228.JPG,24,true,lh,keypress(e),100,false,129841.29999998212,129840.69999998808,119384.518,119613.89999997616,119400.949,129637.518,1,16,1,
sequence,flow.Sequence,4_0,2023-11-15T15:40:50.012Z,,,,,,,,,,10439.750999988086,completion,,,,,,,low,high,,,,,,true,,,,false,129865.79999998212,129840.69999998808,119384.518,119613.89999997616,119400.949,129637.518,1,16,,
trial,html.Screen,4_1_0,2023-11-15T15:41:05.090Z,,,,0,1.0264463986917702,-1.171271535505083,,true,lh,15305.681999988083,response,-0.8479396253253069,0.9999999999999998,-0.9999999999999998,1.011054319516718,0.9999999999999998,-0.9999999999999998,low,high,,ISIC_7889838.JPG,,ISIC_0063521.JPG,24,true,lh,keypress(e),100,false,144943.69999998808,144943.19999998808,129620.953,129866,129637.518,144733.728,1,16,2,
sequence,flow.Sequence,4_1,2023-11-15T15:41:05.091Z,,,,,,,,,,15305.681999988083,completion,,,,,,,low,high,,,,,,true,,,,false,144944.39999997616,144943.19999998808,129620.953,129865.89999997616,129637.518,144733.728,1,16,,
trial,html.Screen,4_2_0,2023-11-15T15:41:11.135Z,,,,0,0.8620516892494489,-1.1108509340502866,,true,lh,6254.671999976155,response,-0.8479396253253069,0.9999999999999998,-0.9999999999999998,1.011054319516718,0.9999999999999998,-0.9999999999999998,low,high,,ISIC_5557806.JPG,,ISIC_0063521.JPG,24,true,lh,keypress(e),100,false,150988.59999999404,150988.39999997616,144716.995,144944.89999997616,144733.728,150778.709,1,16,3,
sequence,flow.Sequence,4_2,2023-11-15T15:41:11.135Z,,,,,,,,,,6254.671999976155,completion,,,,,,,low,high,,,,,,true,,,,false,150988.79999998212,150988.39999997616,144716.995,144944.69999998808,144733.728,150778.709,1,16,,
