mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.9557266235351562,0.026106548841212274,0.27031826972961426,0.0018568965223099295,0.01,auto,rbf,"{'C': 0.01, 'gamma': 'auto', 'kernel': 'rbf'}",0.7828731745768337,0.778224914260427,0.7908084927054133,0.7806045344400863,0.7909278407596584,0.7846877913484838,0.005256154545252248,1
