sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-13T15:46:35.531Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":2560,""screen_height"":1440,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,1120.3100002861024,response,,,,,,consent,click button,,1755.5999999046326,1754.7000002861023,617.768,602.5999999046326,634.39,1769.867,,,,{},
Welcome,html.Screen,1,2023-09-13T15:46:36.075Z,,,,asymmetry,528.8330002861023,response,,,,,,continue,click button,,2299.0999999046326,2298.7000002861023,1753.411,1755.8000001907349,1769.867,2320.985,,,,,
trial,html.Screen,2_0_0,2023-09-13T15:46:48.198Z,,0,0,,15613.850999999999,timeout,ISIC_6997061.JPG,,ISIC_0069348.JPG,,true,,,500,14420.700000286102,14420.599999904633,2304.296,2299.300000190735,2320.985,17934.836,1,6,1,,
sequence,flow.Sequence,2_0,2023-09-13T15:46:48.198Z,,0,,,12099.614999904632,completion,,,,,true,,,,14420.900000095367,14420.599999904633,2304.296,2299.300000190735,2320.985,17934.836,1,6,,,
trial,html.Screen,2_1_0,2023-09-13T15:46:53.895Z,,0,0,,2183.1640000000007,response,ISIC_0009529.JPG,,ISIC_0057368.JPG,ISIC_0057368.JPG,true,0,keypress(z),500,20118.099999904633,20118,17917.929,14420.900000095367,17934.836,20122.369,1,6,2,,ISIC_0009529.JPG
sequence,flow.Sequence,2_1,2023-09-13T15:46:53.895Z,,0,,,2183.1640000000007,completion,,,,,true,,,,20118.300000190735,20118,17917.929,14420.900000095367,17934.836,20122.369,1,6,,,
trial,html.Screen,2_2_0,2023-09-13T15:46:57.802Z,,0,0,,3902.131000000001,response,ISIC_9758671.JPG,,ISIC_0064954.JPG,ISIC_0064954.JPG,true,0,keypress(z),500,24024.700000286102,24024.5,20105.747,20118.400000095367,20122.369,24029.861,1,6,3,,ISIC_9758671.JPG
sequence,flow.Sequence,2_2,2023-09-13T15:46:57.802Z,,0,,,3902.131000000001,completion,,,,,true,,,,24024.800000190735,24024.5,20105.747,20118.400000095367,20122.369,24029.861,1,6,,,
trial,html.Screen,2_3_0,2023-09-13T15:47:02.235Z,,0,0,,4427.939000190734,response,ISIC_0005785.JPG,,ISIC_0000080.JPG,ISIC_0000080.JPG,true,0,keypress(z),500,28458,28457.800000190735,24013.21,24024.900000095367,24029.861,28471.89,1,6,4,,ISIC_0005785.JPG
sequence,flow.Sequence,2_3,2023-09-13T15:47:02.235Z,,0,,,4427.939000190734,completion,,,,,true,,,,28458.200000286102,28457.800000190735,24013.21,24024.800000190735,24029.861,28471.89,1,6,,,
trial,html.Screen,2_4_0,2023-09-13T15:47:05.054Z,,0,0,,2804.4100001907354,response,ISIC_7944028.JPG,,ISIC_5390060.JPG,ISIC_7944028.JPG,true,1,keypress(m),500,31276.5,31276.300000190735,28455.17,28458.300000190735,28471.89,31277.323,1,6,5,,ISIC_5390060.JPG
sequence,flow.Sequence,2_4,2023-09-13T15:47:05.054Z,,0,,,2804.4100001907354,completion,,,,,true,,,,31276.800000190735,31276.300000190735,28455.17,28458.200000286102,28471.89,31277.323,1,6,,,
trial,html.Screen,2_5_0,2023-09-13T15:47:07.760Z,,0,0,,2705.877000286102,response,ISIC_0010188.JPG,,ISIC_0794216.JPG,ISIC_0794216.JPG,true,0,keypress(z),500,33983.40000009537,33983.2000002861,31260.673,31276.900000095367,31277.323,33999.306,1,6,6,,ISIC_0010188.JPG
sequence,flow.Sequence,2_5,2023-09-13T15:47:07.761Z,,0,,,2705.877000286102,completion,,,,,true,,,,33983.59999990463,33983.2000002861,31260.673,31276.900000095367,31277.323,33999.306,1,6,,,
loop,flow.Loop,2,2023-09-13T15:47:07.761Z,,,,,31662.2150002861,completion,,,,,true,,,,33983.800000190735,33983.2000002861,2304.296,2299.300000190735,2320.985,33999.306,1,6,,,
exp_instructions,html.Screen,3,2023-09-13T15:47:30.038Z,,,,,22260.694000000003,response,,,,,,continue,keypress(Space),,56260.7000002861,56260,33982.644,33983.90000009537,33999.306,56275.986,,,,,
trial,html.Screen,4_0_0,2023-09-13T15:47:37.052Z,,0,1,,6999.214000286105,response,ISIC_7070020.JPG,6,ISIC_3492490.JPG,ISIC_7070020.JPG,false,1,keypress(m),500,63275.40000009537,63275.2000002861,56259.321,56261,56275.986,63289.713,8,400,1,,ISIC_3492490.JPG
break,html.Screen,4_0_1,2023-09-13T15:47:37.053Z,,0,,,NaN,,,,,,false,,,,63275.90000009537,63275.7000002861,,63275.40000009537,,63289.713,8,400,,,
break_continue,html.Screen,4_0_2,2023-09-13T15:47:37.053Z,,0,,,NaN,,,,,,false,,,,63276.09999990463,63276,,63275.90000009537,,63289.713,8,400,,,
sequence,flow.Sequence,4_0,2023-09-13T15:47:37.053Z,,0,,,7000.014000000003,completion,,,,,false,,,,63276.2000002861,63276,56259.321,56261,56275.986,63289.713,8,400,,,
trial,html.Screen,4_1_0,2023-09-13T15:47:43.635Z,,0,1,,6566.286999999997,response,ISIC_0693902.JPG,5,ISIC_0014160.JPG,ISIC_0693902.JPG,false,1,keypress(m),500,69856.2000002861,69856,63272.999,63276.300000190735,63289.713,69869.077,8,400,2,,ISIC_0014160.JPG
break,html.Screen,4_1_1,2023-09-13T15:47:43.636Z,,0,,,NaN,,,,,,false,,,,69857,69856.7000002861,,69856.30000019073,,69869.077,8,400,,,
break_continue,html.Screen,4_1_2,2023-09-13T15:47:43.636Z,,0,,,NaN,,,,,,false,,,,69857.30000019073,69857.2000002861,,69857.09999990463,,69869.077,8,400,,,
sequence,flow.Sequence,4_1,2023-09-13T15:47:43.637Z,,0,,,6567.487000286099,completion,,,,,false,,,,69857.40000009537,69857.2000002861,63272.999,63276.300000190735,63289.713,69869.077,8,400,,,
trial,html.Screen,4_2_0,2023-09-13T15:47:50.550Z,,0,1,,6902.022999904628,response,ISIC_0034051.JPG,6,ISIC_2430137.JPG,ISIC_2430137.JPG,false,0,keypress(z),500,76771.30000019073,76771.09999990463,69852.402,69857.5,69869.077,76782.642,8,400,3,,ISIC_0034051.JPG
break,html.Screen,4_2_1,2023-09-13T15:47:50.551Z,,0,,,NaN,,,,,,false,,,,76771.7000002861,76771.59999990463,,76771.40000009537,,76782.642,8,400,,,
break_continue,html.Screen,4_2_2,2023-09-13T15:47:50.551Z,,0,,,NaN,,,,,,false,,,,76771.90000009537,76771.80000019073,,76771.80000019073,,76782.642,8,400,,,
sequence,flow.Sequence,4_2,2023-09-13T15:47:50.551Z,,0,,,6902.72300019073,completion,,,,,false,,,,76772,76771.80000019073,69852.402,69857.5,69869.077,76782.642,8,400,,,
trial,html.Screen,4_3_0,2023-09-13T15:47:58.200Z,,0,1,,7638.558000286095,response,ISIC_0032339.JPG,8,ISIC_6604862.JPG,ISIC_6604862.JPG,false,0,keypress(z),500,84421.30000019073,84421.2000002861,76765.88,76772.09999990463,76782.642,84430.749,8,400,4,,ISIC_0032339.JPG
break,html.Screen,4_3_1,2023-09-13T15:47:58.201Z,,0,,,NaN,,,,,,false,,,,84421.80000019073,84421.59999990463,,84421.5,,84430.749,8,400,,,
break_continue,html.Screen,4_3_2,2023-09-13T15:47:58.201Z,,0,,,NaN,,,,,,false,,,,84421.90000009537,84421.90000009537,,84421.80000019073,,84430.749,8,400,,,
sequence,flow.Sequence,4_3,2023-09-13T15:47:58.201Z,,0,,,7639.25800009536,completion,,,,,false,,,,84422,84421.90000009537,76765.88,76772.09999990463,76782.642,84430.749,8,400,,,
trial,html.Screen,4_4_0,2023-09-13T15:48:04.332Z,,0,1,,6122.251000000004,response,ISIC_0900349.JPG,6,ISIC_9910791.JPG,ISIC_0900349.JPG,false,1,keypress(m),500,90553.2000002861,90553,84414.195,84422,84430.749,90559.392,8,400,5,,ISIC_9910791.JPG
break,html.Screen,4_4_1,2023-09-13T15:48:04.333Z,,0,,,NaN,,,,,,false,,,,90553.90000009537,90553.80000019073,,90553.40000009537,,90559.392,8,400,,,
break_continue,html.Screen,4_4_2,2023-09-13T15:48:04.333Z,,0,,,NaN,,,,,,false,,,,90554.30000019073,90554.2000002861,,90554.09999990463,,90559.392,8,400,,,
sequence,flow.Sequence,4_4,2023-09-13T15:48:04.334Z,,0,,,6123.451000286106,completion,,,,,false,,,,90554.5,90554.2000002861,84414.195,84422,84430.749,90559.392,8,400,,,
