sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-13T15:46:29.580Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":2560,""screen_height"":1440,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,4352.8020000953675,response,,,,,,consent,click button,,4952.799999713898,4951.900000095367,582.393,597.5,599.098,4957.507,,,,{},
Welcome,html.Screen,1,2023-09-13T15:46:29.751Z,,,,asymmetry,166.39300009536782,response,,,,,,continue,click button,,5124.5,5123.900000095367,4940.893,4953.099999904633,4957.507,5142.51,,,,,
trial,html.Screen,2_0_0,2023-09-13T15:46:41.259Z,,0,0,,11521.06,timeout,ISIC_0069348.JPG,,ISIC_6997061.JPG,,true,,,500,16631,16630.799999713898,5107.815,5124.699999809265,5142.51,16663.57,1,6,1,,
sequence,flow.Sequence,2_0,2023-09-13T15:46:41.260Z,,0,,,11488.289999713897,completion,,,,,true,,,,16631.400000095367,16630.799999713898,5107.815,5124.599999904633,5142.51,16663.57,1,6,,,
trial,html.Screen,2_1_0,2023-09-13T15:46:52.782Z,,0,0,,11522.471000000001,timeout,ISIC_0057368.JPG,,ISIC_0009529.JPG,,true,,,500,28153.299999713898,28153.099999904633,16646.883,16631.5,16663.57,28186.041,1,6,2,,
sequence,flow.Sequence,2_1,2023-09-13T15:46:52.782Z,,0,,,11489.529999904633,completion,,,,,true,,,,28153.5,28153.099999904633,16646.883,16631.5,16663.57,28186.041,1,6,,,
trial,html.Screen,2_2_0,2023-09-13T15:46:56.242Z,,0,0,,3427.2589997138966,response,ISIC_0064954.JPG,,ISIC_9758671.JPG,ISIC_0064954.JPG,true,1,keypress(m),500,31613.5,31613.299999713898,28169.337,28153.5,28186.041,31626.204,1,6,3,,ISIC_9758671.JPG
sequence,flow.Sequence,2_2,2023-09-13T15:46:56.242Z,,0,,,3427.2589997138966,completion,,,,,true,,,,31613.900000095367,31613.299999713898,28169.337,28153.5,28186.041,31626.204,1,6,,,
trial,html.Screen,2_3_0,2023-09-13T15:47:01.795Z,,0,0,,5540.595999713896,response,ISIC_0000080.JPG,,ISIC_0005785.JPG,ISIC_0000080.JPG,true,1,keypress(m),500,37166.90000009537,37166.7999997139,31609.454,31614,31626.204,37170.183,1,6,4,,ISIC_0005785.JPG
sequence,flow.Sequence,2_3,2023-09-13T15:47:01.796Z,,0,,,5540.595999713896,completion,,,,,true,,,,37167.199999809265,37166.7999997139,31609.454,31614,31626.204,37170.183,1,6,,,
trial,html.Screen,2_4_0,2023-09-13T15:47:04.524Z,,0,0,,2724.9169999046353,response,ISIC_5390060.JPG,,ISIC_7944028.JPG,ISIC_7944028.JPG,true,0,keypress(z),500,39895.199999809265,39895.09999990463,37153.581,37167.40000009537,37170.183,39908.845,1,6,5,,ISIC_5390060.JPG
sequence,flow.Sequence,2_4,2023-09-13T15:47:04.524Z,,0,,,2724.9169999046353,completion,,,,,true,,,,39895.2999997139,39895.09999990463,37153.581,37167.40000009537,37170.183,39908.845,1,6,,,
trial,html.Screen,2_5_0,2023-09-13T15:47:07.348Z,,0,0,,2811.0550000953663,response,ISIC_0794216.JPG,,ISIC_0010188.JPG,ISIC_0794216.JPG,true,1,keypress(m),500,42720.09999990463,42719.90000009537,39892.267,39895.5,39908.845,42731.095,1,6,6,,ISIC_0010188.JPG
sequence,flow.Sequence,2_5,2023-09-13T15:47:07.349Z,,0,,,2811.0550000953663,completion,,,,,true,,,,42720.199999809265,42719.90000009537,39892.267,39895.5,39908.845,42731.095,1,6,,,
loop,flow.Loop,2,2023-09-13T15:47:07.349Z,,,,,37577.390000095365,completion,,,,,true,,,,42720.40000009537,42719.90000009537,5107.815,5124.599999904633,5142.51,42731.095,1,6,,,
exp_instructions,html.Screen,3,2023-09-13T15:47:29.661Z,,,,,22301.405,response,,,,,,continue,keypress(Space),,65033.09999990463,65032.5,42714.407,42720.40000009537,42731.095,65041.082,,,,,
trial,html.Screen,4_0_0,2023-09-13T15:47:35.780Z,,0,1,,6110.117999809263,response,ISIC_0065206.JPG,5,ISIC_9969907.JPG,ISIC_9969907.JPG,false,0,keypress(z),500,71151.2999997139,71151.19999980927,65024.408,65033.2999997139,65041.082,71152.949,8,400,1,,ISIC_0065206.JPG
break,html.Screen,4_0_1,2023-09-13T15:47:35.780Z,,0,,,NaN,,,,,,false,,,,71152,71151.7999997139,,71151.40000009537,,71152.949,8,400,,,
break_continue,html.Screen,4_0_2,2023-09-13T15:47:35.780Z,,0,,,NaN,,,,,,false,,,,71152.19999980927,71152.19999980927,,71152,,71152.949,8,400,,,
sequence,flow.Sequence,4_0,2023-09-13T15:47:35.781Z,,0,,,6111.117999809263,completion,,,,,false,,,,71152.19999980927,71152.19999980927,65024.408,65033.2999997139,65041.082,71152.949,8,400,,,
trial,html.Screen,4_1_0,2023-09-13T15:47:42.824Z,,0,1,,7041.250999809272,response,ISIC_0061479.JPG,5,ISIC_0066033.JPG,ISIC_0066033.JPG,false,0,keypress(z),500,78194.5,78194.19999980927,71136.387,71152.40000009537,71152.949,78200.025,8,400,2,,ISIC_0061479.JPG
break,html.Screen,4_1_1,2023-09-13T15:47:42.825Z,,0,,,NaN,,,,,,false,,,,78195.5,78195.19999980927,,78194.7999997139,,78200.025,8,400,,,
break_continue,html.Screen,4_1_2,2023-09-13T15:47:42.826Z,,0,,,NaN,,,,,,false,,,,78196,78195.90000009537,,78195.59999990463,,78200.025,8,400,,,
sequence,flow.Sequence,4_1,2023-09-13T15:47:42.826Z,,0,,,7042.951000095374,completion,,,,,false,,,,78196.19999980927,78195.90000009537,71136.387,71152.40000009537,71152.949,78200.025,8,400,,,
trial,html.Screen,4_2_0,2023-09-13T15:47:49.915Z,,0,1,,7085.574999904638,response,ISIC_3825641.JPG,4,ISIC_0014703.JPG,ISIC_3825641.JPG,false,1,keypress(m),500,85285.7999997139,85285.59999990463,78183.43,78196.2999997139,78200.025,85297.232,8,400,3,,ISIC_0014703.JPG
break,html.Screen,4_2_1,2023-09-13T15:47:49.916Z,,0,,,NaN,,,,,,false,,,,85286.2999997139,85286.09999990463,,85285.90000009537,,85297.232,8,400,,,
break_continue,html.Screen,4_2_2,2023-09-13T15:47:49.916Z,,0,,,NaN,,,,,,false,,,,85286.5,85286.40000009537,,85286.2999997139,,85297.232,8,400,,,
sequence,flow.Sequence,4_2,2023-09-13T15:47:49.916Z,,0,,,7086.375000095373,completion,,,,,false,,,,85286.59999990463,85286.40000009537,78183.43,78196.19999980927,78200.025,85297.232,8,400,,,
trial,html.Screen,4_3_0,2023-09-13T15:47:57.780Z,,0,1,,7853.267999999996,response,ISIC_1899683.JPG,4,ISIC_5931552.JPG,ISIC_5931552.JPG,false,0,keypress(z),500,93150.59999990463,93150.5,85280.591,85286.69999980927,85297.232,93162.53,8,400,4,,ISIC_1899683.JPG
break,html.Screen,4_3_1,2023-09-13T15:47:57.781Z,,0,,,NaN,,,,,,false,,,,93151,93150.90000009537,,93150.69999980927,,93162.53,8,400,,,
break_continue,html.Screen,4_3_2,2023-09-13T15:47:57.781Z,,0,,,NaN,,,,,,false,,,,93151.2999997139,93151.19999980927,,93151.09999990463,,93162.53,8,400,,,
sequence,flow.Sequence,4_3,2023-09-13T15:47:57.781Z,,0,,,7853.9679998092615,completion,,,,,false,,,,93151.2999997139,93151.19999980927,85280.591,85286.69999980927,85297.232,93162.53,8,400,,,
