sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-08T19:49:03.295Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1680,""screen_height"":1050,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,33506.87800004768,response,,,,,,consent,click button,,34078.09999990463,34076.700000047684,553.098,631.2000000476837,569.822,34034.985,,,,{},
Welcome,html.Screen,1,2023-09-08T19:49:08.790Z,,,,symmetry,5537.614999904632,response,,,,,,continue,click button,,39573.09999990463,39572.59999990463,34018.294,34078.39999985695,34034.985,39512.265,,,,,
trial,html.Screen,2_0_0,2023-09-08T19:49:19.820Z,,0,0,,11090.735,response,ISIC_6997061.JPG,,ISIC_0069348.JPG,ISIC_0069348.JPG,true,0,keypress(z),500,50603.200000047684,50603,39495.606,39573.200000047684,39512.265,50550.492,1,6,1,,ISIC_6997061.JPG
sequence,flow.Sequence,2_0,2023-09-08T19:49:19.821Z,,0,,,11090.735,completion,,,,,true,,,,50603.39999985695,50603,39495.606,39573.200000047684,39512.265,50550.492,1,6,,,
trial,html.Screen,2_1_0,2023-09-08T19:49:23.428Z,,0,0,,3659.807999952318,response,ISIC_0057368.JPG,,ISIC_0009529.JPG,ISIC_0057368.JPG,true,1,keypress(m),500,54210.5,54210.299999952316,50533.72,50603.59999990463,50550.492,54157.415,1,6,2,,ISIC_0009529.JPG
sequence,flow.Sequence,2_1,2023-09-08T19:49:23.428Z,,0,,,3659.807999952318,completion,,,,,true,,,,54210.59999990463,54210.299999952316,50533.72,50603.5,50550.492,54157.415,1,6,,,
trial,html.Screen,2_2_0,2023-09-08T19:49:26.329Z,,0,0,,2954.1849999046317,response,ISIC_0064954.JPG,,ISIC_9758671.JPG,ISIC_9758671.JPG,true,0,keypress(z),500,57111.799999952316,57111.59999990463,54140.7,54210.799999952316,54157.415,57046.337,1,6,3,,ISIC_0064954.JPG
sequence,flow.Sequence,2_2,2023-09-08T19:49:26.329Z,,0,,,2954.1849999046317,completion,,,,,true,,,,57111.89999985695,57111.59999990463,54140.7,54210.700000047684,54157.415,57046.337,1,6,,,
trial,html.Screen,2_3_0,2023-09-08T19:49:30.172Z,,0,0,,3907.9629999523167,response,ISIC_0005785.JPG,,ISIC_0000080.JPG,ISIC_0000080.JPG,true,0,keypress(z),500,60954.5,60954.299999952316,57029.894,57112.09999990463,57046.337,60887.164,1,6,4,,ISIC_0005785.JPG
sequence,flow.Sequence,2_3,2023-09-08T19:49:30.172Z,,0,,,3907.9629999523167,completion,,,,,true,,,,60954.59999990463,60954.299999952316,57029.894,57112,57046.337,60887.164,1,6,,,
trial,html.Screen,2_4_0,2023-09-08T19:49:33.825Z,,0,0,,3720.6359999523193,response,ISIC_5390060.JPG,,ISIC_7944028.JPG,ISIC_5390060.JPG,true,1,keypress(m),500,64607.89999985695,64607.799999952316,60870.462,60954.59999990463,60887.164,64544.28,1,6,5,,ISIC_7944028.JPG
sequence,flow.Sequence,2_4,2023-09-08T19:49:33.825Z,,0,,,3720.6359999523193,completion,,,,,true,,,,64608,64607.799999952316,60870.462,60954.59999990463,60887.164,64544.28,1,6,,,
trial,html.Screen,2_5_0,2023-09-08T19:49:37.522Z,,0,0,,3760.720000000001,response,ISIC_0010188.JPG,,ISIC_0794216.JPG,ISIC_0010188.JPG,true,1,keypress(m),500,68305.20000004768,68305,64527.679,64608.09999990463,64544.28,68251.52,1,6,6,,ISIC_0794216.JPG
sequence,flow.Sequence,2_5,2023-09-08T19:49:37.522Z,,0,,,3760.720000000001,completion,,,,,true,,,,68305.29999995232,68305,64527.679,64608,64544.28,68251.52,1,6,,,
loop,flow.Loop,2,2023-09-08T19:49:37.523Z,,,,,28792.735,completion,,,,,true,,,,68305.39999985695,68305,39495.606,39573.200000047684,39512.265,68251.52,1,6,,,
exp_instructions,html.Screen,3,2023-09-08T19:49:41.777Z,,,,,4308.18000004768,response,,,,,,continue,keypress(Space),,72560.39999985695,72559.70000004768,68234.804,68305.5,68251.52,72509.824,,,,,
trial,html.Screen,4_0_0,2023-09-08T19:49:48.812Z,,0,1,,7084.575999856956,response,ISIC_5423896.JPG,5,ISIC_0047031.JPG,ISIC_0047031.JPG,false,0,keypress(z),500,79594.5,79594.39999985695,72493.105,72560.5,72509.824,79540.134,8,400,1,,ISIC_5423896.JPG
break,html.Screen,4_0_1,2023-09-08T19:49:48.812Z,,0,,,NaN,,,,,,false,,,,79595.20000004768,79595,,79594.59999990463,,79540.134,8,400,,,
break_continue,html.Screen,4_0_2,2023-09-08T19:49:48.813Z,,0,,,NaN,,,,,,false,,,,79595.39999985695,79595.29999995232,,79595.20000004768,,79540.134,8,400,,,
sequence,flow.Sequence,4_0,2023-09-08T19:49:48.813Z,,0,,,7085.475999952323,completion,,,,,false,,,,79595.5,79595.29999995232,72493.105,72560.5,72509.824,79540.134,8,400,,,
