sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-11T19:04:56.911Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1680,""screen_height"":1050,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,6523.12,response,,,,,,consent,click button,,7123,7122,582.185,585.9000000953674,598.88,7128.229,,,,{},
Welcome,html.Screen,1,2023-09-11T19:05:02.693Z,,,,colourful,5775.571000190735,response,,,,,,continue,click button,,12904.200000286102,12903.800000190735,7111.551,7123.200000286102,7128.229,12922.819,,,,,
trial,html.Screen,2_0_0,2023-09-11T19:05:09.400Z,,0,0,,6687.581000095368,response,ISIC_0063388.JPG,,ISIC_0025593.JPG,ISIC_0063388.JPG,true,1,keypress(m),500,19610.599999904633,19610.400000095367,12906.171,12904.400000095367,12922.819,19635.928,1,6,1,,ISIC_0025593.JPG
sequence,flow.Sequence,2_0,2023-09-11T19:05:09.400Z,,0,,,6687.581000095368,completion,,,,,true,,,,19610.800000190735,19610.400000095367,12906.171,12904.300000190735,12922.819,19635.928,1,6,,,
trial,html.Screen,2_1_0,2023-09-11T19:05:12.811Z,,0,0,,3386.2720002861024,response,ISIC_0028178.JPG,,ISIC_1309015.JPG,ISIC_1309015.JPG,true,0,keypress(z),500,23022.400000095367,23022.200000286102,19619.203,19610.800000190735,19635.928,23025.875,1,6,2,,ISIC_0028178.JPG
sequence,flow.Sequence,2_1,2023-09-11T19:05:12.811Z,,0,,,3386.2720002861024,completion,,,,,true,,,,23022.599999904633,23022.200000286102,19619.203,19610.800000190735,19635.928,23025.875,1,6,,,
trial,html.Screen,2_2_0,2023-09-11T19:05:17.167Z,,0,0,,4351.724999904633,response,ISIC_0031128.JPG,,ISIC_3314853.JPG,ISIC_3314853.JPG,true,0,keypress(z),500,27377.700000286102,27377.599999904633,23009.186,23022.700000286102,23025.875,27384.322,1,6,3,,ISIC_0031128.JPG
sequence,flow.Sequence,2_2,2023-09-11T19:05:17.167Z,,0,,,4351.724999904633,completion,,,,,true,,,,27377.900000095367,27377.599999904633,23009.186,23022.599999904633,23025.875,27384.322,1,6,,,
trial,html.Screen,2_3_0,2023-09-11T19:05:20.096Z,,0,0,,2923.0780000953673,response,ISIC_8980141.JPG,,ISIC_0031612.JPG,ISIC_8980141.JPG,true,1,keypress(m),500,30307.599999904633,30307.400000095367,27367.701,27378,27384.322,30323.352,1,6,4,,ISIC_0031612.JPG
sequence,flow.Sequence,2_3,2023-09-11T19:05:20.097Z,,0,,,2923.0780000953673,completion,,,,,true,,,,30307.900000095367,30307.400000095367,27367.701,27378,27384.322,30323.352,1,6,,,
