sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-13T15:46:01.617Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":2560,""screen_height"":1440,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,5296.8899999046325,response,,,,,,consent,click button,,5686.900000095367,5686.099999904633,372.598,383.69999980926514,389.21,5699.799,,,,{},
Welcome,html.Screen,1,2023-09-13T15:46:02.721Z,,,,asymmetry,1090.5010001907349,response,,,,,,continue,click button,,6790.800000190735,6790.300000190735,5682.82,5687.199999809265,5699.799,6801.776,,,,,
trial,html.Screen,2_0_0,2023-09-13T15:46:14.221Z,,0,0,,11522.300000000001,timeout,ISIC_6997061.JPG,,ISIC_0069348.JPG,,true,,,500,18291.400000095367,18291.199999809265,6785,6791,6801.776,18324.076,1,6,1,,
sequence,flow.Sequence,2_0,2023-09-13T15:46:14.222Z,,0,,,11489.423999809265,completion,,,,,true,,,,18291.599999904633,18291.199999809265,6785,6790.900000095367,6801.776,18324.076,1,6,,,
trial,html.Screen,2_1_0,2023-09-13T15:46:25.744Z,,0,0,,11522.494999999999,timeout,ISIC_0009529.JPG,,ISIC_0057368.JPG,,true,,,500,29814.099999904633,29813.800000190735,18307.42,18291.599999904633,18324.076,29846.571,1,6,2,,
sequence,flow.Sequence,2_1,2023-09-13T15:46:25.744Z,,0,,,11489.724000190734,completion,,,,,true,,,,29814.400000095367,29813.800000190735,18307.42,18291.599999904633,18324.076,29846.571,1,6,,,
trial,html.Screen,2_2_0,2023-09-13T15:46:37.268Z,,0,0,,11522.461,timeout,ISIC_0064954.JPG,,ISIC_9758671.JPG,,true,,,500,41336,41335.800000190735,29829.891,29814.699999809265,29846.571,41369.032,1,6,3,,
sequence,flow.Sequence,2_2,2023-09-13T15:46:37.268Z,,0,,,11489.229000190735,completion,,,,,true,,,,41336.300000190735,41335.800000190735,29829.891,29814.599999904633,29846.571,41369.032,1,6,,,
trial,html.Screen,2_3_0,2023-09-13T15:46:48.791Z,,0,0,,11522.432,timeout,ISIC_0005785.JPG,,ISIC_0000080.JPG,,true,,,500,52858.800000190735,52858.59999990463,41352.258,41336.5,41369.032,52891.464,1,6,4,,
sequence,flow.Sequence,2_3,2023-09-13T15:46:48.791Z,,0,,,11489.567999904633,completion,,,,,true,,,,52859.09999990463,52858.59999990463,41352.258,41336.40000009537,41369.032,52891.464,1,6,,,
trial,html.Screen,2_4_0,2023-09-13T15:46:58.618Z,,0,0,,9795.036,response,ISIC_5390060.JPG,,ISIC_7944028.JPG,ISIC_7944028.JPG,true,0,keypress(z),500,62686.699999809265,62686.5,52874.722,52859.300000190735,52891.464,62693.847,1,6,5,,ISIC_5390060.JPG
sequence,flow.Sequence,2_4,2023-09-13T15:46:58.619Z,,0,,,9795.036,completion,,,,,true,,,,62686.800000190735,62686.5,52874.722,52859.199999809265,52891.464,62693.847,1,6,,,
trial,html.Screen,2_5_0,2023-09-13T15:47:09.484Z,,0,0,,10857.953000190733,response,ISIC_0010188.JPG,,ISIC_0794216.JPG,ISIC_0794216.JPG,true,0,keypress(z),500,73551.90000009537,73551.80000019073,62677.188,62686.90000009537,62693.847,73581.742,1,6,6,,ISIC_0010188.JPG
sequence,flow.Sequence,2_5,2023-09-13T15:47:09.484Z,,0,,,10857.953000190733,completion,,,,,true,,,,73552.09999990463,73551.80000019073,62677.188,62686.90000009537,62693.847,73581.742,1,6,,,
loop,flow.Loop,2,2023-09-13T15:47:09.484Z,,,,,66750.02400019074,completion,,,,,true,,,,73552.19999980927,73551.80000019073,6785,6790.900000095367,6801.776,73581.742,1,6,,,
exp_instructions,html.Screen,3,2023-09-13T15:47:28.555Z,,,,,19041.357999904634,response,,,,,,continue,keypress(Space),,92623.40000009537,92623.09999990463,73564.973,73552.30000019073,73581.742,92652.096,,,,,
trial,html.Screen,4_0_0,2023-09-13T15:47:33.793Z,,0,1,,5209.20400019073,response,ISIC_2245709.JPG,5,ISIC_0055282.JPG,ISIC_0055282.JPG,false,0,keypress(z),500,97861.40000009537,97861.30000019073,92635.364,92623.59999990463,92652.096,97862.204,8,400,1,,ISIC_2245709.JPG
break,html.Screen,4_0_1,2023-09-13T15:47:33.794Z,,0,,,NaN,,,,,,false,,,,97861.90000009537,97861.80000019073,,97861.40000009537,,97862.204,8,400,,,
