sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-09T16:05:23.039Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1680,""screen_height"":1050,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,29307.015,response,,,,,,consent,click button,,29857.10000038147,29849,525.313,531.5,541.985,29865.703,,,,{},
Welcome,html.Screen,1,2023-09-09T16:05:32.234Z,,,,symmetry,9185.397000381468,response,,,,,,continue,click button,,39051.7000002861,39051.10000038147,29849.025,29857.400000095367,29865.703,39066.993,,,,,
trial,html.Screen,2_0_0,2023-09-09T16:05:38.572Z,,0,0,,6322.7070002861,response,ISIC_6997061.JPG,,ISIC_0069348.JPG,ISIC_0069348.JPG,true,0,keypress(z),500,45389.800000190735,45389.7000002861,39050.372,39051.90000009537,39066.993,45396.091,1,6,1,,ISIC_6997061.JPG
sequence,flow.Sequence,2_0,2023-09-09T16:05:38.572Z,,0,,,6322.7070002861,completion,,,,,true,,,,45390,45389.7000002861,39050.372,39051.90000009537,39066.993,45396.091,1,6,,,
trial,html.Screen,2_1_0,2023-09-09T16:05:41.230Z,,0,0,,2652.109000286102,response,ISIC_0009529.JPG,,ISIC_0057368.JPG,ISIC_0057368.JPG,true,0,keypress(z),500,48048.40000009537,48048.2000002861,45379.243,45390.10000038147,45396.091,48051.107,1,6,2,,ISIC_0009529.JPG
sequence,flow.Sequence,2_1,2023-09-09T16:05:41.231Z,,0,,,2652.109000286102,completion,,,,,true,,,,48048.5,48048.2000002861,45379.243,45390.10000038147,45396.091,48051.107,1,6,,,
trial,html.Screen,2_2_0,2023-09-09T16:05:43.856Z,,0,0,,2622.493000381466,response,ISIC_9758671.JPG,,ISIC_0064954.JPG,ISIC_0064954.JPG,true,0,keypress(z),500,50673.800000190735,50673.60000038147,48034.578,48048.60000038147,48051.107,50689.603,1,6,3,,ISIC_9758671.JPG
sequence,flow.Sequence,2_2,2023-09-09T16:05:43.856Z,,0,,,2622.493000381466,completion,,,,,true,,,,50673.90000009537,50673.60000038147,48034.578,48048.5,48051.107,50689.603,1,6,,,
trial,html.Screen,2_3_0,2023-09-09T16:05:46.321Z,,0,0,,2449.697000190732,response,ISIC_0000080.JPG,,ISIC_0005785.JPG,ISIC_0005785.JPG,true,0,keypress(z),500,53139.40000009537,53139.300000190735,50673.153,50674.10000038147,50689.603,53144.432,1,6,4,,ISIC_0000080.JPG
sequence,flow.Sequence,2_3,2023-09-09T16:05:46.322Z,,0,,,2449.697000190732,completion,,,,,true,,,,53139.7000002861,53139.300000190735,50673.153,50674.10000038147,50689.603,53144.432,1,6,,,
