sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-02T00:58:46.227Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1536,""screen_height"":864,""scroll_width"":1056,""scroll_height"":626,""window_innerWidth"":1056,""window_innerHeight"":674,""devicePixelRatio"":1.25}",,,,35056.28899999991,response,,,,,,consent,click button,,35933.10000000009,35925.89999999991,852.806,944.6000000000931,869.611,35850.608,,,,{},
Welcome,html.Screen,1,2023-09-02T01:00:27.673Z,,,,colourful,101528.59199999971,response,,,,,,continue,click button,,137380.5,137379.19999999972,35834.068,35933.299999999814,35850.608,137297.743,,,,,
trial,html.Screen,2_0_0,2023-09-02T01:00:30.288Z,,0,0,,2696.656999999919,response,ISIC_0025593.JPG,,ISIC_0063388.JPG,ISIC_0063388.JPG,true,0,keypress(z),500,139994.6000000001,139994.3999999999,137281.107,137380.69999999972,137297.743,139904.39,1,6,1,,ISIC_0025593.JPG
sequence,flow.Sequence,2_0,2023-09-02T01:00:30.288Z,,0,,,2696.656999999919,completion,,,,,true,,,,139994.69999999972,139994.3999999999,137281.107,137380.69999999972,137297.743,139904.39,1,6,,,
trial,html.Screen,2_1_0,2023-09-02T01:00:33.509Z,,0,0,,3311.609999999986,response,ISIC_1309015.JPG,,ISIC_0028178.JPG,ISIC_1309015.JPG,true,1,keypress(m),500,143216.19999999972,143216,139889.869,139994.7999999998,139904.39,143131.543,1,6,2,,ISIC_0028178.JPG
sequence,flow.Sequence,2_1,2023-09-02T01:00:33.510Z,,0,,,3311.609999999986,completion,,,,,true,,,,143216.6000000001,143216,139889.869,139994.7999999998,139904.39,143131.543,1,6,,,
trial,html.Screen,2_2_0,2023-09-02T01:00:36.414Z,,0,0,,2989.8569999999017,response,ISIC_3314853.JPG,,ISIC_0031128.JPG,ISIC_3314853.JPG,true,1,keypress(m),500,146121.6000000001,146121.3999999999,143112.923,143216.7999999998,143131.543,146033.332,1,6,3,,ISIC_0031128.JPG
sequence,flow.Sequence,2_2,2023-09-02T01:00:36.415Z,,0,,,2989.8569999999017,completion,,,,,true,,,,146121.69999999972,146121.3999999999,143112.923,143216.69999999972,143131.543,146033.332,1,6,,,
trial,html.Screen,2_3_0,2023-09-02T01:00:40.944Z,,0,0,,4617.668000000005,response,ISIC_8980141.JPG,,ISIC_0031612.JPG,ISIC_8980141.JPG,true,1,keypress(m),500,150651.19999999972,150651,146018.166,146121.69999999972,146033.332,150549.922,1,6,4,,ISIC_0031612.JPG
sequence,flow.Sequence,2_3,2023-09-02T01:00:40.945Z,,0,,,4617.668000000005,completion,,,,,true,,,,150651.69999999972,150651,146018.166,146121.69999999972,146033.332,150549.922,1,6,,,
trial,html.Screen,2_4_0,2023-09-02T01:00:45.610Z,,0,0,,4766.4779999999155,response,ISIC_9721604.JPG,,ISIC_1197737.JPG,ISIC_9721604.JPG,true,1,keypress(m),500,155316.7999999998,155316.3999999999,150547.106,150651.8999999999,150549.922,155216.541,1,6,5,,ISIC_1197737.JPG
sequence,flow.Sequence,2_4,2023-09-02T01:00:45.610Z,,0,,,4766.4779999999155,completion,,,,,true,,,,155316.8999999999,155316.3999999999,150547.106,150651.8999999999,150549.922,155216.541,1,6,,,
