sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-12T00:35:36.128Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1680,""screen_height"":1050,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,39200.825,response,,,,,,consent,click button,,39791,39782,564.487,580.8000001907349,581.175,39790.867,,,,{},
Welcome,html.Screen,1,2023-09-12T00:35:36.704Z,,,,symmetry,574.8330002861039,response,,,,,,continue,click button,,40366.40000009537,40365.7000002861,39774.357,39791.40000009537,39790.867,40392.045,,,,,
trial,html.Screen,2_0_0,2023-09-12T00:35:48.219Z,,0,0,,11522.432,timeout,ISIC_6997061.JPG,,ISIC_0069348.JPG,,true,,,500,51881.90000009537,51881.60000038147,40375.455,40366.60000038147,40392.045,51914.477,1,6,1,,
sequence,flow.Sequence,2_0,2023-09-12T00:35:48.220Z,,0,,,11489.555000381471,completion,,,,,true,,,,51882.2000002861,51881.60000038147,40375.455,40366.60000038147,40392.045,51914.477,1,6,,,
trial,html.Screen,2_1_0,2023-09-12T00:35:51.117Z,,0,0,,2865.2230002861033,response,ISIC_0009529.JPG,,ISIC_0057368.JPG,ISIC_0057368.JPG,true,0,keypress(z),500,54779.90000009537,54779.7000002861,51897.822,51882.40000009537,51914.477,54786.764,1,6,2,,ISIC_0009529.JPG
sequence,flow.Sequence,2_1,2023-09-12T00:35:51.117Z,,0,,,2865.2230002861033,completion,,,,,true,,,,54780.10000038147,54779.7000002861,51897.822,51882.300000190735,51914.477,54786.764,1,6,,,
trial,html.Screen,2_2_0,2023-09-12T00:35:54.403Z,,0,0,,3278.9360002860994,response,ISIC_0064954.JPG,,ISIC_9758671.JPG,ISIC_9758671.JPG,true,0,keypress(z),500,58065.800000190735,58065.7000002861,54770.057,54780.2000002861,54786.764,58076.443,1,6,3,,ISIC_0064954.JPG
sequence,flow.Sequence,2_2,2023-09-12T00:35:54.403Z,,0,,,3278.9360002860994,completion,,,,,true,,,,58066,58065.7000002861,54770.057,54780.2000002861,54786.764,58076.443,1,6,,,
trial,html.Screen,2_3_0,2023-09-12T00:35:57.596Z,,0,0,,3181.6570003814704,response,ISIC_0005785.JPG,,ISIC_0000080.JPG,ISIC_0005785.JPG,true,1,keypress(m),500,61258.300000190735,61258.10000038147,58059.757,58066,58076.443,61265.928,1,6,4,,ISIC_0000080.JPG
sequence,flow.Sequence,2_3,2023-09-12T00:35:57.597Z,,0,,,3181.6570003814704,completion,,,,,true,,,,61258.60000038147,61258.10000038147,58059.757,58066,58076.443,61265.928,1,6,,,
trial,html.Screen,2_4_0,2023-09-12T00:36:03.343Z,,0,0,,5738.772000286102,response,ISIC_5390060.JPG,,ISIC_7944028.JPG,ISIC_5390060.JPG,true,1,keypress(m),500,67004.90000009537,67004.7000002861,61249.29,61258.7000002861,61265.928,67010.579,1,6,5,,ISIC_7944028.JPG
sequence,flow.Sequence,2_4,2023-09-12T00:36:03.343Z,,0,,,5738.772000286102,completion,,,,,true,,,,67005,67004.7000002861,61249.29,61258.7000002861,61265.928,67010.579,1,6,,,
trial,html.Screen,2_5_0,2023-09-12T00:36:06.919Z,,0,0,,3569.921000000002,response,ISIC_0010188.JPG,,ISIC_0794216.JPG,ISIC_0010188.JPG,true,1,keypress(m),500,70580.7000002861,70580.5,66993.946,67005.10000038147,67010.579,70584.081,1,6,6,,ISIC_0794216.JPG
sequence,flow.Sequence,2_5,2023-09-12T00:36:06.919Z,,0,,,3569.921000000002,completion,,,,,true,,,,70580.90000009537,70580.5,66993.946,67005.10000038147,67010.579,70584.081,1,6,,,
loop,flow.Loop,2,2023-09-12T00:36:06.919Z,,,,,30188.455,completion,,,,,true,,,,70581,70580.5,40375.455,40366.5,40392.045,70584.081,1,6,,,
