sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-08T17:45:27.266Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1680,""screen_height"":1050,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,49451.98000014305,response,,,,,,consent,click button,,49995.5,49994.60000014305,525.978,606.9000000953674,542.62,49938.75,,,,{},
Welcome,html.Screen,1,2023-09-08T17:47:51.285Z,,,,colourful,144073.95000004768,response,,,,,,continue,click button,,194013.29999995232,194012.70000004768,49922.074,49995.799999952316,49938.75,193952.386,,,,,
trial,html.Screen,2_0_0,2023-09-08T17:48:02.783Z,,0,0,,11522.432,timeout,ISIC_0025593.JPG,,ISIC_0063388.JPG,,true,,,500,205510.29999995232,205510.20000004768,193935.854,194013.5,193952.386,205474.818,1,6,1,,
sequence,flow.Sequence,2_0,2023-09-08T17:48:02.784Z,,0,,,11557.814000047685,completion,,,,,true,,,,205510.5,205510.20000004768,193935.854,194013.40000009537,193952.386,205474.818,1,6,,,
trial,html.Screen,2_1_0,2023-09-08T17:48:14.305Z,,0,0,,11522.396999999997,timeout,ISIC_1309015.JPG,,ISIC_0028178.JPG,,true,,,500,217032.40000009537,217032.29999995232,205458.102,205510.60000014305,205474.818,216997.215,1,6,2,,
sequence,flow.Sequence,2_1,2023-09-08T17:48:14.306Z,,0,,,11557.481999952317,completion,,,,,true,,,,217032.60000014305,217032.29999995232,205458.102,205510.60000014305,205474.818,216997.215,1,6,,,
trial,html.Screen,2_2_0,2023-09-08T17:48:25.828Z,,0,0,,11522.627000000008,timeout,ISIC_3314853.JPG,,ISIC_0031128.JPG,,true,,,500,228555,228554.79999995232,216980.537,217032.70000004768,216997.215,228519.842,1,6,3,,
sequence,flow.Sequence,2_2,2023-09-08T17:48:25.828Z,,0,,,11557.58499995232,completion,,,,,true,,,,228555.29999995232,228554.79999995232,216980.537,217032.60000014305,216997.215,228519.842,1,6,,,
trial,html.Screen,2_3_0,2023-09-08T17:48:37.351Z,,0,0,,11522.290000000008,timeout,ISIC_8980141.JPG,,ISIC_0031612.JPG,,true,,,500,240077.60000014305,240077.40000009537,228503.132,228555.40000009537,228519.842,240042.132,1,6,4,,
sequence,flow.Sequence,2_3,2023-09-08T17:48:37.351Z,,0,,,11557.558000095363,completion,,,,,true,,,,240077.79999995232,240077.40000009537,228503.132,228555.40000009537,228519.842,240042.132,1,6,,,
trial,html.Screen,2_4_0,2023-09-08T17:48:48.874Z,,0,0,,11522.36499999999,timeout,ISIC_9721604.JPG,,ISIC_1197737.JPG,,true,,,500,251600.70000004768,251600.29999995232,240025.415,240078,240042.132,251564.497,1,6,5,,
sequence,flow.Sequence,2_4,2023-09-08T17:48:48.874Z,,0,,,11558.167999952304,completion,,,,,true,,,,251601.29999995232,251600.29999995232,240025.415,240077.90000009537,240042.132,251564.497,1,6,,,
trial,html.Screen,2_5_0,2023-09-08T17:49:00.396Z,,0,0,,11522.42299999998,timeout,ISIC_0010681.JPG,,ISIC_0025346.JPG,,true,,,500,263122.2999999523,263122.10000014305,251547.817,251601.5,251564.497,263086.92,1,6,6,,
sequence,flow.Sequence,2_5,2023-09-08T17:49:00.396Z,,0,,,11557.603000143048,completion,,,,,true,,,,263122.40000009537,263122.10000014305,251547.817,251601.40000009537,251564.497,263086.92,1,6,,,
loop,flow.Loop,2,2023-09-08T17:49:00.396Z,,,,,69169.71400014305,completion,,,,,true,,,,263122.60000014305,263122.10000014305,193935.854,194013.40000009537,193952.386,263086.92,1,6,,,
exp_instructions,html.Screen,3,2023-09-08T17:49:46.909Z,,,,,46541.080000000016,response,,,,,,continue,keypress(Space),,309635.60000014305,309628,263070.221,263122.7999999523,263086.92,309560.654,,,,,
trial,html.Screen,4_0_0,2023-09-08T17:49:53.792Z,,0,1,,6957.446000143071,response,ISIC_2454898.JPG,5,ISIC_2776906.JPG,ISIC_2454898.JPG,false,1,keypress(m),500,316518.40000009537,316518.10000014305,309543.987,309635.7000000477,309560.654,316457.494,8,400,1,,ISIC_2776906.JPG
break,html.Screen,4_0_1,2023-09-08T17:49:53.793Z,,0,,,NaN,,,,,,false,,,,316519.60000014305,316519.2999999523,,316518.7000000477,,316457.494,8,400,,,
break_continue,html.Screen,4_0_2,2023-09-08T17:49:53.794Z,,0,,,NaN,,,,,,false,,,,316520.10000014305,316519.90000009537,,316519.7000000477,,316457.494,8,400,,,
sequence,flow.Sequence,4_0,2023-09-08T17:49:53.794Z,,0,,,6959.246000095387,completion,,,,,false,,,,316520.2999999523,316519.90000009537,309543.987,309635.7000000477,309560.654,316457.494,8,400,,,
trial,html.Screen,4_1_0,2023-09-08T17:50:01.579Z,,0,1,,7847.206000047678,response,ISIC_0010550.JPG,5,ISIC_0012653.JPG,ISIC_0012653.JPG,false,0,keypress(z),500,324305,324304.7000000477,316440.892,316520.40000009537,316457.494,324239.298,8,400,2,,ISIC_0010550.JPG
break,html.Screen,4_1_1,2023-09-08T17:50:01.580Z,,0,,,NaN,,,,,,false,,,,324305.7000000477,324305.40000009537,,324305.2000000477,,324239.298,8,400,,,
break_continue,html.Screen,4_1_2,2023-09-08T17:50:01.580Z,,0,,,NaN,,,,,,false,,,,324305.90000009537,324305.90000009537,,324305.7999999523,,324239.298,8,400,,,
sequence,flow.Sequence,4_1,2023-09-08T17:50:01.580Z,,0,,,7848.406000095361,completion,,,,,false,,,,324306.2000000477,324305.90000009537,316440.892,316520.40000009537,316457.494,324239.298,8,400,,,
trial,html.Screen,4_2_0,2023-09-08T17:50:10.046Z,,0,1,,8532.20199999999,response,ISIC_0034317.JPG,6,ISIC_4653503.JPG,ISIC_4653503.JPG,false,0,keypress(z),500,332771.7000000477,332771.5,324222.555,324306.2999999523,324239.298,332705.745,8,400,3,,ISIC_0034317.JPG
break,html.Screen,4_2_1,2023-09-08T17:50:10.046Z,,0,,,NaN,,,,,,false,,,,332772.2000000477,332772,,332771.7999999523,,332705.745,8,400,,,
break_continue,html.Screen,4_2_2,2023-09-08T17:50:10.047Z,,0,,,NaN,,,,,,false,,,,332772.5,332772.40000009537,,332772.2999999523,,332705.745,8,400,,,
sequence,flow.Sequence,4_2,2023-09-08T17:50:10.047Z,,0,,,8533.102000095358,completion,,,,,false,,,,332772.7000000477,332772.40000009537,324222.555,324306.2999999523,324239.298,332705.745,8,400,,,
trial,html.Screen,4_3_0,2023-09-08T17:50:19.360Z,,0,1,,9380.355000143056,response,ISIC_7244604.JPG,6,ISIC_0029639.JPG,ISIC_7244604.JPG,false,1,keypress(m),500,342086.2999999523,342086.10000014305,332689.062,332772.7999999523,332705.745,342023.848,8,400,4,,ISIC_0029639.JPG
break,html.Screen,4_3_1,2023-09-08T17:50:19.361Z,,0,,,NaN,,,,,,false,,,,342086.60000014305,342086.5,,342086.2999999523,,342023.848,8,400,,,
break_continue,html.Screen,4_3_2,2023-09-08T17:50:19.361Z,,0,,,NaN,,,,,,false,,,,342086.7999999523,342086.7999999523,,342086.60000014305,,342023.848,8,400,,,
sequence,flow.Sequence,4_3,2023-09-08T17:50:19.361Z,,0,,,9381.054999952321,completion,,,,,false,,,,342086.7999999523,342086.7999999523,332689.062,332772.7999999523,332705.745,342023.848,8,400,,,
trial,html.Screen,4_4_0,2023-09-08T17:50:27.891Z,,0,1,,8592.55200009537,response,ISIC_2987613.JPG,6,ISIC_0013917.JPG,ISIC_0013917.JPG,false,0,keypress(z),500,350616.60000014305,350616.40000009537,342007.198,342087,342023.848,350557.274,8,400,5,,ISIC_2987613.JPG
break,html.Screen,4_4_1,2023-09-08T17:50:27.891Z,,0,,,NaN,,,,,,false,,,,350616.90000009537,350616.90000009537,,350616.7000000477,,350557.274,8,400,,,
break_continue,html.Screen,4_4_2,2023-09-08T17:50:27.891Z,,0,,,NaN,,,,,,false,,,,350617.2999999523,350617.2000000477,,350617.10000014305,,350557.274,8,400,,,
sequence,flow.Sequence,4_4,2023-09-08T17:50:27.892Z,,0,,,8593.352000047686,completion,,,,,false,,,,350617.40000009537,350617.2000000477,342007.198,342086.90000009537,342023.848,350557.274,8,400,,,
trial,html.Screen,4_5_0,2023-09-08T17:50:37.083Z,,0,1,,9251.626000095392,response,ISIC_9950866.JPG,5,ISIC_0011227.JPG,ISIC_0011227.JPG,false,0,keypress(z),500,359809,359808.90000009537,350540.465,350617.40000009537,350557.274,359741.676,8,400,6,,ISIC_9950866.JPG
