sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-07T23:19:07.665Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":2560,""screen_height"":1440,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,5389.5260001430515,response,,,,,,consent,click button,,6046.400000095367,6045.600000143051,639.415,856.4000000953674,656.074,5849.521,,,,{},
Welcome,html.Screen,1,2023-09-07T23:19:09.275Z,,,,irregular,1806.179000047684,response,,,,,,continue,click button,,7656.400000095367,7655.700000047684,5832.837,6046.600000143051,5849.521,7452.703,,,,,
trial,html.Screen,2_0_0,2023-09-07T23:19:14.964Z,,0,0,,5892.497000047683,response,ISIC_4679428.JPG,,ISIC_0061792.JPG,ISIC_0061792.JPG,true,0,keypress(z),500,13345.300000190735,13345.200000047684,7435.929,7656.5,7452.703,13130.427,1,6,1,,ISIC_4679428.JPG
sequence,flow.Sequence,2_0,2023-09-07T23:19:14.964Z,,0,,,5892.497000047683,completion,,,,,true,,,,13345.700000047684,13345.200000047684,7435.929,7656.5,7452.703,13130.427,1,6,,,
trial,html.Screen,2_1_0,2023-09-07T23:19:18.022Z,,0,0,,3272.6730001430515,response,ISIC_0776486.JPG,,ISIC_5199497.JPG,ISIC_0776486.JPG,true,1,keypress(m),500,16403.300000190735,16403.10000014305,13113.672,13345.800000190735,13130.427,16186.246,1,6,2,,ISIC_5199497.JPG
sequence,flow.Sequence,2_1,2023-09-07T23:19:18.022Z,,0,,,3272.6730001430515,completion,,,,,true,,,,16403.60000014305,16403.10000014305,13113.672,13345.800000190735,13130.427,16186.246,1,6,,,
trial,html.Screen,2_2_0,2023-09-07T23:19:21.771Z,,0,0,,3966.1540000953682,response,ISIC_2556187.JPG,,ISIC_8575776.JPG,ISIC_8575776.JPG,true,0,keypress(z),500,20152.60000014305,20152.400000095367,16169.745,16403.800000190735,16186.246,19943.693,1,6,3,,ISIC_2556187.JPG
sequence,flow.Sequence,2_2,2023-09-07T23:19:21.771Z,,0,,,3966.1540000953682,completion,,,,,true,,,,20152.700000047684,20152.400000095367,16169.745,16403.700000047684,16186.246,19943.693,1,6,,,
trial,html.Screen,2_3_0,2023-09-07T23:19:25.523Z,,0,0,,3960.907000143052,response,ISIC_9238366.JPG,,ISIC_8141769.JPG,ISIC_9238366.JPG,true,1,keypress(m),500,23904.700000047684,23904.60000014305,19927.056,20152.800000190735,19943.693,23700.925,1,6,4,,ISIC_8141769.JPG
sequence,flow.Sequence,2_3,2023-09-07T23:19:25.523Z,,0,,,3960.907000143052,completion,,,,,true,,,,23904.900000095367,23904.60000014305,19927.056,20152.800000190735,19943.693,23700.925,1,6,,,
trial,html.Screen,2_4_0,2023-09-07T23:19:28.488Z,,0,0,,3168.675000143052,response,ISIC_9959593.JPG,,ISIC_8949026.JPG,ISIC_8949026.JPG,true,0,keypress(z),500,26869.800000190735,26869.60000014305,23684.174,23905.10000014305,23700.925,26656.682,1,6,5,,ISIC_9959593.JPG
sequence,flow.Sequence,2_4,2023-09-07T23:19:28.488Z,,0,,,3168.675000143052,completion,,,,,true,,,,26869.900000095367,26869.60000014305,23684.174,23905,23700.925,26656.682,1,6,,,
trial,html.Screen,2_5_0,2023-09-07T23:19:33.145Z,,0,0,,4870.518000047683,response,ISIC_0460240.JPG,,ISIC_0010479.JPG,ISIC_0460240.JPG,true,1,keypress(m),500,31527.400000095367,31527.200000047684,26640.143,26870,26656.682,31315.741,1,6,6,,ISIC_0010479.JPG
sequence,flow.Sequence,2_5,2023-09-07T23:19:33.146Z,,0,,,4870.518000047683,completion,,,,,true,,,,31527.400000095367,31527.200000047684,26640.143,26870,26656.682,31315.741,1,6,,,
