sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-08T17:06:49.160Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1280,""screen_height"":720,""scroll_width"":1108,""scroll_height"":600,""window_innerWidth"":1108,""window_innerHeight"":648,""devicePixelRatio"":1.5}",,,,3734.365000011921,response,,,,,,consent,click button,,4809.9000000059605,4808.800000011921,1057.788,1044.800000011921,1074.435,4821.246,,,,{},
Welcome,html.Screen,1,2023-09-08T17:06:50.137Z,,,,asymmetry,964.0540000119208,response,,,,,,continue,click button,,5786.699999988079,5785.300000011921,4804.544,4810.199999988079,4821.246,5810.636,,,,,
trial,html.Screen,2_0_0,2023-09-08T17:06:55.061Z,,0,0,,4899.364,response,ISIC_0069348.JPG,,ISIC_6997061.JPG,ISIC_6997061.JPG,true,0,keypress(z),500,10710.300000011921,10710,5770.509,5786.9000000059605,5810.636,10716.483,1,6,1,,ISIC_0069348.JPG
sequence,flow.Sequence,2_0,2023-09-08T17:06:55.061Z,,0,,,4899.364,completion,,,,,true,,,,10710.699999988079,10710,5770.509,5786.9000000059605,5810.636,10716.483,1,6,,,
trial,html.Screen,2_1_0,2023-09-08T17:06:57.950Z,,0,0,,2882.8170000119208,response,ISIC_0009529.JPG,,ISIC_0057368.JPG,ISIC_0009529.JPG,true,1,keypress(m),500,13599.5,13599.300000011921,10699.918,10710.90000000596,10716.483,13614.056,1,6,2,,ISIC_0057368.JPG
sequence,flow.Sequence,2_1,2023-09-08T17:06:57.950Z,,0,,,2882.8170000119208,completion,,,,,true,,,,13599.699999988079,13599.300000011921,10699.918,10710.800000011921,10716.483,13614.056,1,6,,,
trial,html.Screen,2_2_0,2023-09-08T17:07:01.478Z,,0,0,,3513.6439999880786,response,ISIC_0064954.JPG,,ISIC_9758671.JPG,ISIC_0064954.JPG,true,1,keypress(m),500,17127.80000001192,17127.69999998808,13597.275,13599.699999988079,13614.056,17144.572,1,6,3,,ISIC_9758671.JPG
sequence,flow.Sequence,2_2,2023-09-08T17:07:01.478Z,,0,,,3513.6439999880786,completion,,,,,true,,,,17128,17127.69999998808,13597.275,13599.699999988079,13614.056,17144.572,1,6,,,
trial,html.Screen,2_3_0,2023-09-08T17:07:04.617Z,,0,0,,3121.8280000059603,response,ISIC_0005785.JPG,,ISIC_0000080.JPG,ISIC_0000080.JPG,true,0,keypress(z),500,20266.5,20266.40000000596,17127.786,17128.09999999404,17144.572,20275.323,1,6,4,,ISIC_0005785.JPG
sequence,flow.Sequence,2_3,2023-09-08T17:07:04.617Z,,0,,,3121.8280000059603,completion,,,,,true,,,,20266.59999999404,20266.40000000596,17127.786,17128.09999999404,17144.572,20275.323,1,6,,,
