sender,sender_type,sender_id,timestamp,meta,,blockNo,condition,duration,ended_on,img_left,img_reveal,img_right,loser,practice,response,response_action,selection_duration,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url,winner
informed_consent,html.Screen,0,2023-09-11T20:04:37.008Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-AU"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":1680,""screen_height"":1050,""scroll_width"":1296,""scroll_height"":688,""window_innerWidth"":1296,""window_innerHeight"":736,""devicePixelRatio"":1}",,,,3989.4659999046326,response,,,,,,consent,click button,,4565.700000286102,4564.599999904633,558.491,546.4000000953674,575.134,4566.254,,,,{},
Welcome,html.Screen,1,2023-09-11T20:04:37.336Z,,,,uniform,326.1460000953675,response,,,,,,continue,click button,,4892.900000095367,4892.400000095367,4549.612,4566,4566.254,4900.238,,,,,
trial,html.Screen,2_0_0,2023-09-11T20:04:48.833Z,,0,0,,11522.528999999999,timeout,ISIC_0025593.JPG,,ISIC_0063388.JPG,,true,,,500,16389.900000095367,16389.700000286102,4883.622,4893.099999904633,4900.238,16422.767,1,6,1,,
sequence,flow.Sequence,2_0,2023-09-11T20:04:48.833Z,,0,,,11489.462000286101,completion,,,,,true,,,,16390.300000190735,16389.700000286102,4883.622,4893.099999904633,4900.238,16422.767,1,6,,,
trial,html.Screen,2_1_0,2023-09-11T20:05:00.355Z,,0,0,,11522.332999999999,timeout,ISIC_0028178.JPG,,ISIC_1309015.JPG,,true,,,500,27912.700000286102,27912.300000190735,16405.955,16390.400000095367,16422.767,27945.1,1,6,2,,
sequence,flow.Sequence,2_1,2023-09-11T20:05:00.356Z,,0,,,11489.533000190735,completion,,,,,true,,,,27913,27912.300000190735,16405.955,16390.300000190735,16422.767,27945.1,1,6,,,
trial,html.Screen,2_2_0,2023-09-11T20:05:08.600Z,,0,0,,8210.700000190736,response,ISIC_3314853.JPG,,ISIC_0031128.JPG,ISIC_0031128.JPG,true,0,keypress(z),500,36156.09999990463,36155.800000190735,27928.337,27913.099999904633,27945.1,36161.138,1,6,3,,ISIC_3314853.JPG
sequence,flow.Sequence,2_2,2023-09-11T20:05:08.600Z,,0,,,8210.700000190736,completion,,,,,true,,,,36156.300000190735,36155.800000190735,27928.337,27913.099999904633,27945.1,36161.138,1,6,,,
trial,html.Screen,2_3_0,2023-09-11T20:05:14.042Z,,0,0,,5436.562000286103,response,ISIC_0031612.JPG,,ISIC_8980141.JPG,ISIC_0031612.JPG,true,1,keypress(m),500,41597.90000009537,41597.7000002861,36144.361,36156.40000009537,36161.138,41605,1,6,4,,ISIC_8980141.JPG
sequence,flow.Sequence,2_3,2023-09-11T20:05:14.042Z,,0,,,5436.562000286103,completion,,,,,true,,,,41598.09999990463,41597.7000002861,36144.361,36156.300000190735,36161.138,41605,1,6,,,
trial,html.Screen,2_4_0,2023-09-11T20:05:18.988Z,,0,0,,4938.800000190735,response,ISIC_1197737.JPG,,ISIC_9721604.JPG,ISIC_1197737.JPG,true,1,keypress(m),500,46544.2000002861,46543.800000190735,41588.29,41598.2000002861,41605,46564.661,1,6,5,,ISIC_9721604.JPG
sequence,flow.Sequence,2_4,2023-09-11T20:05:18.989Z,,0,,,4938.800000190735,completion,,,,,true,,,,46544.90000009537,46543.800000190735,41588.29,41598.2000002861,41605,46564.661,1,6,,,
trial,html.Screen,2_5_0,2023-09-11T20:05:23.399Z,,0,0,,4389.639000190735,response,ISIC_0025346.JPG,,ISIC_0010681.JPG,ISIC_0010681.JPG,true,0,keypress(z),500,50954.40000009537,50954.300000190735,46531.374,46545.09999990463,46564.661,50956.536,1,6,6,,ISIC_0025346.JPG
sequence,flow.Sequence,2_5,2023-09-11T20:05:23.399Z,,0,,,4389.639000190735,completion,,,,,true,,,,50954.59999990463,50954.300000190735,46531.374,46545.09999990463,46564.661,50956.536,1,6,,,
loop,flow.Loop,2,2023-09-11T20:05:23.399Z,,,,,46054.06200019074,completion,,,,,true,,,,50954.7000002861,50954.300000190735,4883.622,4893.099999904633,4900.238,50956.536,1,6,,,
exp_instructions,html.Screen,3,2023-09-11T20:33:26.583Z,,,,,1683160.2640001907,response,,,,,,continue,keypress(Space),,1734117.200000286,1734116.8000001907,50939.904,50954.800000190735,50956.536,1734148.732,,,,,
trial,html.Screen,4_0_0,2023-09-11T20:33:33.708Z,,0,1,,7093.867999904556,response,ISIC_0032836.JPG,6,ISIC_2211136.JPG,ISIC_2211136.JPG,false,0,keypress(z),500,1741242.700000286,1741242.5999999046,1734132.072,1734117.3000001907,1734148.732,1741245.854,8,400,1,,ISIC_0032836.JPG
break,html.Screen,4_0_1,2023-09-11T20:33:33.709Z,,0,,,NaN,,,,,,false,,,,1741243.8000001907,1741243.5,,1741243,,1741245.854,8,400,,,
break_continue,html.Screen,4_0_2,2023-09-11T20:33:33.710Z,,0,,,NaN,,,,,,false,,,,1741244.3000001907,1741244.0999999046,,1741243.9000000954,,1741245.854,8,400,,,
sequence,flow.Sequence,4_0,2023-09-11T20:33:33.710Z,,0,,,7095.367999904556,completion,,,,,false,,,,1741244.5,1741244.0999999046,1734132.072,1734117.3000001907,1734148.732,1741245.854,8,400,,,
trial,html.Screen,4_1_0,2023-09-11T20:33:40.840Z,,0,1,,7128.64599999995,response,ISIC_1418304.JPG,5,ISIC_0026868.JPG,ISIC_0026868.JPG,false,0,keypress(z),500,1748374.700000286,1748374.5,1741229.182,1741244.700000286,1741245.854,1748376.374,8,400,2,,ISIC_1418304.JPG
break,html.Screen,4_1_1,2023-09-11T20:33:40.841Z,,0,,,NaN,,,,,,false,,,,1748375.0999999046,1748375,,1748374.700000286,,1748376.374,8,400,,,
break_continue,html.Screen,4_1_2,2023-09-11T20:33:40.841Z,,0,,,NaN,,,,,,false,,,,1748375.3000001907,1748375.3000001907,,1748375.200000286,,1748376.374,8,400,,,
sequence,flow.Sequence,4_1,2023-09-11T20:33:40.841Z,,0,,,7129.446000190685,completion,,,,,false,,,,1748375.4000000954,1748375.3000001907,1741229.182,1741244.5999999046,1741245.854,1748376.374,8,400,,,
trial,html.Screen,4_2_0,2023-09-11T20:33:50.858Z,,0,1,,10016.326000286033,response,ISIC_0011793.JPG,5,ISIC_0817140.JPG,ISIC_0011793.JPG,false,1,keypress(m),500,1758392.8000001907,1758392.700000286,1748359.704,1748375.5,1748376.374,1758395.927,8,400,3,,ISIC_0817140.JPG
break,html.Screen,4_2_1,2023-09-11T20:33:50.859Z,,0,,,NaN,,,,,,false,,,,1758393.4000000954,1758393.200000286,,1758393,,1758395.927,8,400,,,
break_continue,html.Screen,4_2_2,2023-09-11T20:33:50.859Z,,0,,,NaN,,,,,,false,,,,1758393.700000286,1758393.5999999046,,1758393.5,,1758395.927,8,400,,,
sequence,flow.Sequence,4_2,2023-09-11T20:33:50.859Z,,0,,,10017.225999904564,completion,,,,,false,,,,1758393.9000000954,1758393.5999999046,1748359.704,1748375.5,1748376.374,1758395.927,8,400,,,
trial,html.Screen,4_3_0,2023-09-11T20:33:57.953Z,,0,1,,7091.773000286194,response,ISIC_0011855.JPG,4,ISIC_0061336.JPG,ISIC_0061336.JPG,false,0,keypress(z),500,1765487.9000000954,1765487.700000286,1758379.226,1758393.9000000954,1758395.927,1765493.049,8,400,4,,ISIC_0011855.JPG
