sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-17T22:23:56.038Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1680,""screen_height"":1050,""scroll_width"":825,""scroll_height"":888,""window_innerWidth"":825,""window_innerHeight"":936,""devicePixelRatio"":1}",,,,,,,,,,63669.50600003576,response,,,,,,,,,,,,,,,,consent,click button,,,64325.60000002384,64316.90000003576,630.676,824.6999999880791,647.394,64138.003,,,,{}
Demography form,html.Form,1,2023-11-17T22:24:02.783Z,,,22,,,,,,,,6931.797000011924,form submission,,,,,,,,,male,,,,,,,,,,,71069.90000003576,71069.80000001192,64104.242,64325.69999998808,64138.003,70884.268,,,,
Welcome,html.Screen,2,2023-11-17T22:25:12.470Z,,,,,,,"[""asym"",""bor""]",,,,69872.63200003577,response,,,,,,,,,,,,,,,,continue,click button,,,140757.5,140756.90000003576,70867.426,71070.10000002384,70884.268,140586.698,,,,
demo_instructions,html.Screen,3,2023-11-17T22:26:24.303Z,,,,,,,,,,,72002.10200001192,response,,,,,,,,,,,,,,,,continue,click button,,,212589.60000002384,212588.80000001192,140569.784,140757.69999998808,140586.698,212442.979,,,,
trial,html.Screen,4_0_0,2023-11-17T22:26:44.905Z,,,,0,1.276222161935671,-0.9657780821973284,,,true,lh,20749.021000000008,response,-0.8534691366511764,1.2,-1.2,1.03975580494588,1.2,-1.2,low,high,,ISIC_6710411.JPG,,ISIC_0056788.JPG,26,true,0.3600000000000002,lh,keypress(e),100,false,233192.19999998808,233192,212376.178,212589.69999998808,212442.979,233016.382,1,16,1,
sequence,flow.Sequence,4_0,2023-11-17T22:26:44.906Z,,,,,,,,,,,20749.021000000008,completion,,,,,,,low,high,,,,,,true,,,,,false,233192.30000001192,233192,212376.178,212589.69999998808,212442.979,233016.382,1,16,,
trial,html.Screen,4_1_0,2023-11-17T22:27:02.349Z,,,,0,0.9873794329144926,-0.7991077882008257,,,true,lh,17618.71800002383,response,-1.011737552725394,1.2,-1.2,0.8500530224490773,1.2,-1.2,low,high,,ISIC_0013498.JPG,,ISIC_2998367.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,250635.30000001192,250635.10000002384,232999.684,233192.40000003576,233016.382,250467.018,1,16,2,
sequence,flow.Sequence,4_1,2023-11-17T22:27:02.349Z,,,,,,,,,,,17618.71800002383,completion,,,,,,,low,high,,,,,,true,,,,,false,250635.5,250635.10000002384,232999.684,233192.40000003576,233016.382,250467.018,1,16,,
trial,html.Screen,4_2_0,2023-11-17T22:27:19.213Z,,,,0,0.8947611078712571,-0.8960964505004638,,,true,lh,17032.98199999999,response,-0.9696118525781644,1.2,-1.2,0.9244148283103414,1.2,-1.2,low,high,,ISIC_6441128.JPG,,ISIC_7927525.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,267500.10000002384,267500,250450.318,250635.5,250467.018,267333.165,1,16,3,
sequence,flow.Sequence,4_2,2023-11-17T22:27:19.214Z,,,,,,,,,,,17032.98199999999,completion,,,,,,,low,high,,,,,,true,,,,,false,267500.3000000119,267500,250450.318,250635.5,250467.018,267333.165,1,16,,
