sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-17T16:31:34.937Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,21422.40799997616,response,,,,,,,,,,,,,,,,consent,click button,,,22255.399999976158,22247.399999976158,808.183,797.0999999940395,824.992,22262.957,,,,{}
Demography form,html.Form,1,2023-11-17T16:31:40.813Z,,,18,,,,,,,,5867.642999994041,form submission,,,,,,,,,male,,,,,,,,,,,28130.69999998808,28130.59999999404,22246.425,22255.69999998808,22262.957,28152.303,,,,
Welcome,html.Screen,2,2023-11-17T16:32:47.059Z,,,,,,,"[""asym"",""col""]",,,,66223.29699999404,response,,,,,,,,,,,,,,,,continue,click button,,,94376.19999998808,94375.59999999404,28135.561,28130.79999998212,28152.303,94385.202,,,,
demo_instructions,html.Screen,3,2023-11-17T16:33:31.443Z,,,,,,,,,,,44374.597999982114,response,,,,,,,,,,,,,,,,continue,click button,,,138760.39999997616,138759.79999998212,94368.6,94376.29999998212,94385.202,138796.28,,,,
trial,html.Screen,4_0_0,2023-11-17T16:33:38.092Z,,,,0,0.9212323139676136,-0.9882196642247332,,,true,lh,6612.819999994041,response,-0.8479396253253069,1.2,-1.2,1.011054319516718,1.2,-1.2,low,high,,ISIC_0014255.JPG,,ISIC_0063521.JPG,29,true,0.3600000000000002,lh,keypress(e),100,false,145409.39999997616,145409.09999999404,138746.463,138760.5,138796.28,145436.327,1,16,1,
sequence,flow.Sequence,4_0,2023-11-17T16:33:38.109Z,,,,,,,,,,,6612.819999994041,completion,,,,,,,low,high,,,,,,true,,,,,false,145426,145409.09999999404,138746.463,138760.5,138796.28,145436.327,1,16,,
trial,html.Screen,4_1_0,2023-11-17T16:33:42.352Z,,,,0,1.296989496412063,-1.1425074323097002,,,true,lh,4232.772999994049,response,-0.8479396253253069,1.2,-1.2,1.011054319516718,1.2,-1.2,low,high,,ISIC_6356803.JPG,,ISIC_0063521.JPG,29,true,0.3600000000000002,lh,keypress(e),100,false,149669.29999998212,149669.09999999404,145419.657,145426.09999999404,145436.327,149690.555,1,16,2,
sequence,flow.Sequence,4_1,2023-11-17T16:33:42.353Z,,,,,,,,,,,4232.772999994049,completion,,,,,,,low,high,,,,,,true,,,,,false,149669.69999998808,149669.09999999404,145419.657,145426.09999999404,145436.327,149690.555,1,16,,
trial,html.Screen,4_2_0,2023-11-17T16:33:47.688Z,,,,0,1.2609895831255231,-1.0687377724194886,,,true,lh,5313.744999982126,response,-0.8494721812820843,1.2,-1.2,1.3435429139974266,1.2,-1.2,low,high,,ISIC_1367610.JPG,,ISIC_0033585.JPG,29,true,0.3600000000000002,lh,keypress(e),100,false,155004.59999999404,155004.29999998212,149673.868,149669.89999997616,149690.555,155029.465,1,16,3,
sequence,flow.Sequence,4_2,2023-11-17T16:33:47.688Z,,,,,,,,,,,5313.744999982126,completion,,,,,,,low,high,,,,,,true,,,,,false,155004.89999997616,155004.29999998212,149673.868,149669.79999998212,149690.555,155029.465,1,16,,
