sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-17T17:24:05.063Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1680,""screen_height"":1050,""scroll_width"":825,""scroll_height"":888,""window_innerWidth"":825,""window_innerHeight"":936,""devicePixelRatio"":1}",,,,,,,,,,17458.136999964237,response,,,,,,,,,,,,,,,,consent,click button,,,18157.799999952316,18149.099999964237,674.315,861.6999999880791,690.963,17974.606,,,,{}
Demography form,html.Form,1,2023-11-17T17:24:12.615Z,,,18,,,,,,,,7734.894,form submission,,,,,,,,,male,,,,,,,,,,,25709.599999964237,25709.5,17957.897,18158,17974.606,25522.58,,,,
Welcome,html.Screen,2,2023-11-17T17:24:26.255Z,,,,,,,"[""bor"",""col""]",,,,13826.619999988077,response,,,,,,,,,,,,,,,,continue,click button,,,39349.799999952316,39349.19999998808,25505.941,25709.799999952316,25522.58,39165.847,,,,
demo_instructions,html.Screen,3,2023-11-17T17:25:13.879Z,,,,,,,,,,,47807.35299998808,response,,,,,,,,,,,,,,,,continue,click button,,,86973.69999998808,86973.19999998808,39149.348,39349.89999997616,39165.847,86841.954,,,,
trial,html.Screen,4_0_0,2023-11-17T17:25:18.621Z,,,,0,0.8987343013179191,-0.8149073454566363,,,true,lh,4873.245999988081,response,-1.2578167348825195,1.2,-1.2,0.8371819698254004,1.2,-1.2,low,high,,ISIC_0472513.JPG,,ISIC_9613570.JPG,26,true,0.4500000000000003,lh,keypress(e),100,false,91715.29999995232,91715.19999998808,86775.43,86974,86841.954,91551.219,1,16,1,
sequence,flow.Sequence,4_0,2023-11-17T17:25:18.621Z,,,,,,,,,,,4873.245999988081,completion,,,,,,,low,high,,,,,,true,,,,,false,91715.59999996424,91715.19999998808,86775.43,86973.89999997616,86841.954,91551.219,1,16,,
trial,html.Screen,4_1_0,2023-11-17T17:25:23.594Z,,,,0,0.8867328775712738,-1.0063426986460375,,,true,lh,5137.180999976161,response,-0.8926515927689261,1.2,-1.2,0.7935960767768927,1.2,-1.2,low,high,,ISIC_0055759.JPG,,ISIC_8901371.JPG,26,true,0.4500000000000003,lh,keypress(e),100,false,96688.79999995232,96688.39999997616,91534.458,91715.69999998808,91551.219,96527.482,1,16,2,
sequence,flow.Sequence,4_1,2023-11-17T17:25:23.595Z,,,,,,,,,,,5137.180999976161,completion,,,,,,,low,high,,,,,,true,,,,,false,96689.39999997616,96688.39999997616,91534.458,91715.59999996424,91551.219,96527.482,1,16,,
trial,html.Screen,4_2_0,2023-11-17T17:25:35.375Z,,,,0,0.8067116931297591,-1.215898074058027,,,true,lh,11941.117999964234,response,-0.8034318937720549,1.2,-1.2,1.0024917298189338,1.2,-1.2,low,high,,ISIC_1457687.JPG,,ISIC_0032766.JPG,26,true,0.4500000000000003,lh,keypress(e),100,false,108469.29999995232,108468.59999996424,96494.205,96689.79999995232,96527.482,108317.095,1,16,3,
sequence,flow.Sequence,4_2,2023-11-17T17:25:35.375Z,,,,,,,,,,,11941.117999964234,completion,,,,,,,low,high,,,,,,true,,,,,false,108470.09999996424,108468.59999996424,96494.205,96689.69999998808,96527.482,108317.095,1,16,,
trial,html.Screen,4_3_0,2023-11-17T17:25:37.896Z,,,,0,0.90812608370647,-1.2720026872926935,,,true,lh,2672.504999964236,response,-0.8830264383952469,1.2,-1.2,0.8635562538060516,1.2,-1.2,low,high,,ISIC_0450295.JPG,,ISIC_0032258.JPG,26,true,0.4500000000000003,lh,keypress(e),100,false,110990.29999995232,110989.59999996424,108283.773,108470.5,108317.095,110822.14,1,16,4,
sequence,flow.Sequence,4_3,2023-11-17T17:25:37.896Z,,,,,,,,,,,2672.504999964236,completion,,,,,,,low,high,,,,,,true,,,,,false,110991,110989.59999996424,108283.773,108470.39999997616,108317.095,110822.14,1,16,,
trial,html.Screen,4_4_0,2023-11-17T17:25:53.277Z,,,,0,1.0865209011322887,1.1401461171952545,,,true,ll,15549.36,response,-1.2290925886582755,1.2,-1.2,-0.8900015904856239,1.2,-1.2,low,low,,ISIC_0016145.JPG,,ISIC_5102688.JPG,203,true,0.40000000000000024,ll,keypress(f),100,false,126372,126371.5,110805.335,110991.29999995232,110822.14,126201.961,1,16,5,
sequence,flow.Sequence,4_4,2023-11-17T17:25:53.278Z,,,,,,,,,,,15549.36,completion,,,,,,,low,low,,,,,,true,,,,,false,126372.69999998808,126371.5,110805.335,110991.19999998808,110822.14,126201.961,1,16,,
trial,html.Screen,4_5_0,2023-11-17T17:26:19.380Z,,,,0,1.2691569063625474,1.1264228993232308,,,true,ll,26271.738999988083,response,-1.1684835186766898,1.2,-1.2,-1.2921331918483707,1.2,-1.2,low,low,,ISIC_4980656.JPG,,ISIC_5920470.JPG,25,true,0.14,ll,keypress(f),100,false,152474.29999995232,152473.69999998808,126185.314,126373.09999996424,126201.961,152302.913,1,16,6,
sequence,flow.Sequence,4_5,2023-11-17T17:26:19.381Z,,,,,,,,,,,26271.738999988083,completion,,,,,,,low,low,,,,,,true,,,,,false,152475.19999998808,152473.69999998808,126185.314,126372.89999997616,126201.961,152302.913,1,16,,
trial,html.Screen,4_6_0,2023-11-17T17:26:31.238Z,,,,0,1.2194553326562725,1.2381726989215684,,,true,ll,12029.386999952316,response,-1.1843968275545205,1.2,-1.2,-1.2828739728067764,1.2,-1.2,low,low,,ISIC_0068975.JPG,,ISIC_0002901.JPG,25,true,0.14,ll,keypress(f),100,false,164332.5,164332.29999995232,152286.066,152475.5,152302.913,164159.379,1,16,7,
sequence,flow.Sequence,4_6,2023-11-17T17:26:31.238Z,,,,,,,,,,,12029.386999952316,completion,,,,,,,low,low,,,,,,true,,,,,false,164332.79999995232,164332.29999995232,152286.066,152475.39999997616,152302.913,164159.379,1,16,,
trial,html.Screen,4_7_0,2023-11-17T17:26:40.928Z,,,,0,1.1441767540243375,1.0949087392471728,,,true,ll,9862.720999964251,response,-1.160746324899676,1.2,-1.2,-1.1927876559115576,1.2,-1.2,low,low,,ISIC_0054146.JPG,,ISIC_8651053.JPG,25,true,0.14,ll,keypress(f),100,false,174022.59999996424,174022.09999996424,164142.47,164332.79999995232,164159.379,173878.042,1,16,8,
sequence,flow.Sequence,4_7,2023-11-17T17:26:40.929Z,,,,,,,,,,,9862.720999964251,completion,,,,,,,low,low,,,,,,true,,,,,false,174023.29999995232,174022.09999996424,164142.47,164332.79999995232,164159.379,173878.042,1,16,,
trial,html.Screen,4_8_0,2023-11-17T17:26:47.566Z,,,,0,-0.7518277461369444,1.3860759020802074,,,true,hl,6782.857999976171,response,1.2081146885025262,1.2,-1.2,-1.195668832085049,1.2,-1.2,high,low,,ISIC_7967397.JPG,,ISIC_7369690.JPG,27,true,0.40000000000000024,hl,keypress(j),100,false,180661,180660.89999997616,173828.074,174023.59999996424,173878.042,180490.918,1,16,9,
sequence,flow.Sequence,4_8,2023-11-17T17:26:47.567Z,,,,,,,,,,,6782.857999976171,completion,,,,,,,high,low,,,,,,true,,,,,false,180661.19999998808,180660.89999997616,173828.074,174023.5,173878.042,180490.918,1,16,,
trial,html.Screen,4_9_0,2023-11-17T17:26:51.125Z,,,,0,-0.8472024037189965,0.986370061404882,,,true,hl,3728.481999976153,response,1.2020012168275056,1.2,-1.2,-0.923753102263735,1.2,-1.2,high,low,,ISIC_0054355.JPG,,ISIC_0000022.JPG,40,true,0.4500000000000003,hl,keypress(j),100,false,184219.5,184219.39999997616,180474.25,180661.29999995232,180490.918,184047.854,1,16,10,
sequence,flow.Sequence,4_9,2023-11-17T17:26:51.125Z,,,,,,,,,,,3728.481999976153,completion,,,,,,,high,low,,,,,,true,,,,,false,184219.59999996424,184219.39999997616,180474.25,180661.29999995232,180490.918,184047.854,1,16,,
trial,html.Screen,4_10_0,2023-11-17T17:26:52.869Z,,,,0,-1.075512775389519,1.0454702683049502,,,true,hl,1915.845999988087,response,1.2081146885025262,1.2,-1.2,-1.195668832085049,1.2,-1.2,high,low,,ISIC_0033603.JPG,,ISIC_7369690.JPG,40,true,0.4500000000000003,hl,keypress(j),100,false,185964.09999996424,185963.69999998808,184031.164,184219.59999996424,184047.854,185801.282,1,16,11,
sequence,flow.Sequence,4_10,2023-11-17T17:26:52.870Z,,,,,,,,,,,1915.845999988087,completion,,,,,,,high,low,,,,,,true,,,,,false,185964.69999998808,185963.69999998808,184031.164,184219.59999996424,184047.854,185801.282,1,16,,
trial,html.Screen,4_11_0,2023-11-17T17:26:55.784Z,,,,0,-1.0453124399868816,0.8986747280184286,,,true,hl,3076.5179999523098,response,0.9244148283103414,1.2,-1.2,-0.9712966348713286,1.2,-1.2,high,low,,ISIC_0013967.JPG,,ISIC_7927525.JPG,40,true,0.4500000000000003,hl,keypress(j),100,false,188878.29999995232,188877.79999995232,185767.918,185965,185801.282,188706.907,1,16,12,
sequence,flow.Sequence,4_11,2023-11-17T17:26:55.784Z,,,,,,,,,,,3076.5179999523098,completion,,,,,,,high,low,,,,,,true,,,,,false,188879,188877.79999995232,185767.918,185964.89999997616,185801.282,188706.907,1,16,,
