sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-17T17:30:58.914Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,23706.755999964236,response,,,,,,,,,,,,,,,,consent,click button,,,24565.69999998808,24557.099999964237,833.687,818.5999999642372,850.344,24566.87,,,,{}
Demography form,html.Form,1,2023-11-17T17:31:05.250Z,,,21,,,,,,,,6335.029999976159,form submission,,,,,,,,,female,,,,,,,,,,,30902.099999964237,30901.899999976158,24550.262,24566,24566.87,30916.84,,,,
Welcome,html.Screen,2,2023-11-17T17:31:49.349Z,,,,,,,"[""asym"",""bor""]",,,,44080.05999997616,response,,,,,,,,,,,,,,,,continue,click button,,,74997.5,74996.89999997616,30883.478,30902.099999964237,30916.84,75000.054,,,,
demo_instructions,html.Screen,3,2023-11-17T17:32:38.665Z,,,,,,,,,,,49308.845999976154,response,,,,,,,,,,,,,,,,continue,click button,,,124309.5,124308.89999997616,74983.519,74997.59999996424,75000.054,124349.91,,,,
trial,html.Screen,4_0_0,2023-11-17T17:32:52.037Z,,,,0,0.7911024675435955,-0.7975977016137676,,,true,lh,13330.890000011917,response,-0.869932994914832,1.2,-1.2,0.8880533324432531,1.2,-1.2,low,high,,ISIC_5813642.JPG,,ISIC_8617084.JPG,26,true,0.3600000000000002,lh,keypress(e),100,false,137681.19999998808,137680.80000001192,124299.967,124309.59999996424,124349.91,137699.911,1,16,1,
sequence,flow.Sequence,4_0,2023-11-17T17:32:52.038Z,,,,,,,,,,,13330.890000011917,completion,,,,,,,low,high,,,,,,true,,,,,false,137682,137680.80000001192,124299.967,124309.59999996424,124349.91,137699.911,1,16,,
trial,html.Screen,4_1_0,2023-11-17T17:33:00.587Z,,,,0,0.809764442462202,-1.005337148078696,,,true,lh,8531.488999976165,response,-1.0143509683988825,1.2,-1.2,1.3163955902021656,1.2,-1.2,low,high,,ISIC_2379379.JPG,,ISIC_0062031.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,146231.59999996424,146231.39999997616,137683.324,137682.19999998808,137699.911,146249.865,1,16,2,
sequence,flow.Sequence,4_1,2023-11-17T17:33:00.588Z,,,,,,,,,,,8531.488999976165,completion,,,,,,,low,high,,,,,,true,,,,,false,146231.89999997616,146231.39999997616,137683.324,137682.09999996424,137699.911,146249.865,1,16,,
trial,html.Screen,4_2_0,2023-11-17T17:33:04.017Z,,,,0,0.8092423703106274,-1.1870093485714288,,,true,lh,3410.7349999642465,response,-0.9579209317488,1.2,-1.2,1.0147487101263497,1.2,-1.2,low,high,,ISIC_8592235.JPG,,ISIC_8124482.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,149661.30000001192,149660.59999996424,146233.231,146232,146249.865,149683.216,1,16,3,
sequence,flow.Sequence,4_2,2023-11-17T17:33:04.018Z,,,,,,,,,,,3410.7349999642465,completion,,,,,,,low,high,,,,,,true,,,,,false,149661.89999997616,149660.59999996424,146233.231,146232,146249.865,149683.216,1,16,,
trial,html.Screen,4_3_0,2023-11-17T17:33:08.067Z,,,,0,1.0022829373011404,-0.8311726972863814,,,true,lh,4027.284000000014,response,-1.2331439637486756,1.2,-1.2,0.9691143900156988,1.2,-1.2,low,high,,ISIC_0033287.JPG,,ISIC_7877488.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,153710.80000001192,153710.5,149666.551,149662.30000001192,149683.216,153733.166,1,16,4,
sequence,flow.Sequence,4_3,2023-11-17T17:33:08.067Z,,,,,,,,,,,4027.284000000014,completion,,,,,,,low,high,,,,,,true,,,,,false,153711.09999996424,153710.5,149666.551,149662.19999998808,149683.216,153733.166,1,16,,
trial,html.Screen,4_4_0,2023-11-17T17:33:16.599Z,,,,0,1.2923059965680113,1.222688159093534,,,true,ll,8509.533999988082,response,-0.949611091540108,1.2,-1.2,-1.300060426908596,1.2,-1.2,low,low,,ISIC_0072175.JPG,,ISIC_0072604.JPG,253,true,0.42000000000000026,ll,keypress(f),100,false,162243.09999996424,162242.69999998808,153716.545,153711.30000001192,153733.166,162266.525,1,16,5,
sequence,flow.Sequence,4_4,2023-11-17T17:33:16.600Z,,,,,,,,,,,8509.533999988082,completion,,,,,,,low,low,,,,,,true,,,,,false,162243.69999998808,162242.69999998808,153716.545,153711.19999998808,153733.166,162266.525,1,16,,
trial,html.Screen,4_5_0,2023-11-17T17:33:20.764Z,,,,0,1.1474466950560966,1.268445326285509,,,true,ll,4141.074999964243,response,-1.2706447584800626,1.2,-1.2,-1.0903308007916603,1.2,-1.2,low,low,,ISIC_5216586.JPG,,ISIC_9425937.JPG,26,true,0.15000000000000002,ll,keypress(f),100,false,166408.19999998808,166407.59999996424,162249.861,162244,162266.525,166433.378,1,16,6,
sequence,flow.Sequence,4_5,2023-11-17T17:33:20.764Z,,,,,,,,,,,4141.074999964243,completion,,,,,,,low,low,,,,,,true,,,,,false,166408.69999998808,166407.59999996424,162249.861,162244,162266.525,166433.378,1,16,,
trial,html.Screen,4_6_0,2023-11-17T17:33:26.476Z,,,,0,1.156827121261563,1.2544342720917778,,,true,ll,5686.72199996424,response,-1.131522954199764,1.2,-1.2,-1.1047184491749509,1.2,-1.2,low,low,,ISIC_0060397.JPG,,ISIC_1868816.JPG,26,true,0.15000000000000002,ll,keypress(f),100,false,172120.30000001192,172120.09999996424,166416.522,166408.89999997616,166433.378,172149.972,1,16,7,
sequence,flow.Sequence,4_6,2023-11-17T17:33:26.477Z,,,,,,,,,,,5686.72199996424,completion,,,,,,,low,low,,,,,,true,,,,,false,172120.89999997616,172120.09999996424,166416.522,166408.89999997616,166433.378,172149.972,1,16,,
trial,html.Screen,4_7_0,2023-11-17T17:33:30.256Z,,,,0,1.255256820488545,1.1206426433062562,,,true,ll,3749.9279999761493,response,-1.2706447584800626,1.2,-1.2,-1.0903308007916603,1.2,-1.2,low,low,,ISIC_0024652.JPG,,ISIC_9425937.JPG,26,true,0.15000000000000002,ll,keypress(f),100,false,175900.09999996424,175899.89999997616,172133.219,172121,172149.972,175916.438,1,16,8,
sequence,flow.Sequence,4_7,2023-11-17T17:33:30.256Z,,,,,,,,,,,3749.9279999761493,completion,,,,,,,low,low,,,,,,true,,,,,false,175900.19999998808,175899.89999997616,172133.219,172121,172149.972,175916.438,1,16,,
trial,html.Screen,4_8_0,2023-11-17T17:33:34.253Z,,,,0,-0.858338058340649,0.9540612223480284,,,true,hl,3980.2619999880844,response,1.4092385398614515,1.2,-1.2,-1.3046237992197836,1.2,-1.2,high,low,,ISIC_8922893.JPG,,ISIC_7254359.JPG,27,true,0.42000000000000026,hl,keypress(j),100,false,179897,179896.69999998808,175899.769,175900.19999998808,175916.438,179933.107,1,16,9,
sequence,flow.Sequence,4_8,2023-11-17T17:33:34.253Z,,,,,,,,,,,3980.2619999880844,completion,,,,,,,high,low,,,,,,true,,,,,false,179897.59999996424,179896.69999998808,175899.769,175900.19999998808,175916.438,179933.107,1,16,,
trial,html.Screen,4_9_0,2023-11-17T17:33:37.173Z,,,,0,-1.0865333402803938,1.0542635307358266,,,true,hl,2880.393000000011,response,0.7998855902596425,1.2,-1.2,-1.1518579145663017,1.2,-1.2,high,low,,ISIC_0034006.JPG,,ISIC_0025061.JPG,27,true,0.42000000000000026,hl,keypress(j),100,false,182813.59999996424,182813.5,179899.816,179897.80000001192,179933.107,182833.094,1,16,10,
sequence,flow.Sequence,4_9,2023-11-17T17:33:37.173Z,,,,,,,,,,,2880.393000000011,completion,,,,,,,high,low,,,,,,true,,,,,false,182813.89999997616,182813.5,179899.816,179897.80000001192,179933.107,182833.094,1,16,,
trial,html.Screen,4_10_0,2023-11-17T17:33:40.473Z,,,,0,-0.8534691366511764,1.03975580494588,,,true,hl,3280.5059999642253,response,0.809764442462202,1.2,-1.2,-1.005337148078696,1.2,-1.2,high,low,,ISIC_0056788.JPG,,ISIC_2379379.JPG,27,true,0.42000000000000026,hl,keypress(j),100,false,186113.89999997616,186113.59999996424,182816.424,182814,182833.094,186133.107,1,16,11,
