sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-17T15:26:18.238Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1680,""screen_height"":1050,""scroll_width"":825,""scroll_height"":888,""window_innerWidth"":825,""window_innerHeight"":936,""devicePixelRatio"":1}",,,,,,,,,,29700.70300001192,response,,,,,,,,,,,,,,,,consent,click button,,,30383.30000001192,30374.30000001192,656.864,652,673.597,30381.414,,,,{}
Demography form,html.Form,1,2023-11-17T15:26:29.494Z,,,18,,,,,,,,11257.485999976157,form submission,,,,,,,,,female,,,,,,,,,,,41639.10000002384,41638.89999997616,30364.923,30383.600000023842,30381.414,41653.576,,,,
Welcome,html.Screen,2,2023-11-17T15:27:00.646Z,,,,,,,"[""asym"",""bor""]",,,,31136.72400001192,response,,,,,,,,,,,,,,,,continue,click button,,,72790.89999997616,72790.30000001192,41636.684,41639.19999998808,41653.576,72797.285,,,,
demo_instructions,html.Screen,3,2023-11-17T15:27:39.886Z,,,,,,,,,,,39233.01500001192,response,,,,,,,,,,,,,,,,continue,click button,,,112030.89999997616,112030.30000001192,72780.834,72791,72797.285,112090.464,,,,
trial,html.Screen,4_0_0,2023-11-17T15:27:54.992Z,,,,0,0.8816288864119318,-0.801867301188093,,,true,lh,15045.935999976151,response,-1.2331439637486756,1.2,-1.2,0.9691143900156988,1.2,-1.2,low,high,,ISIC_9196783.JPG,,ISIC_7877488.JPG,26,true,0.3600000000000002,lh,keypress(e),100,false,127136.80000001192,127136.39999997616,112023.696,112031,112090.464,127169.806,1,16,1,
sequence,flow.Sequence,4_0,2023-11-17T15:27:54.993Z,,,,,,,,,,,15045.935999976151,completion,,,,,,,low,high,,,,,,true,,,,,false,127137.39999997616,127136.39999997616,112023.696,112031,112090.464,127169.806,1,16,,
trial,html.Screen,4_1_0,2023-11-17T15:28:01.971Z,,,,0,0.8200962008791046,-0.7936051642828523,,,true,lh,6944.994000011924,response,-0.869932994914832,1.2,-1.2,0.8880533324432531,1.2,-1.2,low,high,,ISIC_0027031.JPG,,ISIC_8617084.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,134115.39999997616,134114.80000001192,127136.484,127137.60000002384,127169.806,134166.751,1,16,2,
sequence,flow.Sequence,4_1,2023-11-17T15:28:01.972Z,,,,,,,,,,,6944.994000011924,completion,,,,,,,low,high,,,,,,true,,,,,false,134116.10000002384,134114.80000001192,127136.484,127137.5,127169.806,134166.751,1,16,,
trial,html.Screen,4_2_0,2023-11-17T15:28:10.968Z,,,,0,0.7809949855371787,-0.8493861117004308,,,true,lh,8944.74900000001,response,-0.8487429103619056,1.2,-1.2,0.9778257804233036,1.2,-1.2,low,high,,ISIC_7450481.JPG,,ISIC_4554863.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,143112.10000002384,143111.5,134116.776,134116.5,134166.751,143150.912,1,16,3,
sequence,flow.Sequence,4_2,2023-11-17T15:28:10.969Z,,,,,,,,,,,8944.74900000001,completion,,,,,,,low,high,,,,,,true,,,,,false,143113,143111.5,134116.776,134116.39999997616,134166.751,143150.912,1,16,,
trial,html.Screen,4_3_0,2023-11-17T15:28:19.196Z,,,,0,0.7998855902596425,-1.1518579145663017,,,true,lh,8189.287999988068,response,-0.7877939497981142,1.2,-1.2,0.8415032780288271,1.2,-1.2,low,high,,ISIC_0025061.JPG,,ISIC_0067308.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,151340.80000001192,151340.19999998808,143117.627,143113.39999997616,143150.912,151367.157,1,16,4,
sequence,flow.Sequence,4_3,2023-11-17T15:28:19.197Z,,,,,,,,,,,8189.287999988068,completion,,,,,,,low,high,,,,,,true,,,,,false,151341.5,151340.19999998808,143117.627,143113.30000001192,143150.912,151367.157,1,16,,
