sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-17T20:32:09.849Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,37589.12699998808,response,,,,,,,,,,,,,,,,consent,click button,,,38224.299999952316,38215.19999998808,609.32,601.7999999523163,626.073,38246.967,,,,{}
Demography form,html.Form,1,2023-11-17T20:32:17.960Z,,,18,,,,,,,,8089.13299996424,form submission,,,,,,,,,male,,,,,,,,,,,46336.19999998808,46336.09999996424,38230.344,38224.59999996424,38246.967,46338.383,,,,
Welcome,html.Screen,2,2023-11-17T20:32:25.977Z,,,,,,,"[""asym"",""bor""]",,,,8012.816999988077,response,,,,,,,,,,,,,,,,continue,click button,,,54351.799999952316,54351.19999998808,46321.709,46336.299999952316,46338.383,54363.254,,,,
demo_instructions,html.Screen,3,2023-11-17T20:32:33.177Z,,,,,,,,,,,7188.0459999523155,response,,,,,,,,,,,,,,,,continue,click button,,,61551.69999998808,61551.299999952316,54346.617,54351.799999952316,54363.254,61570.32,,,,
trial,html.Screen,4_0_0,2023-11-17T20:32:39.212Z,,,,0,0.8623414234919863,-0.782830143980698,,,true,lh,6015.579999976158,response,-1.2331439637486756,1.2,-1.2,0.9691143900156988,1.2,-1.2,low,high,,ISIC_2727016.JPG,,ISIC_7877488.JPG,26,true,0.3600000000000002,lh,keypress(e),100,false,67586.09999996424,67585.89999997616,61537.029,61551.89999997616,61570.32,67609.951,1,16,1,
sequence,flow.Sequence,4_0,2023-11-17T20:32:39.212Z,,,,,,,,,,,6015.579999976158,completion,,,,,,,low,high,,,,,,true,,,,,false,67586.29999995232,67585.89999997616,61537.029,61551.799999952316,61570.32,67609.951,1,16,,
trial,html.Screen,4_1_0,2023-11-17T20:32:41.343Z,,,,0,0.948927472020595,-1.0660437155921598,,,true,lh,2107.1489999642363,response,-0.8579451262594331,1.2,-1.2,0.9633172970727744,1.2,-1.2,low,high,,ISIC_5808758.JPG,,ISIC_0067172.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,69717.29999995232,69717.09999996424,67593.011,67586.5,67609.951,69745.197,1,16,2,
sequence,flow.Sequence,4_1,2023-11-17T20:32:41.343Z,,,,,,,,,,,2107.1489999642363,completion,,,,,,,low,high,,,,,,true,,,,,false,69717.39999997616,69717.09999996424,67593.011,67586.5,67609.951,69745.197,1,16,,
trial,html.Screen,4_2_0,2023-11-17T20:32:43.702Z,,,,0,0.8655167308525522,-0.9298580423306444,,,false,lh,2330.602999952316,response,-0.8809306963311293,1.2,-1.2,0.8614910030038974,1.2,-1.2,low,high,,ISIC_4603706.JPG,,ISIC_0013731.JPG,33,true,0.42000000000000026,hh,keypress(i),100,false,72076.09999996424,72075.79999995232,69728.534,69717.59999996424,69745.197,72097.528,1,16,3,
sequence,flow.Sequence,4_2,2023-11-17T20:32:43.702Z,,,,,,,,,,,2330.602999952316,completion,,,,,,,low,high,,,,,,true,,,,,false,72076.5,72075.79999995232,69728.534,69717.59999996424,69745.197,72097.528,1,16,,
trial,html.Screen,4_3_0,2023-11-17T20:32:52.334Z,,,,0,0.9873794329144926,-0.7991077882008257,,,true,lh,8610.471999999994,response,-1.27543269240326,1.2,-1.2,0.80839597388021,1.2,-1.2,low,high,,ISIC_0013498.JPG,,ISIC_3296136.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,80708.29999995232,80708,72080.943,72076.69999998808,72097.528,80739.571,1,16,4,
sequence,flow.Sequence,4_3,2023-11-17T20:32:52.334Z,,,,,,,,,,,8610.471999999994,completion,,,,,,,low,high,,,,,,true,,,,,false,80708.59999996424,80708,72080.943,72076.69999998808,72097.528,80739.571,1,16,,
trial,html.Screen,4_4_0,2023-11-17T20:33:01.811Z,,,,0,1.2254187569955004,1.174555235109734,,,true,ll,9445.929000000004,response,-0.9358725198038064,1.2,-1.2,-0.9938776615596308,1.2,-1.2,low,low,,ISIC_0027187.JPG,,ISIC_3365692.JPG,253,true,0.42000000000000026,ll,keypress(f),100,false,90185.59999996424,90185.5,80722.908,80708.79999995232,80739.571,90215.684,1,16,5,
sequence,flow.Sequence,4_4,2023-11-17T20:33:01.811Z,,,,,,,,,,,9445.929000000004,completion,,,,,,,low,low,,,,,,true,,,,,false,90185.79999995232,90185.5,80722.908,80708.69999998808,80739.571,90215.684,1,16,,
trial,html.Screen,4_5_0,2023-11-17T20:33:04.746Z,,,,0,1.101346104814838,1.1225813067473052,,,true,ll,2904.816000000006,response,-1.2318069697449794,1.2,-1.2,-1.1703576816778267,1.2,-1.2,low,low,,ISIC_8175453.JPG,,ISIC_2732573.JPG,26,true,0.15000000000000002,ll,keypress(f),100,false,93120.69999998808,93120.5,90199.17,90185.89999997616,90215.684,93152.092,1,16,6,
sequence,flow.Sequence,4_5,2023-11-17T20:33:04.746Z,,,,,,,,,,,2904.816000000006,completion,,,,,,,low,low,,,,,,true,,,,,false,93120.89999997616,93120.5,90199.17,90185.89999997616,90215.684,93152.092,1,16,,
trial,html.Screen,4_6_0,2023-11-17T20:33:07.492Z,,,,0,1.247270138097585,1.1704704713504994,,,true,ll,2714.107999988075,response,-1.2503149164557643,1.2,-1.2,-1.0796591227570405,1.2,-1.2,low,low,,ISIC_0065774.JPG,,ISIC_2466892.JPG,26,true,0.15000000000000002,ll,keypress(f),100,false,95866.39999997616,95866.19999998808,93135.502,93121.19999998808,93152.092,95888.241,1,16,7,
sequence,flow.Sequence,4_6,2023-11-17T20:33:07.492Z,,,,,,,,,,,2714.107999988075,completion,,,,,,,low,low,,,,,,true,,,,,false,95866.69999998808,95866.19999998808,93135.502,93121.19999998808,93152.092,95888.241,1,16,,
trial,html.Screen,4_7_0,2023-11-17T20:33:09.965Z,,,,0,1.1346217981791904,1.1555132168806113,,,true,ll,2451.2590000000055,response,-1.09666761087476,1.2,-1.2,-1.1072126870290426,1.2,-1.2,low,low,,ISIC_0032771.JPG,,ISIC_0071754.JPG,26,true,0.15000000000000002,ll,keypress(f),100,false,98339.59999996424,98339.5,95871.368,95866.79999995232,95888.241,98357.147,1,16,8,
sequence,flow.Sequence,4_7,2023-11-17T20:33:09.965Z,,,,,,,,,,,2451.2590000000055,completion,,,,,,,low,low,,,,,,true,,,,,false,98339.79999995232,98339.5,95871.368,95866.79999995232,95888.241,98357.147,1,16,,
trial,html.Screen,4_8_0,2023-11-17T20:33:17.256Z,,,,0,-0.991282840649944,0.9397921099839784,,,true,hl,7273.652999952319,response,0.7809949855371787,1.2,-1.2,-0.8493861117004308,1.2,-1.2,high,low,,ISIC_0000463.JPG,,ISIC_7450481.JPG,27,true,0.42000000000000026,hl,keypress(j),100,false,105631,105630.79999995232,98340.498,98340,98357.147,105647.746,1,16,9,
sequence,flow.Sequence,4_8,2023-11-17T20:33:17.257Z,,,,,,,,,,,7273.652999952319,completion,,,,,,,high,low,,,,,,true,,,,,false,105631.29999995232,105630.79999995232,98340.498,98340,98357.147,105647.746,1,16,,
trial,html.Screen,4_9_0,2023-11-17T20:33:19.277Z,,,,0,-0.991282840649944,0.9397921099839784,,,true,hl,2003.9539999880799,response,0.948927472020595,1.2,-1.2,-1.0660437155921598,1.2,-1.2,high,low,,ISIC_0000463.JPG,,ISIC_5808758.JPG,27,true,0.42000000000000026,hl,keypress(j),100,false,107652,107651.69999998808,105631.091,105631.5,105647.746,107683.32,1,16,10,
sequence,flow.Sequence,4_9,2023-11-17T20:33:19.278Z,,,,,,,,,,,2003.9539999880799,completion,,,,,,,high,low,,,,,,true,,,,,false,107652.29999995232,107651.69999998808,105631.091,105631.5,105647.746,107683.32,1,16,,
trial,html.Screen,4_10_0,2023-11-17T20:33:23.058Z,,,,0,-0.9454713230140772,0.9245167441969216,,,true,hl,3748.379999988072,response,1.0213365328004047,1.2,-1.2,-1.088524359911891,1.2,-1.2,high,low,,ISIC_9101055.JPG,,ISIC_5434229.JPG,27,true,0.42000000000000026,hl,keypress(j),100,false,111432,111431.69999998808,107666.444,107652.5,107683.32,111453.596,1,16,11,
sequence,flow.Sequence,4_10,2023-11-17T20:33:23.058Z,,,,,,,,,,,3748.379999988072,completion,,,,,,,high,low,,,,,,true,,,,,false,111432.19999998808,111431.69999998808,107666.444,107652.39999997616,107683.32,111453.596,1,16,,
trial,html.Screen,4_11_0,2023-11-17T20:33:25.407Z,,,,0,-0.8579451262594331,0.9633172970727744,,,false,hl,2327.7039999523113,response,0.8200962008791046,1.2,-1.2,-0.7936051642828523,1.2,-1.2,high,low,,ISIC_0067172.JPG,,ISIC_0027031.JPG,27,true,0.42000000000000026,hh,keypress(i),100,false,113781.5,113781.29999995232,111436.949,111432.39999997616,111453.596,113805.947,1,16,12,
sequence,flow.Sequence,4_11,2023-11-17T20:33:25.408Z,,,,,,,,,,,2327.7039999523113,completion,,,,,,,high,low,,,,,,true,,,,,false,113781.89999997616,113781.29999995232,111436.949,111432.29999995232,111453.596,113805.947,1,16,,
trial,html.Screen,4_12_0,2023-11-17T20:33:27.350Z,,,,0,-1.2706447584800626,-1.0903308007916603,,,true,hh,1918.252999988079,response,1.247270138097585,1.2,-1.2,1.1704704713504994,1.2,-1.2,high,high,,ISIC_9425937.JPG,,ISIC_0065774.JPG,245,true,0.3600000000000002,hh,keypress(i),100,false,115724.29999995232,115724.19999998808,113789.312,113782,113805.947,115741.355,1,16,13,
sequence,flow.Sequence,4_12,2023-11-17T20:33:27.350Z,,,,,,,,,,,1918.252999988079,completion,,,,,,,high,high,,,,,,true,,,,,false,115724.5,115724.19999998808,113789.312,113782,113805.947,115741.355,1,16,,
trial,html.Screen,4_13_0,2023-11-17T20:33:38.571Z,,,,0,-1.0717785279820962,-1.1267239445830604,,,true,hh,11204.044999976162,response,1.3188821610161792,1.2,-1.2,1.1433456871226346,1.2,-1.2,high,high,,ISIC_9948815.JPG,,ISIC_0030798.JPG,53,true,0.15000000000000002,hh,keypress(i),100,false,126945.5,126945.39999997616,115724.555,115724.5,115741.355,126969.137,1,16,14,
sequence,flow.Sequence,4_13,2023-11-17T20:33:38.571Z,,,,,,,,,,,11204.044999976162,completion,,,,,,,high,high,,,,,,true,,,,,false,126945.59999996424,126945.39999997616,115724.555,115724.5,115741.355,126969.137,1,16,,
trial,html.Screen,4_14_0,2023-11-17T20:33:41.634Z,,,,0,-1.1642596483638106,-1.109799097093339,,,true,hh,3039.162999952314,response,1.1033977063872138,1.2,-1.2,1.2513071571733083,1.2,-1.2,high,high,,ISIC_0765584.JPG,,ISIC_0025472.JPG,53,true,0.15000000000000002,hh,keypress(i),100,false,130008.39999997616,130008.29999995232,126952.425,126945.69999998808,126969.137,130038.881,1,16,15,
sequence,flow.Sequence,4_14,2023-11-17T20:33:41.634Z,,,,,,,,,,,3039.162999952314,completion,,,,,,,high,high,,,,,,true,,,,,false,130008.5,130008.29999995232,126952.425,126945.69999998808,126969.137,130038.881,1,16,,
trial,html.Screen,4_15_0,2023-11-17T20:33:44.777Z,,,,0,-1.131522954199764,-1.1047184491749509,,,true,hh,3112.518999976164,response,1.082730232773217,1.2,-1.2,1.2594580992890123,1.2,-1.2,high,high,,ISIC_1868816.JPG,,ISIC_0011933.JPG,53,true,0.15000000000000002,hh,keypress(i),100,false,133151.59999996424,133151.39999997616,130022.215,130008.59999996424,130038.881,133175.399,1,16,16,
sequence,flow.Sequence,4_15,2023-11-17T20:33:44.778Z,,,,,,,,,,,3112.518999976164,completion,,,,,,,high,high,,,,,,true,,,,,false,133151.79999995232,133151.39999997616,130022.215,130008.59999996424,130038.881,133175.399,1,16,,
demonstration_loop,flow.Loop,4,2023-11-17T20:33:44.778Z,,,,,,,,,,,71581.07999997615,completion,,,,,,,,,,,,,,true,,,,,false,133152,133151.39999997616,61537.029,61551.799999952316,61570.32,133175.399,1,16,,
practice_instructions,html.Screen,5,2023-11-17T20:33:59.754Z,,,,,,,,,,,14952.500999976153,response,,,,,,,,,,,,,,,,continue,keypress(Space),,,148128.5,148127.89999997616,133158.692,133152.09999996424,133175.399,148156.962,,,,
trial,html.Screen,6_0_0,2023-11-17T20:34:04.466Z,,,,1,0.7998855902596425,-1.1518579145663017,,,true,lh,4682.7379999880795,response,-1.0751036484083878,1.2,-1.2,1.143906455483852,1.2,-1.2,low,high,,ISIC_0025061.JPG,,ISIC_0064406.JPG,26,true,0.3600000000000002,lh,keypress(e),0,false,152839.79999995232,152839.69999998808,148123.286,148128.79999995232,148156.962,152844.99,1,40,1,
sequence,flow.Sequence,6_0,2023-11-17T20:34:04.466Z,,,,,,,,,,,4682.7379999880795,completion,,,,,,,low,high,,,,,,true,,,,,false,152839.89999997616,152839.69999998808,148123.286,148128.69999998808,148156.962,152844.99,1,40,,
trial,html.Screen,6_1_0,2023-11-17T20:34:20.456Z,,,,1,1.1164729501046406,1.2978935747992253,,,,,16016.162000000011,timeout,-1.451286336515085,1.2,-1.2,-1.1603052285758575,1.2,-1.2,low,low,,ISIC_0034166.JPG,,ISIC_0884550.JPG,253,true,0.42000000000000026,,,0,false,168828.29999995232,168828.19999998808,152828.346,152839.89999997616,152844.99,168861.152,1,40,2,
sequence,flow.Sequence,6_1,2023-11-17T20:34:20.456Z,,,,,,,,,,,15983.209999988088,completion,,,,,,,low,low,,,,,,true,,,,,false,168828.39999997616,168828.19999998808,152828.346,152839.89999997616,152844.99,168861.152,1,40,,
trial,html.Screen,6_2_0,2023-11-17T20:34:24.283Z,,,,1,-1.1388430156686884,-1.2700552354887775,,,true,hh,3794.6479999523144,response,1.185875658992962,1.2,-1.2,1.2635548590325487,1.2,-1.2,high,high,,ISIC_9939653.JPG,,ISIC_0011703.JPG,30,true,0.1,hh,keypress(i),0,false,172656,172655.79999995232,168844.625,168828.5,168861.152,172681.492,1,40,3,
sequence,flow.Sequence,6_2,2023-11-17T20:34:24.284Z,,,,,,,,,,,3794.6479999523144,completion,,,,,,,high,high,,,,,,true,,,,,false,172656.09999996424,172655.79999995232,168844.625,168828.39999997616,168861.152,172681.492,1,40,,
trial,html.Screen,6_3_0,2023-11-17T20:34:28.732Z,,,,1,0.991146183030456,-0.9949639823722534,,,true,lh,4423.008000000002,response,-1.011737552725394,1.2,-1.2,0.8500530224490773,1.2,-1.2,low,high,,ISIC_6342224.JPG,,ISIC_2998367.JPG,26,true,0.3600000000000002,lh,keypress(e),0,false,177104.69999998808,177104.5,172648.341,172656.29999995232,172681.492,177119.346,1,40,4,
sequence,flow.Sequence,6_3,2023-11-17T20:34:28.732Z,,,,,,,,,,,4423.008000000002,completion,,,,,,,low,high,,,,,,true,,,,,false,177105,177104.5,172648.341,172656.19999998808,172681.492,177119.346,1,40,,
trial,html.Screen,6_4_0,2023-11-17T20:34:33.524Z,,,,1,-0.8579451262594331,0.9633172970727744,,,false,hl,4776.753999964247,response,0.8092423703106274,1.2,-1.2,-1.1870093485714288,1.2,-1.2,high,low,,ISIC_0067172.JPG,,ISIC_8592235.JPG,27,true,0.42000000000000026,ll,keypress(f),0,false,181896.19999998808,181896.09999996424,177102.57,177105.19999998808,177119.346,181907.651,1,40,5,
sequence,flow.Sequence,6_4,2023-11-17T20:34:33.524Z,,,,,,,,,,,4776.753999964247,completion,,,,,,,high,low,,,,,,true,,,,,false,181896.29999995232,181896.09999996424,177102.57,177105.09999996424,177119.346,181907.651,1,40,,
trial,html.Screen,6_5_0,2023-11-17T20:34:39.908Z,,,,1,1.2750452296609045,1.1682369131232675,,,true,ll,6372.848999999987,response,-1.227935316040483,1.2,-1.2,-1.0211808747755002,1.2,-1.2,low,low,,ISIC_0066399.JPG,,ISIC_1211506.JPG,179,true,0.3600000000000002,ll,keypress(f),0,false,188280.59999996424,188280.5,181890.924,181896.39999997616,181907.651,188330.571,1,40,6,
sequence,flow.Sequence,6_5,2023-11-17T20:34:39.908Z,,,,,,,,,,,6372.848999999987,completion,,,,,,,low,low,,,,,,true,,,,,false,188281,188280.5,181890.924,181896.39999997616,181907.651,188330.571,1,40,,
trial,html.Screen,6_6_0,2023-11-17T20:34:42.772Z,,,,1,-0.8579451262594331,0.9633172970727744,,,false,hl,2813.628999988083,response,0.8947611078712571,1.2,-1.2,-0.8960964505004638,1.2,-1.2,high,low,,ISIC_0067172.JPG,,ISIC_6441128.JPG,27,true,0.42000000000000026,hh,keypress(i),0,false,191144.29999995232,191144.19999998808,188280.508,188281.09999996424,188330.571,191166.713,1,40,7,
sequence,flow.Sequence,6_6,2023-11-17T20:34:42.772Z,,,,,,,,,,,2813.628999988083,completion,,,,,,,high,low,,,,,,true,,,,,false,191144.5,191144.19999998808,188280.508,188281.09999996424,188330.571,191166.713,1,40,,
trial,html.Screen,6_7_0,2023-11-17T20:34:58.508Z,,,,1,-0.879102500583965,1.0933081951979773,,,false,hl,15713.787000000011,response,0.7833710010171356,1.2,-1.2,-0.9315588090336896,1.2,-1.2,high,low,,ISIC_0046223.JPG,,ISIC_3826102.JPG,27,true,0.42000000000000026,ll,keypress(f),0,false,206880.59999996424,206880.5,191133.32,191144.69999998808,191166.713,206899.103,1,40,8,
sequence,flow.Sequence,6_7,2023-11-17T20:34:58.508Z,,,,,,,,,,,15713.787000000011,completion,,,,,,,high,low,,,,,,true,,,,,false,206880.79999995232,206880.5,191133.32,191144.59999996424,191166.713,206899.103,1,40,,
trial,html.Screen,6_8_0,2023-11-17T20:35:03.780Z,,,,1,-1.2695509547992938,0.9641099676945492,,,false,hl,5253.396999999997,response,0.7998855902596425,1.2,-1.2,-1.1518579145663017,1.2,-1.2,high,low,,ISIC_0025841.JPG,,ISIC_0025061.JPG,27,true,0.42000000000000026,ll,keypress(f),0,false,212152.79999995232,212152.5,206865.419,206880.89999997616,206899.103,212172.236,1,40,9,
sequence,flow.Sequence,6_8,2023-11-17T20:35:03.780Z,,,,,,,,,,,5253.396999999997,completion,,,,,,,high,low,,,,,,true,,,,,false,212153,212152.5,206865.419,206880.89999997616,206899.103,212172.236,1,40,,
trial,html.Screen,6_9_0,2023-11-17T20:35:05.572Z,,,,1,-1.201100953917304,-1.1751492358160105,,,true,hh,1772.4639999880746,response,0.9152802917888962,1.2,-1.2,0.8414601987949015,1.2,-1.2,high,high,,ISIC_0647224.JPG,,ISIC_0060341.JPG,245,true,0.3600000000000002,hh,keypress(i),0,false,213945,213944.69999998808,212137.744,212153.29999995232,212172.236,213972.854,1,40,10,
sequence,flow.Sequence,6_9,2023-11-17T20:35:05.573Z,,,,,,,,,,,1772.4639999880746,completion,,,,,,,high,high,,,,,,true,,,,,false,213945.39999997616,213944.69999998808,212137.744,212153.19999998808,212172.236,213972.854,1,40,,
trial,html.Screen,6_10_0,2023-11-17T20:35:07.005Z,,,,1,0.8947611078712571,-0.8960964505004638,,,true,lh,1404.2459999642451,response,-1.1181734135756094,1.2,-1.2,0.944560381774994,1.2,-1.2,low,high,,ISIC_6441128.JPG,,ISIC_9688534.JPG,26,true,0.3600000000000002,lh,keypress(e),0,false,215377.39999997616,215377.09999996424,213939.457,213945.59999996424,213972.854,215390.932,1,40,11,
sequence,flow.Sequence,6_10,2023-11-17T20:35:07.005Z,,,,,,,,,,,1404.2459999642451,completion,,,,,,,low,high,,,,,,true,,,,,false,215377.79999995232,215377.09999996424,213939.457,213945.59999996424,213972.854,215390.932,1,40,,
trial,html.Screen,6_11_0,2023-11-17T20:35:09.707Z,,,,1,0.7871162143493278,-0.8429329800778957,,,false,lh,2688.9679999761574,response,-1.2331439637486756,1.2,-1.2,0.9691143900156988,1.2,-1.2,low,high,,ISIC_3439215.JPG,,ISIC_7877488.JPG,33,true,0.42000000000000026,ll,keypress(f),0,false,218080,218079.89999997616,215374.518,215378,215390.932,218093.67,1,40,12,
sequence,flow.Sequence,6_11,2023-11-17T20:35:09.708Z,,,,,,,,,,,2688.9679999761574,completion,,,,,,,low,high,,,,,,true,,,,,false,218080.19999998808,218079.89999997616,215374.518,215377.89999997616,215390.932,218093.67,1,40,,
