sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-17T22:17:37.890Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,109260.93400002384,response,,,,,,,,,,,,,,,,consent,click button,,,109688.80000007153,109683.10000002384,405.518,504.3000000715256,422.166,109605.429,,,,{}
Demography form,html.Form,1,2023-11-17T22:17:44.642Z,,,19,,,,,,,,6835.070999999996,form submission,,,,,,,,,male,,,,,,,,,,,116440.60000002384,116440.5,109588.946,109689,109605.429,116355.42,,,,
Welcome,html.Screen,2,2023-11-17T22:18:15.701Z,,,,,,,"[""bor"",""col""]",,,,31143.58,response,,,,,,,,,,,,,,,,continue,click button,,,147499.80000007153,147499,116339.214,116440.70000004768,116355.42,147422.166,,,,
demo_instructions,html.Screen,3,2023-11-17T22:18:53.541Z,,,,,,,,,,,37916.73400009537,response,,,,,,,,,,,,,,,,continue,click button,,,185339.80000007153,185338.90000009537,147405.446,147499.90000009537,147422.166,185272.091,,,,
trial,html.Screen,4_0_0,2023-11-17T22:19:15.484Z,,,,0,0.8067116931297591,-1.215898074058027,,,true,lh,22010.009000023856,response,-1.075512775389519,1.2,-1.2,1.0454702683049502,1.2,-1.2,low,high,,ISIC_1457687.JPG,,ISIC_0033603.JPG,26,true,0.4500000000000003,lh,keypress(e),100,false,207282.30000007153,207282.10000002384,185238.705,185339.90000009537,185272.091,207222.063,1,16,1,
sequence,flow.Sequence,4_0,2023-11-17T22:19:15.484Z,,,,,,,,,,,22010.009000023856,completion,,,,,,,low,high,,,,,,true,,,,,false,207282.40000009537,207282.10000002384,185238.705,185339.90000009537,185272.091,207222.063,1,16,,
trial,html.Screen,4_1_0,2023-11-17T22:19:21.510Z,,,,0,1.2594580992890123,-0.8833175387485132,,,true,lh,6086.537000023847,response,-1.2054195059663604,1.2,-1.2,0.7760611240296147,1.2,-1.2,low,high,,ISIC_0011933.JPG,,ISIC_8712559.JPG,26,true,0.4500000000000003,lh,keypress(e),100,false,213308.70000004768,213308.60000002384,207205.354,207282.5,207222.063,213239.163,1,16,2,
sequence,flow.Sequence,4_1,2023-11-17T22:19:21.510Z,,,,,,,,,,,6086.537000023847,completion,,,,,,,low,high,,,,,,true,,,,,false,213309,213308.60000002384,207205.354,207282.5,207222.063,213239.163,1,16,,
trial,html.Screen,4_2_0,2023-11-17T22:19:27.937Z,,,,0,1.0788024398087033,-0.9911875460374616,,,true,lh,6496.137000071525,response,-1.3046390428588206,1.2,-1.2,0.7942099232219556,1.2,-1.2,low,high,,ISIC_5951430.JPG,,ISIC_0013096.JPG,26,true,0.4500000000000003,lh,keypress(e),100,false,219735.40000009537,219735.30000007153,213222.01,213309,213239.163,219672.433,1,16,3,
sequence,flow.Sequence,4_2,2023-11-17T22:19:27.937Z,,,,,,,,,,,6496.137000071525,completion,,,,,,,low,high,,,,,,true,,,,,false,219735.60000002384,219735.30000007153,213222.01,213309,213239.163,219672.433,1,16,,
trial,html.Screen,4_3_0,2023-11-17T22:19:31.837Z,,,,0,0.8047295996345292,-1.551750455622795,,,true,lh,3962.9670000953774,response,-1.075512775389519,1.2,-1.2,1.0454702683049502,1.2,-1.2,low,high,,ISIC_7717907.JPG,,ISIC_0033603.JPG,26,true,0.4500000000000003,lh,keypress(e),100,false,223635.5,223635.40000009537,219655.352,219735.70000004768,219672.433,223572.037,1,16,4,
sequence,flow.Sequence,4_3,2023-11-17T22:19:31.837Z,,,,,,,,,,,3962.9670000953774,completion,,,,,,,low,high,,,,,,true,,,,,false,223635.60000002384,223635.40000009537,219655.352,219735.60000002384,219672.433,223572.037,1,16,,
trial,html.Screen,4_4_0,2023-11-17T22:19:37.281Z,,,,0,1.1117876838408909,1.2957497771092716,,,true,ll,5507.1630000476725,response,-0.8628391797088851,1.2,-1.2,-1.2689449231451748,1.2,-1.2,low,low,,ISIC_0061915.JPG,,ISIC_0001743.JPG,203,true,0.40000000000000024,ll,keypress(f),100,false,229079.5,229079.20000004768,223555.446,223635.70000004768,223572.037,229022.016,1,16,5,
sequence,flow.Sequence,4_4,2023-11-17T22:19:37.281Z,,,,,,,,,,,5507.1630000476725,completion,,,,,,,low,low,,,,,,true,,,,,false,229079.60000002384,229079.20000004768,223555.446,223635.70000004768,223572.037,229022.016,1,16,,
trial,html.Screen,4_5_0,2023-11-17T22:19:43.670Z,,,,0,1.136677654701082,1.2647850993872314,,,true,ll,6446.483999999997,response,-1.1684835186766898,1.2,-1.2,-1.2921331918483707,1.2,-1.2,low,low,,ISIC_0015436.JPG,,ISIC_5920470.JPG,25,true,0.14,ll,keypress(f),100,false,235468.70000004768,235468.5,229005.59,229079.70000004768,229022.016,235405.521,1,16,6,
sequence,flow.Sequence,4_5,2023-11-17T22:19:43.670Z,,,,,,,,,,,6446.483999999997,completion,,,,,,,low,low,,,,,,true,,,,,false,235468.90000009537,235468.5,229005.59,229079.70000004768,229022.016,235405.521,1,16,,
trial,html.Screen,4_6_0,2023-11-17T22:19:50.457Z,,,,0,1.2014901828022857,1.1484096197304636,,,true,ll,6850.478999999992,response,-1.252716660627398,1.2,-1.2,-1.183977080937476,1.2,-1.2,low,low,,ISIC_0067808.JPG,,ISIC_0034194.JPG,25,true,0.14,ll,keypress(f),100,false,242256,242256,235388.912,235468.90000009537,235405.521,242188.801,1,16,7,
sequence,flow.Sequence,4_6,2023-11-17T22:19:50.458Z,,,,,,,,,,,6850.478999999992,completion,,,,,,,low,low,,,,,,true,,,,,false,242256.20000004768,242256,235388.912,235468.90000009537,235405.521,242188.801,1,16,,
trial,html.Screen,4_7_0,2023-11-17T22:19:54.013Z,,,,0,1.1117876838408909,1.2957497771092716,,,true,ll,3622.499000071519,response,-1.3246728710248594,1.2,-1.2,-1.1527736000922424,1.2,-1.2,low,low,,ISIC_0061915.JPG,,ISIC_6876281.JPG,25,true,0.14,ll,keypress(f),100,false,245811.30000007153,245811.30000007153,242172.466,242256.20000004768,242188.801,245738.65,1,16,8,
sequence,flow.Sequence,4_7,2023-11-17T22:19:54.013Z,,,,,,,,,,,3622.499000071519,completion,,,,,,,low,low,,,,,,true,,,,,false,245811.60000002384,245811.30000007153,242172.466,242256.20000004768,242188.801,245738.65,1,16,,
trial,html.Screen,4_8_0,2023-11-17T22:20:00.544Z,,,,0,-0.8926515927689261,0.7935960767768927,,,true,hl,6603.750000095373,response,0.9138670886161264,1.2,-1.2,-0.8414121478342018,1.2,-1.2,high,low,,ISIC_8901371.JPG,,ISIC_6709052.JPG,27,true,0.40000000000000024,hl,keypress(j),100,false,252342.5,252342.40000009537,245722.278,245811.70000004768,245738.65,252272.117,1,16,9,
sequence,flow.Sequence,4_8,2023-11-17T22:20:00.544Z,,,,,,,,,,,6603.750000095373,completion,,,,,,,high,low,,,,,,true,,,,,false,252342.70000004768,252342.40000009537,245722.278,245811.70000004768,245738.65,252272.117,1,16,,
trial,html.Screen,4_9_0,2023-11-17T22:20:12.013Z,,,,0,-0.8472024037189965,0.986370061404882,,,true,hl,11539.283000095369,response,0.8047295996345292,1.2,-1.2,-1.551750455622795,1.2,-1.2,high,low,,ISIC_0054355.JPG,,ISIC_7717907.JPG,40,true,0.4500000000000003,hl,keypress(j),100,false,263811.60000002384,263811.40000009537,252255.311,252342.70000004768,252272.117,263738.705,1,16,10,
sequence,flow.Sequence,4_9,2023-11-17T22:20:12.013Z,,,,,,,,,,,11539.283000095369,completion,,,,,,,high,low,,,,,,true,,,,,false,263811.8000000715,263811.40000009537,252255.311,252342.70000004768,252272.117,263738.705,1,16,,
trial,html.Screen,4_10_0,2023-11-17T22:20:16.986Z,,,,0,-1.0453124399868816,0.8986747280184286,,,true,hl,5045.395000023826,response,0.7856143618373893,1.2,-1.2,-1.0273608829432213,1.2,-1.2,high,low,,ISIC_0013967.JPG,,ISIC_9303849.JPG,40,true,0.4500000000000003,hl,keypress(j),100,false,268784.2000000477,268784.10000002384,263722.24,263811.8000000715,263738.705,268722.464,1,16,11,
sequence,flow.Sequence,4_10,2023-11-17T22:20:16.986Z,,,,,,,,,,,5045.395000023826,completion,,,,,,,high,low,,,,,,true,,,,,false,268784.40000009537,268784.10000002384,263722.24,263811.8000000715,263738.705,268722.464,1,16,,
trial,html.Screen,4_11_0,2023-11-17T22:20:21.319Z,,,,0,-1.199471562817528,0.8631260534979347,,,true,hl,4395.136000023864,response,0.8867328775712738,1.2,-1.2,-1.0063426986460375,1.2,-1.2,high,low,,ISIC_0030754.JPG,,ISIC_0055759.JPG,40,true,0.4500000000000003,hl,keypress(j),100,false,273117.60000002384,273117.60000002384,268705.357,268784.5,268722.464,273055.484,1,16,12,
sequence,flow.Sequence,4_11,2023-11-17T22:20:21.319Z,,,,,,,,,,,4395.136000023864,completion,,,,,,,high,low,,,,,,true,,,,,false,273117.7000000477,273117.60000002384,268705.357,268784.5,268722.464,273055.484,1,16,,
trial,html.Screen,4_12_0,2023-11-17T22:20:25.883Z,,,,0,-1.1989130276493527,-1.2666195460149832,,,true,hh,4626.016000000003,response,1.522178057607135,1.2,-1.2,1.348695488923881,1.2,-1.2,high,high,,ISIC_0031705.JPG,,ISIC_7462953.JPG,359,true,0.4500000000000003,hh,keypress(i),100,false,277681.8000000715,277681.5,273038.715,273117.8000000715,273055.484,277622.445,1,16,13,
sequence,flow.Sequence,4_12,2023-11-17T22:20:25.884Z,,,,,,,,,,,4626.016000000003,completion,,,,,,,high,high,,,,,,true,,,,,false,277682,277681.5,273038.715,273117.8000000715,273055.484,277622.445,1,16,,
