sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-17T21:36:03.240Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,35005.954,response,,,,,,,,,,,,,,,,continue,keypress(Space),,,35531.60000002384,35525.5,502.859,495.60000002384186,519.546,35536.178,,,,{}
Demography form,html.Form,1,2023-11-17T21:36:25.240Z,,,18,,,,,,,,21995.322,form submission,,,,,,,,,female,,,,,,,,,,,57531.700000047684,57531.5,35518.682,35531.800000071526,35536.178,57553.253,,,,
Welcome,html.Screen,2,2023-11-17T21:36:52.890Z,,,,,,,"[""asym"",""bor""]",,,,27627.347000023845,response,,,,,,,,,,,,,,,,continue,click button,,,85181.20000004768,85180.60000002384,57536.251,57531.700000047684,57553.253,85186.055,,,,
demo_instructions,html.Screen,3,2023-11-17T21:37:45.506Z,,,,,,,,,,,52610.44500000001,response,,,,,,,,,,,,,,,,continue,click button,,,137797.30000007153,137796.5,85169.657,85181.30000007153,85186.055,137819.403,,,,
trial,html.Screen,4_0_0,2023-11-17T21:38:05.553Z,,,,0,0.9235571765207048,-1.0008081653938232,,,true,lh,20024.297000047693,response,-0.9433720631499012,1.2,-1.2,1.0582071940347648,1.2,-1.2,low,high,,ISIC_8796632.JPG,,ISIC_4890201.JPG,26,true,0.3600000000000002,lh,keypress(e),100,false,157843.89999997616,157843.70000004768,137786.204,137797.5,137819.403,157869.675,1,16,1,
sequence,flow.Sequence,4_0,2023-11-17T21:38:05.553Z,,,,,,,,,,,20024.297000047693,completion,,,,,,,low,high,,,,,,true,,,,,false,157844.10000002384,157843.70000004768,137786.204,137797.5,137819.403,157869.675,1,16,,
trial,html.Screen,4_1_0,2023-11-17T21:38:14.479Z,,,,0,1.0164576835546473,-0.8120626538423016,,,true,lh,8900.325000000012,response,-0.8979276789594874,1.2,-1.2,0.925374811016654,1.2,-1.2,low,high,,ISIC_6002694.JPG,,ISIC_4208361.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,166770.20000004768,166770,157852.716,157844.20000004768,157869.675,166786.186,1,16,2,
sequence,flow.Sequence,4_1,2023-11-17T21:38:14.479Z,,,,,,,,,,,8900.325000000012,completion,,,,,,,low,high,,,,,,true,,,,,false,166770.39999997616,166770,157852.716,157844.20000004768,157869.675,166786.186,1,16,,
trial,html.Screen,4_2_0,2023-11-17T21:38:39.564Z,,,,0,0.8816288864119318,-0.801867301188093,,,true,lh,25068.314000000013,response,-0.8579451262594331,1.2,-1.2,0.9633172970727744,1.2,-1.2,low,high,,ISIC_9196783.JPG,,ISIC_0067172.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,191854.89999997616,191854.5,166769.633,166770.39999997616,166786.186,191886.038,1,16,3,
sequence,flow.Sequence,4_2,2023-11-17T21:38:39.564Z,,,,,,,,,,,25068.314000000013,completion,,,,,,,low,high,,,,,,true,,,,,false,191855.39999997616,191854.5,166769.633,166770.39999997616,166786.186,191886.038,1,16,,
