sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-17T20:31:02.525Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1680,""screen_height"":1050,""scroll_width"":825,""scroll_height"":888,""window_innerWidth"":825,""window_innerHeight"":936,""devicePixelRatio"":1}",,,,,,,,,,19107.727999952316,response,,,,,,,,,,,,,,,,consent,click button,,,19835.599999904633,19827.799999952316,703.362,932.1999999284744,720.072,19640.471,,,,{}
Demography form,html.Form,1,2023-11-17T20:31:18.606Z,,,19,,,,,,,,16276.128999904631,form submission,,,,,,,,,female,,,,,,,,,,,35916.799999952316,35916.59999990463,19623.556,19835.799999952316,19640.471,35704.805,,,,
Welcome,html.Screen,2,2023-11-17T20:31:35.934Z,,,,,,,"[""asym"",""bor""]",,,,17538.994999952316,response,,,,,,,,,,,,,,,,continue,click button,,,53244.299999952316,53243.799999952316,35688.319,35916.799999952316,35704.805,53038.463,,,,
demo_instructions,html.Screen,3,2023-11-17T20:31:45.190Z,,,,,,,,,,,9461.336999952313,response,,,,,,,,,,,,,,,,continue,click button,,,62500.299999952316,62499.799999952316,53021.934,53244.39999997616,53038.463,62306.546,,,,
trial,html.Screen,4_0_0,2023-11-17T20:31:55.510Z,,,,0,1.4092385398614515,-1.3046237992197836,,,true,lh,10514.153999928472,response,-0.9454713230140772,1.2,-1.2,0.9245167441969216,1.2,-1.2,low,high,,ISIC_7254359.JPG,,ISIC_9101055.JPG,26,true,0.3600000000000002,lh,keypress(e),100,false,72820.79999995232,72820.69999992847,62273.357,62500.59999990463,62306.546,72626.628,1,16,1,
sequence,flow.Sequence,4_0,2023-11-17T20:31:55.511Z,,,,,,,,,,,10514.153999928472,completion,,,,,,,low,high,,,,,,true,,,,,false,72821.09999990463,72820.69999992847,62273.357,62500.5,62306.546,72626.628,1,16,,
trial,html.Screen,4_1_0,2023-11-17T20:31:57.896Z,,,,0,1.0213365328004047,-1.088524359911891,,,true,lh,2579.4719999046356,response,-0.8487429103619056,1.2,-1.2,0.9778257804233036,1.2,-1.2,low,high,,ISIC_5434229.JPG,,ISIC_4554863.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,75206.29999995232,75206.09999990463,72609.916,72821.19999992847,72626.628,75014.763,1,16,2,
sequence,flow.Sequence,4_1,2023-11-17T20:31:57.896Z,,,,,,,,,,,2579.4719999046356,completion,,,,,,,low,high,,,,,,true,,,,,false,75206.39999997616,75206.09999990463,72609.916,72821.09999990463,72626.628,75014.763,1,16,,
trial,html.Screen,4_2_0,2023-11-17T20:32:02.152Z,,,,0,0.7998855902596425,-1.1518579145663017,,,true,lh,4447.636999976152,response,-1.2364994561934892,1.2,-1.2,0.9174173651516624,1.2,-1.2,low,high,,ISIC_0025061.JPG,,ISIC_3481133.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,79462.5,79462.39999997616,74997.916,75206.5,75014.763,79273.016,1,16,3,
sequence,flow.Sequence,4_2,2023-11-17T20:32:02.152Z,,,,,,,,,,,4447.636999976152,completion,,,,,,,low,high,,,,,,true,,,,,false,79462.69999992847,79462.39999997616,74997.916,75206.39999997616,75014.763,79273.016,1,16,,
trial,html.Screen,4_3_0,2023-11-17T20:32:04.472Z,,,,0,0.8200962008791046,-0.7936051642828523,,,true,lh,2509.0839999046293,response,-0.9696118525781644,1.2,-1.2,0.9244148283103414,1.2,-1.2,low,high,,ISIC_0027031.JPG,,ISIC_7927525.JPG,33,true,0.42000000000000026,lh,keypress(e),100,false,81782.29999995232,81782.09999990463,79256.201,79462.79999995232,79273.016,81594.196,1,16,4,
sequence,flow.Sequence,4_3,2023-11-17T20:32:04.472Z,,,,,,,,,,,2509.0839999046293,completion,,,,,,,low,high,,,,,,true,,,,,false,81782.5,81782.09999990463,79256.201,79462.79999995232,79273.016,81594.196,1,16,,
trial,html.Screen,4_4_0,2023-11-17T20:32:07.467Z,,,,0,1.1253220985777015,1.108725659461368,,,true,ll,3183.4039999046363,response,-0.8005752697082944,1.2,-1.2,-0.8062281749376046,1.2,-1.2,low,low,,ISIC_0054954.JPG,,ISIC_0031104.JPG,253,true,0.42000000000000026,ll,keypress(f),100,false,84777.79999995232,84777.59999990463,81577.505,81782.69999992847,81594.196,84583.412,1,16,5,
sequence,flow.Sequence,4_4,2023-11-17T20:32:07.467Z,,,,,,,,,,,3183.4039999046363,completion,,,,,,,low,low,,,,,,true,,,,,false,84777.89999997616,84777.59999990463,81577.505,81782.59999990463,81594.196,84583.412,1,16,,
trial,html.Screen,4_5_0,2023-11-17T20:32:09.204Z,,,,0,1.242586748440878,1.1207933200172129,,,true,ll,1930.7879999284778,response,-1.2711018615747949,1.2,-1.2,-1.1042234044781618,1.2,-1.2,low,low,,ISIC_0013073.JPG,,ISIC_8603734.JPG,26,true,0.15000000000000002,ll,keypress(f),100,false,86514.5,86514.19999992847,84566.473,84778,84583.412,86319.945,1,16,6,
sequence,flow.Sequence,4_5,2023-11-17T20:32:09.205Z,,,,,,,,,,,1930.7879999284778,completion,,,,,,,low,low,,,,,,true,,,,,false,86515,86514.19999992847,84566.473,84778,84583.412,86319.945,1,16,,
