sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-30T15:29:56.034Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,19283.602,response,,,,,,,,,,,,,,,,,consent,click button,,,20076.299999952316,20067,766.742,970.6000001430511,783.398,19866.761,,,,{}
Demography form,html.Form,1,2023-11-30T15:30:05.984Z,,,18,,,,,,,,10159.939000047685,form submission,,,,,,,,,female,,,,,,,,,,,,30026.900000095367,30026.700000047684,19850.251,20076.60000014305,19866.761,29816.767,,,,
Welcome,html.Screen,2,2023-11-30T15:30:16.961Z,,,,,,,"[""bor"",""col""]",,,,11186.333000143051,response,,,,,,,,,,,,,,,,,continue,click button,,,41003.700000047684,41003.10000014305,29800.267,30027,29816.767,40800.119,,,,
demo_instructions,html.Screen,3,2023-11-30T15:30:22.473Z,,,,,,,,,,,5714.981000143052,response,,,,,,,,,,,,,,,,,continue,click button,,,46515.5,46515.10000014305,40783.546,41003.799999952316,40800.119,46316.798,,,,
trial,html.Screen,4_0_0,2023-11-30T15:30:37.677Z,,,,0,-1.2749714218614645,-1.1578619398362149,,,true,hh,15402.302000143049,response,1.151139267005652,1.2,-1.2,1.0838749490501327,1.2,-1.2,high,high,,ISIC_0024999.JPG,,ISIC_0002566.JPG,,25,true,0.14,hh,keypress(i),100,false,61719.40000009537,61719.10000014305,46300.24,46515.700000047684,46316.798,61533.504,1,16,1,
sequence,flow.Sequence,4_0,2023-11-30T15:30:37.693Z,,,,,,,,,,,15402.302000143049,completion,,,,,,,high,high,,,,,,,true,,,,,false,61735.10000014305,61719.10000014305,46300.24,46515.700000047684,46316.798,61533.504,1,16,,
trial,html.Screen,4_1_0,2023-11-30T15:30:41.812Z,,,,0,-1.266079261381142,-1.312161506160336,,,true,hh,4320.7959999523155,response,1.2724293858920366,1.2,-1.2,1.149360738769835,1.2,-1.2,high,high,,ISIC_0065449.JPG,,ISIC_1264725.JPG,,25,true,0.14,hh,keypress(i),100,false,65854.5,65854.29999995232,61516.87,61735.200000047684,61533.504,65666.826,1,16,2,
sequence,flow.Sequence,4_1,2023-11-30T15:30:41.812Z,,,,,,,,,,,4320.7959999523155,completion,,,,,,,high,high,,,,,,,true,,,,,false,65854.60000014305,65854.29999995232,61516.87,61735.200000047684,61533.504,65666.826,1,16,,
trial,html.Screen,4_2_0,2023-11-30T15:30:50.424Z,,,,0,-1.2749714218614645,-1.1578619398362149,,,true,hh,8798.973999952315,response,1.109799097093339,1.2,-1.2,1.091507924157762,1.2,-1.2,high,high,,ISIC_0024999.JPG,,ISIC_0765584.JPG,,25,true,0.14,hh,keypress(i),100,false,74466.10000014305,74465.79999995232,65650.149,65854.70000004768,65666.826,74283.599,1,16,3,
sequence,flow.Sequence,4_2,2023-11-30T15:30:50.424Z,,,,,,,,,,,8798.973999952315,completion,,,,,,,high,high,,,,,,,true,,,,,false,74466.60000014305,74465.79999995232,65650.149,65854.70000004768,65666.826,74283.599,1,16,,
trial,html.Screen,4_3_0,2023-11-30T15:30:55.298Z,,,,0,-1.1302628852630028,-1.288906469447243,,,true,hh,5056.001000143049,response,1.2253191093367526,1.2,-1.2,1.241905252673026,1.2,-1.2,high,high,,ISIC_0071050.JPG,,ISIC_1195689.JPG,,25,true,0.14,hh,keypress(i),100,false,79340,79339.60000014305,74266.869,74466.79999995232,74283.599,79150.315,1,16,4,
sequence,flow.Sequence,4_3,2023-11-30T15:30:55.298Z,,,,,,,,,,,5056.001000143049,completion,,,,,,,high,high,,,,,,,true,,,,,false,79340.40000009537,79339.60000014305,74266.869,74466.70000004768,74283.599,79150.315,1,16,,
trial,html.Screen,4_4_0,2023-11-30T15:31:02.601Z,,,,0,1.2600330864275875,1.0958628838888655,,,true,ll,7492.585000095365,response,-1.2749714218614645,1.2,-1.2,-1.1578619398362149,1.2,-1.2,low,low,,ISIC_0026996.JPG,,ISIC_0024999.JPG,,30,true,0.13,ll,keypress(f),100,false,86643.10000014305,86642.90000009537,79133.504,79340.60000014305,79150.315,86467.091,1,16,5,
sequence,flow.Sequence,4_4,2023-11-30T15:31:02.601Z,,,,,,,,,,,7492.585000095365,completion,,,,,,,low,low,,,,,,,true,,,,,false,86643.29999995232,86642.90000009537,79133.504,79340.5,79150.315,86467.091,1,16,,
trial,html.Screen,4_5_0,2023-11-30T15:31:04.750Z,,,,0,1.252716660627398,1.183977080937476,,,true,ll,2325.1090000476834,response,-1.0915173513546716,1.2,-1.2,-1.266840220031473,1.2,-1.2,low,low,,ISIC_0034194.JPG,,ISIC_8241457.JPG,,40,true,0.14,ll,keypress(f),100,false,88792.40000009537,88792.20000004768,86450.167,86643.5,86467.091,88616.953,1,16,6,
sequence,flow.Sequence,4_5,2023-11-30T15:31:04.750Z,,,,,,,,,,,2325.1090000476834,completion,,,,,,,low,low,,,,,,,true,,,,,false,88792.60000014305,88792.20000004768,86450.167,86643.40000009537,86467.091,88616.953,1,16,,
trial,html.Screen,4_6_0,2023-11-30T15:31:07.012Z,,,,0,1.274417010249866,1.0725495669014795,,,true,ll,2437.346999952322,response,-1.266079261381142,1.2,-1.2,-1.312161506160336,1.2,-1.2,low,low,,ISIC_8849004.JPG,,ISIC_0065449.JPG,,40,true,0.14,ll,keypress(f),100,false,91054.5,91054.29999995232,88600.278,88792.70000004768,88616.953,90866.88,1,16,7,
sequence,flow.Sequence,4_6,2023-11-30T15:31:07.012Z,,,,,,,,,,,2437.346999952322,completion,,,,,,,low,low,,,,,,,true,,,,,false,91054.79999995232,91054.29999995232,88600.278,88792.70000004768,88616.953,90866.88,1,16,,
trial,html.Screen,4_7_0,2023-11-30T15:31:10.217Z,,,,0,1.2600330864275875,1.0958628838888655,,,true,ll,3392.520000095363,response,-1.0650939066726144,1.2,-1.2,-1.315677757912145,1.2,-1.2,low,low,,ISIC_0026996.JPG,,ISIC_0070163.JPG,,40,true,0.14,ll,keypress(f),100,false,94259.60000014305,94259.40000009537,90850.263,91054.79999995232,90866.88,94083.502,1,16,8,
sequence,flow.Sequence,4_7,2023-11-30T15:31:10.217Z,,,,,,,,,,,3392.520000095363,completion,,,,,,,low,low,,,,,,,true,,,,,false,94259.70000004768,94259.40000009537,90850.263,91054.79999995232,90866.88,94083.502,1,16,,
trial,html.Screen,4_8_0,2023-11-30T15:31:20.209Z,,,,0,1.0453124399868816,-0.8986747280184286,,,true,lh,10167.998000000007,response,-1.0116417541846066,1.2,-1.2,1.033442916947398,1.2,-1.2,low,high,,ISIC_0013967.JPG,,ISIC_0031389.JPG,,27,true,0.40000000000000024,lh,keypress(e),100,false,104251.60000014305,104251.5,94066.88,94259.79999995232,94083.502,104067.015,1,16,9,
sequence,flow.Sequence,4_8,2023-11-30T15:31:20.209Z,,,,,,,,,,,10167.998000000007,completion,,,,,,,low,high,,,,,,,true,,,,,false,104251.90000009537,104251.5,94066.88,94259.79999995232,94083.502,104067.015,1,16,,
