sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-30T15:36:38.536Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,12454.560999952317,response,,,,,,,,,,,,,,,,,consent,click button,,,13172.199999809265,13164.299999952316,693.045,873.6999998092651,709.739,12976.349,,,,{}
Demography form,html.Form,1,2023-11-30T15:36:44.450Z,,,18,,,,,,,,6109.450999952316,form submission,,,,,,,,,male,,,,,,,,,,,,19086,19085.799999952316,12959.732,13172.5,12976.349,18909.875,,,,
Welcome,html.Screen,2,2023-11-30T15:37:17.970Z,,,,,,,"[""asym"",""bor""]",,,,33694.72499990463,response,,,,,,,,,,,,,,,,,continue,click button,,,52605.199999809265,52604.59999990463,18893.05,19086.099999904633,18909.875,52426.509,,,,
demo_instructions,html.Screen,3,2023-11-30T15:37:45.570Z,,,,,,,,,,,27777.991,response,,,,,,,,,,,,,,,,,continue,click button,,,80205.09999990463,80204.5,52409.863,52605.299999952316,52426.509,80026.189,,,,
trial,html.Screen,4_0_0,2023-11-30T15:37:52.021Z,,,,0,-1.2071341803968807,-1.235960269089932,,,true,hh,6629.410999904634,response,1.2724584600905462,1.2,-1.2,1.1411016103695344,1.2,-1.2,high,high,,ISIC_0058174.JPG,,ISIC_0059625.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,86655.79999995232,86655.59999990463,80009.768,80205.29999995232,80026.189,86492.854,1,16,1,
sequence,flow.Sequence,4_0,2023-11-30T15:37:52.028Z,,,,,,,,,,,6629.410999904634,completion,,,,,,,high,high,,,,,,,true,,,,,false,86662.5,86655.59999990463,80009.768,80205.29999995232,80026.189,86492.854,1,16,,
trial,html.Screen,4_1_0,2023-11-30T15:37:57.905Z,,,,0,-1.2915523362516486,-1.1264977790562936,,,true,hh,6047.045999856942,response,1.1210325063849345,1.2,-1.2,1.1498648320956202,1.2,-1.2,high,high,,ISIC_0502582.JPG,,ISIC_0032162.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,92540.39999985695,92539.89999985695,86476.424,86662.69999980927,86492.854,92376.3,1,16,2,
sequence,flow.Sequence,4_1,2023-11-30T15:37:57.906Z,,,,,,,,,,,6047.045999856942,completion,,,,,,,high,high,,,,,,,true,,,,,false,92541.09999990463,92539.89999985695,86476.424,86662.69999980927,86492.854,92376.3,1,16,,
trial,html.Screen,4_2_0,2023-11-30T15:38:01.602Z,,,,0,-1.255256820488545,-1.1206426433062562,,,true,hh,3859.7999999046297,response,1.057008495826831,1.2,-1.2,1.1278122585028287,1.2,-1.2,high,high,,ISIC_0024652.JPG,,ISIC_2819798.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,96236.69999980927,96236.09999990463,92359.525,92541.5,92376.3,96059.471,1,16,3,
sequence,flow.Sequence,4_2,2023-11-30T15:38:01.602Z,,,,,,,,,,,3859.7999999046297,completion,,,,,,,high,high,,,,,,,true,,,,,false,96237.39999985695,96236.09999990463,92359.525,92541.29999995232,92376.3,96059.471,1,16,,
trial,html.Screen,4_3_0,2023-11-30T15:38:05.345Z,,,,0,-1.2952503640839694,-1.107234527385344,,,true,hh,3920.428999856944,response,1.0858641668099058,1.2,-1.2,1.1638942560200525,1.2,-1.2,high,high,,ISIC_0034134.JPG,,ISIC_5439597.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,99980,99979.89999985695,96042.851,96237.69999980927,96059.471,99809.486,1,16,4,
sequence,flow.Sequence,4_3,2023-11-30T15:38:05.345Z,,,,,,,,,,,3920.428999856944,completion,,,,,,,high,high,,,,,,,true,,,,,false,99980.19999980927,99979.89999985695,96042.851,96237.59999990463,96059.471,99809.486,1,16,,
trial,html.Screen,4_4_0,2023-11-30T15:38:11.366Z,,,,0,1.2024083555600384,1.149077673153018,,,true,ll,6191.513999999996,response,-1.185875658992962,1.2,-1.2,-1.2635548590325487,1.2,-1.2,low,low,,ISIC_3566243.JPG,,ISIC_0011703.JPG,,30,true,0.1,ll,keypress(f),100,false,106001.39999985695,106001,99792.823,99980.39999985695,99809.486,105826.134,1,16,5,
sequence,flow.Sequence,4_4,2023-11-30T15:38:11.367Z,,,,,,,,,,,6191.513999999996,completion,,,,,,,low,low,,,,,,,true,,,,,false,106002.09999990463,106001,99792.823,99980.29999995232,99809.486,105826.134,1,16,,
trial,html.Screen,4_5_0,2023-11-30T15:38:14.567Z,,,,0,1.1388430156686884,1.2700552354887775,,,true,ll,3375.7659998569434,response,-1.2015106101917423,1.2,-1.2,-1.071085024260525,1.2,-1.2,low,low,,ISIC_9939653.JPG,,ISIC_0072496.JPG,,53,true,0.15000000000000002,ll,keypress(f),100,false,109202.29999995232,109201.89999985695,105809.538,106002.29999995232,105826.134,109026.145,1,16,6,
sequence,flow.Sequence,4_5,2023-11-30T15:38:14.568Z,,,,,,,,,,,3375.7659998569434,completion,,,,,,,low,low,,,,,,,true,,,,,false,109202.79999995232,109201.89999985695,105809.538,106002.29999995232,105826.134,109026.145,1,16,,
