sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2024-03-05T20:11:44.747Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":2560,""screen_height"":1440,""scroll_width"":1265,""scroll_height"":1278,""window_innerWidth"":1265,""window_innerHeight"":1326,""devicePixelRatio"":1}",,,,,,,,,,55617.50000038147,response,,,,,,,,,,,,,,,,,consent,click button,,,56109.69999885559,56109.10000038147,474.7,593.3999996185303,491.6,56004.3,,,,{}
Demography form,html.Form,1,2024-03-05T20:11:51.674Z,,,21,,,,,,,,7032.199999999997,form submission,,,,,,,,,male,,,,,,,,,,,,63036.69999885559,63036.5,55987.662,56109.89999961853,56004.3,62926.4,,,,
Welcome,html.Screen,2,2024-03-05T20:12:27.363Z,,,,,,,"[""asym"",""bor""]",,,,35798.89999923706,response,,,,,,,,,,,,,,,,,continue,keypress(Space),,,98725.79999923706,98725.29999923706,62926.324,63036.79999923706,62926.4,98622.4,,,,
demo_instructions,html.Screen,3,2024-03-05T20:12:54.675Z,,,,,,,,,,,27415.200000381476,response,,,,,,,,,,,,,,,,,continue,keypress(Space),,,126038.10000038147,126037.60000038147,98604.5,98725.89999961853,98622.4,125927.7,,,,
trial,html.Screen,4_0_0,2024-03-05T20:13:15.989Z,,,,0,-1.185875658992962,-1.2635548590325487,,,true,hh,21424.199999618533,response,1.086647361897092,1.2,-1.2,1.1528935990320313,1.2,-1.2,high,high,,ISIC_0011703.JPG,,ISIC_3505339.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,147352,147351.89999961853,125921.308,126038.19999885559,125927.7,147262.5,1,16,1,
sequence,flow.Sequence,4_0,2024-03-05T20:13:15.994Z,,,,,,,,,,,21424.199999618533,completion,,,,,,,high,high,,,,,,,true,,,,,false,147356.79999923706,147351.89999961853,125921.308,126038.19999885559,125927.7,147262.5,1,16,,
trial,html.Screen,4_1_0,2024-03-05T20:13:23.183Z,,,,0,-1.272699544571422,-1.12917997553565,,,true,hh,7283.199998855591,response,1.1210325063849345,1.2,-1.2,1.1498648320956202,1.2,-1.2,high,high,,ISIC_0012057.JPG,,ISIC_0032162.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,154545.79999923706,154545.6999988556,147246.2,147356.79999923706,147262.5,154452,1,16,2,
sequence,flow.Sequence,4_1,2024-03-05T20:13:23.183Z,,,,,,,,,,,7283.199998855591,completion,,,,,,,high,high,,,,,,,true,,,,,false,154545.89999961853,154545.6999988556,147246.2,147356.79999923706,147262.5,154452,1,16,,
trial,html.Screen,4_2_0,2024-03-05T20:13:26.643Z,,,,0,-1.2322060291690602,-1.2686491386389651,,,true,hh,3554,response,1.2724584600905462,1.2,-1.2,1.1411016103695344,1.2,-1.2,high,high,,ISIC_0011697.JPG,,ISIC_0059625.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,158006.29999923706,158006,154435.3,154546,154452,157905.7,1,16,3,
sequence,flow.Sequence,4_2,2024-03-05T20:13:26.643Z,,,,,,,,,,,3554,completion,,,,,,,high,high,,,,,,,true,,,,,false,158006.5,158006,154435.3,154546,154452,157905.7,1,16,,
trial,html.Screen,4_3_0,2024-03-05T20:13:31.113Z,,,,0,-1.2249552940807693,-1.1723015116910682,,,true,hh,4569.999998855579,response,1.2024083555600384,1.2,-1.2,1.149077673153018,1.2,-1.2,high,high,,ISIC_0055251.JPG,,ISIC_3566243.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,162476,162475.6999988556,157889.1,158006.60000038147,157905.7,162375.3,1,16,4,
sequence,flow.Sequence,4_3,2024-03-05T20:13:31.115Z,,,,,,,,,,,4569.999998855579,completion,,,,,,,high,high,,,,,,,true,,,,,false,162478.5,162475.6999988556,157889.1,158006.60000038147,157905.7,162375.3,1,16,,
trial,html.Screen,4_4_0,2024-03-05T20:13:35.601Z,,,,0,1.0717785279820962,1.1267239445830604,,,false,ll,4588.3999988556025,response,-1.126264390089724,1.2,-1.2,-1.271896565050952,1.2,-1.2,low,low,,ISIC_9948815.JPG,,ISIC_1520897.JPG,,30,true,0.1,lh,keypress(e),100,false,166964.29999923706,166963.6999988556,162358.998,162478.6999988556,162375.3,166863.1,1,16,5,
sequence,flow.Sequence,4_4,2024-03-05T20:13:35.602Z,,,,,,,,,,,4588.3999988556025,completion,,,,,,,low,low,,,,,,,true,,,,,false,166965,166963.6999988556,162358.998,162478.60000038147,162375.3,166863.1,1,16,,
trial,html.Screen,4_5_0,2024-03-05T20:13:38.908Z,,,,0,1.0959058628476686,1.1684835186766898,,,false,ll,3407.899999999994,response,-1.1877026569952844,1.2,-1.2,-1.1604367569896263,1.2,-1.2,low,low,,ISIC_5920470.JPG,,ISIC_0064589.JPG,,53,true,0.15000000000000002,lh,keypress(e),100,false,170271.1999988556,170271,166846.764,166965.39999961853,166863.1,170181.6,1,16,6,
sequence,flow.Sequence,4_5,2024-03-05T20:13:38.908Z,,,,,,,,,,,3407.899999999994,completion,,,,,,,low,low,,,,,,,true,,,,,false,170271.1999988556,170271,166846.764,166965.1999988556,166863.1,170181.6,1,16,,
trial,html.Screen,4_6_0,2024-03-05T20:13:41.217Z,,,,0,1.1388430156686884,1.2700552354887775,,,false,ll,2397.7999996185245,response,-1.2750452296609045,1.2,-1.2,-1.1682369131232675,1.2,-1.2,low,low,,ISIC_9939653.JPG,,ISIC_0066399.JPG,,53,true,0.15000000000000002,lh,keypress(e),100,false,172579.60000038147,172579.39999961853,170164.766,170271.29999923706,170181.6,172483.3,1,16,7,
sequence,flow.Sequence,4_6,2024-03-05T20:13:41.217Z,,,,,,,,,,,2397.7999996185245,completion,,,,,,,low,low,,,,,,,true,,,,,false,172579.79999923706,172579.39999961853,170164.766,170271.29999923706,170181.6,172483.3,1,16,,
trial,html.Screen,4_7_0,2024-03-05T20:13:43.782Z,,,,0,1.2711018615747949,1.1042234044781618,,,false,ll,2661.599999618542,response,-1.2169050727663315,1.2,-1.2,-1.1067845563421794,1.2,-1.2,low,low,,ISIC_8603734.JPG,,ISIC_7016261.JPG,,53,true,0.15000000000000002,lh,keypress(e),100,false,175145,175144.89999961853,172467.2,172579.89999961853,172483.3,175052.3,1,16,8,
sequence,flow.Sequence,4_7,2024-03-05T20:13:43.782Z,,,,,,,,,,,2661.599999618542,completion,,,,,,,low,low,,,,,,,true,,,,,false,175145.29999923706,175144.89999961853,172467.2,172579.89999961853,172483.3,175052.3,1,16,,
trial,html.Screen,4_8_0,2024-03-05T20:13:45.772Z,,,,0,0.8487429103619056,-0.9778257804233036,,,true,lh,2082.999999237072,response,-0.9388660854518424,1.2,-1.2,0.79533948698576,1.2,-1.2,low,high,,ISIC_4554863.JPG,,ISIC_9291926.JPG,,27,true,0.42000000000000026,lh,keypress(e),100,false,177135.5,177135.29999923706,175036.266,175145.29999923706,175052.3,177037.9,1,16,9,
sequence,flow.Sequence,4_8,2024-03-05T20:13:45.773Z,,,,,,,,,,,2082.999999237072,completion,,,,,,,low,high,,,,,,,true,,,,,false,177135.60000038147,177135.29999923706,175036.266,175145.29999923706,175052.3,177037.9,1,16,,
trial,html.Screen,4_9_0,2024-03-05T20:13:47.530Z,,,,0,1.2364994561934892,-0.9174173651516624,,,false,lh,1854.7000003814755,response,-0.9235571765207048,1.2,-1.2,1.0008081653938232,1.2,-1.2,low,high,,ISIC_3481133.JPG,,ISIC_8796632.JPG,,27,true,0.42000000000000026,hh,keypress(i),100,false,178892.89999961853,178892.60000038147,177021.266,177135.6999988556,177037.9,178806.5,1,16,10,
sequence,flow.Sequence,4_9,2024-03-05T20:13:47.531Z,,,,,,,,,,,1854.7000003814755,completion,,,,,,,low,high,,,,,,,true,,,,,false,178893.60000038147,178892.60000038147,177021.266,177135.6999988556,177037.9,178806.5,1,16,,
trial,html.Screen,4_10_0,2024-03-05T20:13:54.509Z,,,,0,1.1181734135756094,-0.944560381774994,,,true,lh,7065.699998855591,response,-0.9235571765207048,1.2,-1.2,1.0008081653938232,1.2,-1.2,low,high,,ISIC_9688534.JPG,,ISIC_8796632.JPG,,27,true,0.42000000000000026,lh,keypress(e),100,false,185872.39999961853,185872.1999988556,178789.864,178893.79999923706,178806.5,185778.6,1,16,11,
sequence,flow.Sequence,4_10,2024-03-05T20:13:54.510Z,,,,,,,,,,,7065.699998855591,completion,,,,,,,low,high,,,,,,,true,,,,,false,185872.60000038147,185872.1999988556,178789.864,178893.6999988556,178806.5,185778.6,1,16,,
trial,html.Screen,4_11_0,2024-03-05T20:13:56.381Z,,,,0,1.0751036484083878,-1.143906455483852,,,true,lh,1964.099998855585,response,-0.7871162143493278,1.2,-1.2,0.8429329800778957,1.2,-1.2,low,high,,ISIC_0064406.JPG,,ISIC_3439215.JPG,,27,true,0.42000000000000026,lh,keypress(e),100,false,187742.79999923706,187742.6999988556,185762.198,185872.6999988556,185778.6,187646.1,1,16,12,
sequence,flow.Sequence,4_11,2024-03-05T20:13:56.381Z,,,,,,,,,,,1964.099998855585,completion,,,,,,,low,high,,,,,,,true,,,,,false,187743,187742.6999988556,185762.198,185872.6999988556,185778.6,187646.1,1,16,,
trial,html.Screen,4_12_0,2024-03-05T20:14:04.329Z,,,,0,-0.8655167308525522,0.9298580423306444,,,true,hl,8044.599998855585,response,0.8579451262594331,1.2,-1.2,-0.9633172970727744,1.2,-1.2,high,low,,ISIC_4603706.JPG,,ISIC_0067172.JPG,,26,true,0.3600000000000002,hl,keypress(j),100,false,195690.89999961853,195690.6999988556,187629.866,187743.10000038147,187646.1,195602.2,1,16,13,
sequence,flow.Sequence,4_12,2024-03-05T20:14:04.329Z,,,,,,,,,,,8044.599998855585,completion,,,,,,,high,low,,,,,,,true,,,,,false,195691,195690.6999988556,187629.866,187743.10000038147,187646.1,195602.2,1,16,,
trial,html.Screen,4_13_0,2024-03-05T20:14:06.369Z,,,,0,-0.8035152873995188,0.82868450251632,,,true,hl,2129.400000381458,response,0.8579451262594331,1.2,-1.2,-0.9633172970727744,1.2,-1.2,high,low,,ISIC_0010671.JPG,,ISIC_0067172.JPG,,33,true,0.42000000000000026,hl,keypress(j),100,false,197731.6999988556,197731.60000038147,195585.966,195691,195602.2,197637.5,1,16,14,
sequence,flow.Sequence,4_13,2024-03-05T20:14:06.370Z,,,,,,,,,,,2129.400000381458,completion,,,,,,,high,low,,,,,,,true,,,,,false,197731.89999961853,197731.60000038147,195585.966,195691,195602.2,197637.5,1,16,,
trial,html.Screen,4_14_0,2024-03-05T20:14:11.294Z,,,,0,-0.7833710010171356,0.9315588090336896,,,true,hl,5018.699998855591,response,1.011737552725394,1.2,-1.2,-0.8500530224490773,1.2,-1.2,high,low,,ISIC_3826102.JPG,,ISIC_2998367.JPG,,33,true,0.42000000000000026,hl,keypress(j),100,false,202656.39999961853,202656.1999988556,197620.966,197731.89999961853,197637.5,202558.1,1,16,15,
sequence,flow.Sequence,4_14,2024-03-05T20:14:11.294Z,,,,,,,,,,,5018.699998855591,completion,,,,,,,high,low,,,,,,,true,,,,,false,202656.60000038147,202656.1999988556,197620.966,197731.89999961853,197637.5,202558.1,1,16,,
trial,html.Screen,4_15_0,2024-03-05T20:14:15.978Z,,,,0,-0.8623414234919863,0.782830143980698,,,true,hl,4781.599998855585,response,0.7836356408583546,1.2,-1.2,-1.1197925594706428,1.2,-1.2,high,low,,ISIC_2727016.JPG,,ISIC_0024961.JPG,,33,true,0.42000000000000026,hl,keypress(j),100,false,207339.79999923706,207339.6999988556,202541.866,202656.6999988556,202558.1,207245.5,1,16,16,
sequence,flow.Sequence,4_15,2024-03-05T20:14:15.978Z,,,,,,,,,,,4781.599998855585,completion,,,,,,,high,low,,,,,,,true,,,,,false,207340.10000038147,207339.6999988556,202541.866,202656.60000038147,202558.1,207245.5,1,16,,
demonstration_loop,flow.Loop,4,2024-03-05T20:14:15.978Z,,,,,,,,,,,81411.9999988556,completion,,,,,,,,,,,,,,,true,,,,,false,207340.10000038147,207339.6999988556,125921.308,126038.19999885559,125927.7,207245.5,1,16,,
practice_instructions,html.Screen,5,2024-03-05T20:14:19.044Z,,,,,,,,,,,3160.3999996185303,response,,,,,,,,,,,,,,,,,continue,keypress(Space),,,210406.5,210405.89999961853,207228.932,207340.1999988556,207245.5,210297.6,,,,
trial,html.Screen,6_0_0,2024-03-05T20:14:31.231Z,,,,1,-0.8092423703106274,1.1870093485714288,,,false,hl,12291.199999237055,response,0.8979276789594874,1.2,-1.2,-0.925374811016654,1.2,-1.2,high,low,,ISIC_8592235.JPG,,ISIC_4208361.JPG,,26,true,0.3600000000000002,lh,keypress(e),0,false,222593.39999961853,222588.79999923706,210295.378,210406.79999923706,210297.6,222491.3,1,40,1,
sequence,flow.Sequence,6_0,2024-03-05T20:14:31.231Z,,,,,,,,,,,12291.199999237055,completion,,,,,,,high,low,,,,,,,true,,,,,false,222593.5,222588.79999923706,210295.378,210406.79999923706,210297.6,222491.3,1,40,,
trial,html.Screen,6_1_0,2024-03-05T20:14:35.828Z,,,,1,-1.242586748440878,-1.1207933200172129,,,true,hh,4699.200000000012,response,1.0859458972647518,1.2,-1.2,0.9241823104580792,1.2,-1.2,high,high,,ISIC_0013073.JPG,,ISIC_0011721.JPG,,253,true,0.42000000000000026,hh,keypress(i),0,false,227190.6999988556,227190.5,222474.2,222593.5,222491.3,227078,1,40,2,
sequence,flow.Sequence,6_1,2024-03-05T20:14:35.829Z,,,,,,,,,,,4699.200000000012,completion,,,,,,,high,high,,,,,,,true,,,,,false,227190.79999923706,227190.5,222474.2,222593.5,222491.3,227078,1,40,,
trial,html.Screen,6_2_0,2024-03-05T20:14:38.662Z,,,,1,-1.101214461533281,-1.1849883512428183,,,true,hh,2945.699998855591,response,1.2318069697449794,1.2,-1.2,1.1703576816778267,1.2,-1.2,high,high,,ISIC_0064943.JPG,,ISIC_2732573.JPG,,26,true,0.15000000000000002,hh,keypress(i),0,false,230024.10000038147,230023.6999988556,227061.7,227190.79999923706,227078,229931.3,1,40,3,
sequence,flow.Sequence,6_2,2024-03-05T20:14:38.662Z,,,,,,,,,,,2945.699998855591,completion,,,,,,,high,high,,,,,,,true,,,,,false,230024.6999988556,230023.6999988556,227061.7,227190.79999923706,227078,229931.3,1,40,,
trial,html.Screen,6_3_0,2024-03-05T20:14:44.885Z,,,,1,0.9579209317488,-1.0147487101263497,,,false,lh,6315.599999618542,response,-1.0264463986917702,1.2,-1.2,1.2804054832904397,1.2,-1.2,low,high,,ISIC_8124482.JPG,,ISIC_7889838.JPG,,27,true,0.42000000000000026,hh,keypress(i),0,false,236246.89999961853,236246.89999961853,229929.926,230025,229931.3,236135.5,1,40,4,
sequence,flow.Sequence,6_3,2024-03-05T20:14:44.885Z,,,,,,,,,,,6315.599999618542,completion,,,,,,,low,high,,,,,,,true,,,,,false,236247,236246.89999961853,229929.926,230024.79999923706,229931.3,236135.5,1,40,,
trial,html.Screen,6_4_0,2024-03-05T20:14:58.983Z,,,,1,-0.948927472020595,1.0660437155921598,,,false,hl,14208.79999923706,response,1.0026266089287914,1.2,-1.2,-1.0913275913920335,1.2,-1.2,high,low,,ISIC_5808758.JPG,,ISIC_0033520.JPG,,26,true,0.3600000000000002,lh,keypress(e),0,false,250344.6999988556,250344.29999923706,236131.826,236247,236135.5,250248,1,40,5,
sequence,flow.Sequence,6_4,2024-03-05T20:14:58.983Z,,,,,,,,,,,14208.79999923706,completion,,,,,,,high,low,,,,,,,true,,,,,false,250345.29999923706,250344.29999923706,236131.826,236247,236135.5,250248,1,40,,
trial,html.Screen,6_5_0,2024-03-05T20:15:07.078Z,,,,1,-0.8655167308525522,0.9298580423306444,,,false,hl,8192.19999885559,response,0.8179805381029407,1.2,-1.2,-0.8578467162767749,1.2,-1.2,high,low,,ISIC_4603706.JPG,,ISIC_0067253.JPG,,33,true,0.42000000000000026,ll,keypress(f),0,false,258440.60000038147,258440.1999988556,250237.276,250345.60000038147,250248,258338.2,1,40,6,
sequence,flow.Sequence,6_5,2024-03-05T20:15:07.079Z,,,,,,,,,,,8192.19999885559,completion,,,,,,,high,low,,,,,,,true,,,,,false,258441.10000038147,258440.1999988556,250237.276,250345.5,250248,258338.2,1,40,,
trial,html.Screen,6_6_0,2024-03-05T20:15:12.309Z,,,,1,1.0026266089287914,-1.0913275913920335,,,false,lh,5332.599999237049,response,-1.0115965332688306,1.2,-1.2,0.8282633603842442,1.2,-1.2,low,high,,ISIC_0033520.JPG,,ISIC_1069587.JPG,,27,true,0.42000000000000026,ll,keypress(f),0,false,263671,263670.79999923706,258332.45,258441.29999923706,258338.2,263558.4,1,40,7,
sequence,flow.Sequence,6_6,2024-03-05T20:15:12.309Z,,,,,,,,,,,5332.599999237049,completion,,,,,,,low,high,,,,,,,true,,,,,false,263671.39999961853,263670.79999923706,258332.45,258441.1999988556,258338.2,263558.4,1,40,,
trial,html.Screen,6_7_0,2024-03-05T20:15:15.731Z,,,,1,-1.156827121261563,-1.2544342720917778,,,true,hh,3535.2000003814464,response,1.056824784611021,1.2,-1.2,0.8736902702135552,1.2,-1.2,high,high,,ISIC_0060397.JPG,,ISIC_0014026.JPG,,179,true,0.3600000000000002,hh,keypress(i),0,false,267093.6999988556,267093.60000038147,263542.5,263671.60000038147,263558.4,266977.5,1,40,8,
sequence,flow.Sequence,6_7,2024-03-05T20:15:15.732Z,,,,,,,,,,,3535.2000003814464,completion,,,,,,,high,high,,,,,,,true,,,,,false,267093.6999988556,267093.60000038147,263542.5,263671.39999961853,263558.4,266977.5,1,40,,
trial,html.Screen,6_8_0,2024-03-05T20:15:21.270Z,,,,1,1.1181734135756094,-0.944560381774994,,,false,lh,5654.799999237061,response,-1.0164576835546473,1.2,-1.2,0.8120626538423016,1.2,-1.2,low,high,,ISIC_9688534.JPG,,ISIC_6002694.JPG,,27,true,0.42000000000000026,hh,keypress(i),0,false,272632.6999988556,272632.29999923706,266976.87,267093.6999988556,266977.5,272533.8,1,40,9,
sequence,flow.Sequence,6_8,2024-03-05T20:15:21.271Z,,,,,,,,,,,5654.799999237061,completion,,,,,,,low,high,,,,,,,true,,,,,false,272633.1999988556,272632.29999923706,266976.87,267093.6999988556,266977.5,272533.8,1,40,,
trial,html.Screen,6_9_0,2024-03-05T20:15:25.287Z,,,,1,-1.185875658992962,-1.2635548590325487,,,true,hh,4114.999999237072,response,0.8586909757509995,1.2,-1.2,1.0893508435831143,1.2,-1.2,high,high,,ISIC_0011703.JPG,,ISIC_0003111.JPG,,179,true,0.3600000000000002,hh,keypress(i),0,false,276649.29999923706,276648.79999923706,272511.642,272633.39999961853,272533.8,276553.1,1,40,10,
sequence,flow.Sequence,6_9,2024-03-05T20:15:25.288Z,,,,,,,,,,,4114.999999237072,completion,,,,,,,high,high,,,,,,,true,,,,,false,276649.79999923706,276648.79999923706,272511.642,272633.29999923706,272533.8,276553.1,1,40,,
trial,html.Screen,6_10_0,2024-03-05T20:15:29.924Z,,,,1,0.9433720631499012,-1.0582071940347648,,,false,lh,4732.799999618554,response,-1.0115965332688306,1.2,-1.2,0.8282633603842442,1.2,-1.2,low,high,,ISIC_4890201.JPG,,ISIC_1069587.JPG,,27,true,0.42000000000000026,ll,keypress(f),0,false,281285.89999961853,281285.89999961853,276550.712,276650.10000038147,276553.1,281172.6,1,40,11,
sequence,flow.Sequence,6_10,2024-03-05T20:15:29.924Z,,,,,,,,,,,4732.799999618554,completion,,,,,,,low,high,,,,,,,true,,,,,false,281286,281285.89999961853,276550.712,276650.10000038147,276553.1,281172.6,1,40,,
trial,html.Screen,6_11_0,2024-03-05T20:15:32.276Z,,,,1,1.131522954199764,1.1047184491749509,,,true,ll,2465.099998855614,response,-1.1775572882001233,1.2,-1.2,-0.9181044334713,1.2,-1.2,low,low,,ISIC_1868816.JPG,,ISIC_0014548.JPG,,245,true,0.3600000000000002,ll,keypress(f),0,false,283637.79999923706,283637.6999988556,281157.3,281286.10000038147,281172.6,283524.4,1,40,12,
sequence,flow.Sequence,6_11,2024-03-05T20:15:32.276Z,,,,,,,,,,,2465.099998855614,completion,,,,,,,low,low,,,,,,,true,,,,,false,283638,283637.6999988556,281157.3,281286.10000038147,281172.6,283524.4,1,40,,
trial,html.Screen,6_12_0,2024-03-05T20:15:35.189Z,,,,1,-0.8816288864119318,0.801867301188093,,,false,hl,3026.3999992370373,response,1.0026266089287914,1.2,-1.2,-1.0913275913920335,1.2,-1.2,high,low,,ISIC_9196783.JPG,,ISIC_0033520.JPG,,26,true,0.3600000000000002,hh,keypress(i),0,false,286551.10000038147,286550.79999923706,283523.346,283638,283524.4,286443.9,1,40,13,
sequence,flow.Sequence,6_12,2024-03-05T20:15:35.189Z,,,,,,,,,,,3026.3999992370373,completion,,,,,,,high,low,,,,,,,true,,,,,false,286551.39999961853,286550.79999923706,283523.346,283638,283524.4,286443.9,1,40,,
trial,html.Screen,6_13_0,2024-03-05T20:15:37.413Z,,,,1,1.131522954199764,1.1047184491749509,,,true,ll,2330.999999618507,response,-0.9545500235555924,1.2,-1.2,-1.2140255839622307,1.2,-1.2,low,low,,ISIC_1868816.JPG,,ISIC_8704257.JPG,,339,true,0.42000000000000026,ll,keypress(f),0,false,288775.10000038147,288774.89999961853,286427,286551.60000038147,286443.9,288662.718,1,40,14,
sequence,flow.Sequence,6_13,2024-03-05T20:15:37.413Z,,,,,,,,,,,2330.999999618507,completion,,,,,,,low,low,,,,,,,true,,,,,false,288775.1999988556,288774.89999961853,286427,286551.5,286443.9,288662.718,1,40,,
trial,html.Screen,6_14_0,2024-03-05T20:15:44.708Z,,,,1,-0.8947611078712571,0.8960964505004638,,,false,hl,7407.181999618537,response,0.869932994914832,1.2,-1.2,-0.8880533324432531,1.2,-1.2,high,low,,ISIC_6441128.JPG,,ISIC_8617084.JPG,,26,true,0.3600000000000002,hh,keypress(i),0,false,296069.89999961853,296069.89999961853,288662.718,288775.1999988556,288662.718,295968.6,1,40,15,
sequence,flow.Sequence,6_14,2024-03-05T20:15:44.708Z,,,,,,,,,,,7407.181999618537,completion,,,,,,,high,low,,,,,,,true,,,,,false,296070,296069.89999961853,288662.718,288775.1999988556,288662.718,295968.6,1,40,,
trial,html.Screen,6_15_0,2024-03-05T20:15:47.126Z,,,,1,1.131522954199764,1.1047184491749509,,,true,ll,2519.000000381493,response,-1.1346217981791904,1.2,-1.2,-1.1555132168806113,1.2,-1.2,low,low,,ISIC_1868816.JPG,,ISIC_0032771.JPG,,339,true,0.42000000000000026,ll,keypress(f),0,false,298487.79999923706,298487.60000038147,295951.3,296070,295968.6,298387.8,1,40,16,
sequence,flow.Sequence,6_15,2024-03-05T20:15:47.126Z,,,,,,,,,,,2519.000000381493,completion,,,,,,,low,low,,,,,,,true,,,,,false,298488.1999988556,298487.60000038147,295951.3,296070,295968.6,298387.8,1,40,,
trial,html.Screen,6_16_0,2024-03-05T20:15:51.540Z,,,,1,1.0865333402803938,-1.0542635307358266,,,false,lh,4514.200000000012,response,-1.0022829373011404,1.2,-1.2,0.8311726972863814,1.2,-1.2,low,high,,ISIC_0034006.JPG,,ISIC_0033287.JPG,,27,true,0.42000000000000026,hh,keypress(i),0,false,302902,302902,298386.476,298488.29999923706,298387.8,302790.4,1,40,17,
sequence,flow.Sequence,6_16,2024-03-05T20:15:51.540Z,,,,,,,,,,,4514.200000000012,completion,,,,,,,low,high,,,,,,,true,,,,,false,302902.10000038147,302902,298386.476,298488.29999923706,298387.8,302790.4,1,40,,
trial,html.Screen,6_17_0,2024-03-05T20:15:54.822Z,,,,1,0.991282840649944,-0.9397921099839784,,,false,lh,3393.3999992370373,response,-0.7871162143493278,1.2,-1.2,0.8429329800778957,1.2,-1.2,low,high,,ISIC_0000463.JPG,,ISIC_3439215.JPG,,27,true,0.42000000000000026,ll,keypress(f),0,false,306184.1999988556,306183.79999923706,302788.254,302902.10000038147,302790.4,306077.6,1,40,18,
