sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-20T16:33:55.246Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,35629.91900009537,response,,,,,,,,,,,,,,,,,consent,click button,,,36200.60000002384,36193.90000009537,547.319,718.2000000476837,563.981,36047.762,,,,{}
Demography form,html.Form,1,2023-11-20T16:34:15.358Z,,,18,,,,,,,,20264.638000095365,form submission,,,,,,,,,female,,,,,,,,,,,,56312.5,56312.40000009537,36014.277,36200.800000071526,36047.762,56147.232,,,,
Welcome,html.Screen,2,2023-11-20T16:34:34.736Z,,,,,,,"[""asym"",""bor""]",,,,19542.668000095364,response,,,,,,,,,,,,,,,,,continue,click button,,,75690.5,75689.90000009537,56130.717,56312.60000002384,56147.232,75530.559,,,,
demo_instructions,html.Screen,3,2023-11-20T16:34:51.512Z,,,,,,,,,,,16935.341000095374,response,,,,,,,,,,,,,,,,,continue,click button,,,92466.70000004768,92465.90000009537,75514.137,75690.60000002384,75530.559,92313.88,,,,
trial,html.Screen,4_0_0,2023-11-20T16:35:14.374Z,,,,0,-1.2181031651370575,-1.2158573487067317,,,true,hh,23014.020000095363,response,1.2724584600905462,1.2,-1.2,1.1411016103695344,1.2,-1.2,high,high,,ISIC_7242312.JPG,,ISIC_0059625.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,115328,115327.90000009537,92297.653,92466.80000007153,92313.88,115180.741,1,16,1,
sequence,flow.Sequence,4_0,2023-11-20T16:35:14.374Z,,,,,,,,,,,23014.020000095363,completion,,,,,,,high,high,,,,,,,true,,,,,false,115328.20000004768,115327.90000009537,92297.653,92466.80000007153,92313.88,115180.741,1,16,,
trial,html.Screen,4_1_0,2023-11-20T16:35:23.277Z,,,,0,-1.101214461533281,-1.1849883512428183,,,true,hh,9049.659000095373,response,1.09666761087476,1.2,-1.2,1.1072126870290426,1.2,-1.2,high,high,,ISIC_0064943.JPG,,ISIC_0071754.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,124230.60000002384,124230.40000009537,115163.845,115328.30000007153,115180.741,124097.342,1,16,2,
sequence,flow.Sequence,4_1,2023-11-20T16:35:23.277Z,,,,,,,,,,,9049.659000095373,completion,,,,,,,high,high,,,,,,,true,,,,,false,124230.90000009537,124230.40000009537,115163.845,115328.20000004768,115180.741,124097.342,1,16,,
trial,html.Screen,4_2_0,2023-11-20T16:35:30.243Z,,,,0,-1.29026082950341,-1.144672688339213,,,true,hh,7099.458000071521,response,1.2706447584800626,1.2,-1.2,1.0903308007916603,1.2,-1.2,high,high,,ISIC_0054317.JPG,,ISIC_9425937.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,131197.10000002384,131196.80000007153,124080.504,124231,124097.342,131064.003,1,16,3,
sequence,flow.Sequence,4_2,2023-11-20T16:35:30.243Z,,,,,,,,,,,7099.458000071521,completion,,,,,,,high,high,,,,,,,true,,,,,false,131197.30000007153,131196.80000007153,124080.504,124231,124097.342,131064.003,1,16,,
trial,html.Screen,4_3_0,2023-11-20T16:35:35.226Z,,,,0,-1.247270138097585,-1.1704704713504994,,,true,hh,5115.3970000953705,response,1.1598623261077452,1.2,-1.2,1.203269031614007,1.2,-1.2,high,high,,ISIC_0065774.JPG,,ISIC_0002639.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,136179.60000002384,136179.40000009537,131047.164,131197.40000009537,131064.003,136030.494,1,16,4,
sequence,flow.Sequence,4_3,2023-11-20T16:35:35.226Z,,,,,,,,,,,5115.3970000953705,completion,,,,,,,high,high,,,,,,,true,,,,,false,136179.80000007153,136179.40000009537,131047.164,131197.40000009537,131064.003,136030.494,1,16,,
trial,html.Screen,4_4_0,2023-11-20T16:35:41.246Z,,,,0,1.2012395086389958,1.0618985767073823,,,true,ll,6169.206000047678,response,-1.2249552940807693,1.2,-1.2,-1.1723015116910682,1.2,-1.2,low,low,,ISIC_9876004.JPG,,ISIC_0055251.JPG,,30,true,0.1,ll,keypress(f),100,false,142199.80000007153,142199.70000004768,136014.257,136179.90000009537,136030.494,142063.908,1,16,5,
sequence,flow.Sequence,4_4,2023-11-20T16:35:41.246Z,,,,,,,,,,,6169.206000047678,completion,,,,,,,low,low,,,,,,,true,,,,,false,142200,142199.70000004768,136014.257,136179.80000007153,136030.494,142063.908,1,16,,
trial,html.Screen,4_5_0,2023-11-20T16:35:44.963Z,,,,0,1.2024083555600384,1.149077673153018,,,true,ll,3852.3920000715298,response,-1.082730232773217,1.2,-1.2,-1.2594580992890123,1.2,-1.2,low,low,,ISIC_3566243.JPG,,ISIC_0011933.JPG,,53,true,0.15000000000000002,ll,keypress(f),100,false,145916.5,145916.30000007153,142047.139,142200.10000002384,142063.908,145780.463,1,16,6,
sequence,flow.Sequence,4_5,2023-11-20T16:35:44.963Z,,,,,,,,,,,3852.3920000715298,completion,,,,,,,low,low,,,,,,,true,,,,,false,145916.60000002384,145916.30000007153,142047.139,142200,142063.908,145780.463,1,16,,
trial,html.Screen,4_6_0,2023-11-20T16:35:47.254Z,,,,0,1.1210325063849345,1.1498648320956202,,,true,ll,2427.8370000715367,response,-1.2974483548597415,1.2,-1.2,-1.34311625795084,1.2,-1.2,low,low,,ISIC_0032162.JPG,,ISIC_0011007.JPG,,53,true,0.15000000000000002,ll,keypress(f),100,false,148208.5,148208.30000007153,145764.058,145916.60000002384,145780.463,148063.813,1,16,7,
sequence,flow.Sequence,4_6,2023-11-20T16:35:47.255Z,,,,,,,,,,,2427.8370000715367,completion,,,,,,,low,low,,,,,,,true,,,,,false,148208.5,148208.30000007153,145764.058,145916.60000002384,145780.463,148063.813,1,16,,
trial,html.Screen,4_7_0,2023-11-20T16:35:49.818Z,,,,0,1.0870240111136478,1.332340670965917,,,true,ll,2708.1870000000054,response,-1.0698162624196283,1.2,-1.2,-1.219634566983089,1.2,-1.2,low,low,,ISIC_0000660.JPG,,ISIC_0030552.JPG,,53,true,0.15000000000000002,ll,keypress(f),100,false,150772.20000004768,150772,148047.21,148208.60000002384,148063.813,150630.645,1,16,8,
