sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-30T17:33:05.836Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1680,""screen_height"":1050,""scroll_width"":825,""scroll_height"":888,""window_innerWidth"":825,""window_innerHeight"":936,""devicePixelRatio"":1}",,,,,,,,,,15580.955,response,,,,,,,,,,,,,,,,,consent,click button,,,16401.599999904633,16393,795.362,783.0999999046326,812.045,16425.864,,,,{}
Demography form,html.Form,1,2023-11-30T17:33:14.437Z,,,20,,,,,,,,8576.435999952315,form submission,,,,,,,,,male,,,,,,,,,,,,25002.5,25002.299999952316,16409.241,16401.699999809265,16425.864,25025.862,,,,
Welcome,html.Screen,2,2023-11-30T17:34:12.604Z,,,,,,,"[""bor"",""col""]",,,,58143.138,response,,,,,,,,,,,,,,,,,continue,click button,,,83169.5,83169,25009.229,25002.5,25025.862,83188.905,,,,
demo_instructions,html.Screen,3,2023-11-30T17:35:08.717Z,,,,,,,,,,,56092.095,response,,,,,,,,,,,,,,,,,continue,click button,,,139281.69999980927,139281,83172.188,83169.59999990463,83188.905,139298.037,,,,
trial,html.Screen,4_0_0,2023-11-30T17:35:27.803Z,,,,0,-1.1048559518249943,-1.2252457981338687,,,true,hh,19068.56299990462,response,1.274752206258116,1.2,-1.2,1.2988509166163749,1.2,-1.2,high,high,,ISIC_0060817.JPG,,ISIC_6704623.JPG,,25,true,0.14,hh,keypress(i),100,false,158366.89999985695,158366.59999990463,139281.354,139281.89999985695,139298.037,158385.144,1,16,1,
sequence,flow.Sequence,4_0,2023-11-30T17:35:27.803Z,,,,,,,,,,,19068.56299990462,completion,,,,,,,high,high,,,,,,,true,,,,,false,158367.39999985695,158366.59999990463,139281.354,139281.89999985695,139298.037,158385.144,1,16,,
trial,html.Screen,4_1_0,2023-11-30T17:35:34.870Z,,,,0,-1.1392972253022884,-1.208510423375335,,,true,hh,7049.356,response,1.2724293858920366,1.2,-1.2,1.149360738769835,1.2,-1.2,high,high,,ISIC_0046526.JPG,,ISIC_1264725.JPG,,25,true,0.14,hh,keypress(i),100,false,165434.89999985695,165434.5,158368.45,158367.5,158385.144,165465.579,1,16,2,
sequence,flow.Sequence,4_1,2023-11-30T17:35:34.871Z,,,,,,,,,,,7049.356,completion,,,,,,,high,high,,,,,,,true,,,,,false,165435.29999995232,165434.5,158368.45,158367.39999985695,158385.144,165465.579,1,16,,
trial,html.Screen,4_2_0,2023-11-30T17:35:43.524Z,,,,0,-1.2118207001489876,-1.3164676315545727,,,true,hh,8622.220999952318,response,1.2804054832904397,1.2,-1.2,1.171271535505083,1.2,-1.2,high,high,,ISIC_0066476.JPG,,ISIC_7889838.JPG,,25,true,0.14,hh,keypress(i),100,false,174088,174087.79999995232,165448.97,165435.5,165465.579,174115.797,1,16,3,
sequence,flow.Sequence,4_2,2023-11-30T17:35:43.524Z,,,,,,,,,,,8622.220999952318,completion,,,,,,,high,high,,,,,,,true,,,,,false,174088.19999980927,174087.79999995232,165448.97,165435.39999985695,165465.579,174115.797,1,16,,
