sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2024-03-19T17:51:51.438Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":2560,""screen_height"":1440,""scroll_width"":1265,""scroll_height"":1278,""window_innerWidth"":1265,""window_innerHeight"":1326,""devicePixelRatio"":1}",,,,,,,,,,940998.2,response,,,,,,,,,,,,,,,,,consent,click button,,,941308.5,941299,284.1,375.7999999523163,300.8,941224.1,,,,{}
Demography form,html.Form,1,2024-03-19T17:51:59.015Z,,,18,,,,,,,,7660.69999995234,form submission,,,,,,,,,male,,,,,,,,,,,,948885.1000000238,948884.7999999523,941207.9,941308.8999999762,941224.1,948814,,,,
Welcome,html.Screen,2,2024-03-19T17:52:09.982Z,,,,,,,"[""asym"",""col""]",,,,11037.299999952316,response,,,,,,,,,,,,,,,,,continue,click button,,,959852,959851.2999999523,948797.566,948885.2000000477,948814,959772.8,,,,
demo_instructions,html.Screen,3,2024-03-19T17:52:26.853Z,,,,,,,,,,,16950.400000047637,response,,,,,,,,,,,,,,,,,continue,click button,,,976723.8999999762,976723.2000000477,959756.5,959852.2000000477,959772.8,976653.698,,,,
trial,html.Screen,4_0_0,2024-03-19T17:52:31.340Z,,,,0,-1.2055236989581275,-1.1960893075698802,,,false,hh,4556.601999952341,response,1.053007132776416,1.2,-1.2,1.341217082060068,1.2,-1.2,high,high,,ISIC_0072393.JPG,,ISIC_0024208.JPG,,25,true,0.15000000000000002,lh,keypress(e),100,false,981210.7999999523,981210.2999999523,976653.698,976724.1000000238,976653.698,981140.7,1,16,1,
sequence,flow.Sequence,4_0,2024-03-19T17:52:31.350Z,,,,,,,,,,,4556.601999952341,completion,,,,,,,high,high,,,,,,,true,,,,,false,981220.2999999523,981210.2999999523,976653.698,976724.1000000238,976653.698,981140.7,1,16,,
trial,html.Screen,4_1_0,2024-03-19T17:52:33.916Z,,,,0,-1.250220052739973,-1.2967258992731714,,,true,hh,2645.6999999762047,response,1.301795918505203,1.2,-1.2,1.0518606632781424,1.2,-1.2,high,high,,ISIC_0031368.JPG,,ISIC_0027666.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,983787,983786.3999999762,981124.032,981220.3999999762,981140.7,983725.9,1,16,2,
sequence,flow.Sequence,4_1,2024-03-19T17:52:33.917Z,,,,,,,,,,,2645.6999999762047,completion,,,,,,,high,high,,,,,,,true,,,,,false,983788,983786.3999999762,981124.032,981220.2999999523,981140.7,983725.9,1,16,,
trial,html.Screen,4_2_0,2024-03-19T17:52:36.358Z,,,,0,-1.1227373144244253,-1.1886610799377713,,,false,hh,2501.999999976135,response,1.2200968917423711,1.2,-1.2,1.3183466064109373,1.2,-1.2,high,high,,ISIC_0059506.JPG,,ISIC_3624318.JPG,,25,true,0.15000000000000002,ll,keypress(f),100,false,986228.3999999762,986227.8999999762,983709.2,983788.5,983725.9,986161.3,1,16,3,
sequence,flow.Sequence,4_2,2024-03-19T17:52:36.358Z,,,,,,,,,,,2501.999999976135,completion,,,,,,,high,high,,,,,,,true,,,,,false,986228.8999999762,986227.8999999762,983709.2,983788.3999999762,983725.9,986161.3,1,16,,
trial,html.Screen,4_3_0,2024-03-19T17:52:40.462Z,,,,0,-1.2315945866020412,-1.13226141421557,,,false,hh,4170.300000023795,response,1.0878102877901663,1.2,-1.2,1.3154097543539391,1.2,-1.2,high,high,,ISIC_0033595.JPG,,ISIC_1413242.JPG,,25,true,0.15000000000000002,hl,keypress(j),100,false,990332.2000000477,990331.6000000238,986144.832,986229.1000000238,986161.3,990264.9,1,16,4,
sequence,flow.Sequence,4_3,2024-03-19T17:52:40.462Z,,,,,,,,,,,4170.300000023795,completion,,,,,,,high,high,,,,,,,true,,,,,false,990332.8999999762,990331.6000000238,986144.832,986229.1000000238,986161.3,990264.9,1,16,,
trial,html.Screen,4_4_0,2024-03-19T17:52:46.423Z,,,,0,1.0878102877901663,1.3154097543539391,,,false,ll,6027.999999976135,response,-1.250220052739973,1.2,-1.2,-1.2967258992731714,1.2,-1.2,low,low,,ISIC_1413242.JPG,,ISIC_0031368.JPG,,27,true,0.12,lh,keypress(e),100,false,996293.3999999762,996292.8999999762,990248.266,990333.1000000238,990264.9,996219.9,1,16,5,
sequence,flow.Sequence,4_4,2024-03-19T17:52:46.424Z,,,,,,,,,,,6027.999999976135,completion,,,,,,,low,low,,,,,,,true,,,,,false,996294.2000000477,996292.8999999762,990248.266,990333,990264.9,996219.9,1,16,,
trial,html.Screen,4_5_0,2024-03-19T17:52:49.153Z,,,,0,1.1217390688497193,1.2276600934505035,,,false,ll,2802.999999976135,response,-1.2015106101917423,1.2,-1.2,-1.3393124611420348,1.2,-1.2,low,low,,ISIC_0026344.JPG,,ISIC_0072496.JPG,,41,true,0.15000000000000002,hh,keypress(i),100,false,999023.2999999523,999022.8999999762,996203.13,996294.3999999762,996219.9,998955.4,1,16,6,
sequence,flow.Sequence,4_5,2024-03-19T17:52:49.153Z,,,,,,,,,,,2802.999999976135,completion,,,,,,,low,low,,,,,,,true,,,,,false,999023.8999999762,999022.8999999762,996203.13,996294.2999999523,996219.9,998955.4,1,16,,
