sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-30T17:05:23.103Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,14868.238999952317,response,,,,,,,,,,,,,,,,,consent,click button,,,15588.400000095367,15578.799999952316,693.832,692.7000000476837,710.561,15610.486,,,,{}
Demography form,html.Form,1,2023-11-30T17:05:31.198Z,,,19,,,,,,,,8073.11400014305,form submission,,,,,,,,,male,,,,,,,,,,,,23683.700000047684,23683.60000014305,15593.793,15588.600000143051,15610.486,23677.121,,,,
Welcome,html.Screen,2,2023-11-30T17:05:57.184Z,,,,,,,"[""asym"",""bor""]",,,,25991.178999952317,response,,,,,,,,,,,,,,,,,continue,keypress(Space),,,49669.299999952316,49668.299999952316,23660.731,23683.799999952316,23677.121,49677.051,,,,
demo_instructions,html.Screen,3,2023-11-30T17:05:58.952Z,,,,,,,,,,,1759.2489999523168,response,,,,,,,,,,,,,,,,,continue,keypress(Space),,,51437,51436.299999952316,49660.311,49669.60000014305,49677.051,51443.708,,,,
trial,html.Screen,4_0_0,2023-11-30T17:06:05.820Z,,,,0,-1.1164729501046406,-1.2978935747992253,,,false,hh,6861.892000143052,response,1.0789197754694622,1.2,-1.2,1.1654690806750023,1.2,-1.2,high,high,,ISIC_0034166.JPG,,ISIC_1576437.JPG,,26,true,0.15000000000000002,lh,keypress(e),100,false,58305.799999952316,58305.60000014305,51427.19,51437.299999952316,51443.708,58327.234,1,16,1,
sequence,flow.Sequence,4_0,2023-11-30T17:06:05.830Z,,,,,,,,,,,6861.892000143052,completion,,,,,,,high,high,,,,,,,true,,,,,false,58315.60000014305,58305.60000014305,51427.19,51437.299999952316,51443.708,58327.234,1,16,,
trial,html.Screen,4_1_0,2023-11-30T17:06:16.862Z,,,,0,-1.1033977063872138,-1.2513071571733083,,,true,hh,11018.766000000003,response,1.09666761087476,1.2,-1.2,1.1072126870290426,1.2,-1.2,high,high,,ISIC_0025472.JPG,,ISIC_0071754.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,69346.40000009537,69346,58310.389,58315.60000014305,58327.234,69377.237,1,16,2,
sequence,flow.Sequence,4_1,2023-11-30T17:06:16.863Z,,,,,,,,,,,11018.766000000003,completion,,,,,,,high,high,,,,,,,true,,,,,false,69347.10000014305,69346,58310.389,58315.60000014305,58327.234,69377.237,1,16,,
trial,html.Screen,4_2_0,2023-11-30T17:06:28.303Z,,,,0,-1.1474466950560966,-1.268445326285509,,,true,hh,11409.363000143057,response,1.057008495826831,1.2,-1.2,1.1278122585028287,1.2,-1.2,high,high,,ISIC_5216586.JPG,,ISIC_2819798.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,80787.10000014305,80786.60000014305,69360.404,69347.5,69377.237,80810.345,1,16,3,
sequence,flow.Sequence,4_2,2023-11-30T17:06:28.303Z,,,,,,,,,,,11409.363000143057,completion,,,,,,,high,high,,,,,,,true,,,,,false,80787.79999995232,80786.60000014305,69360.404,69347.40000009537,69377.237,80810.345,1,16,,
