sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-27T18:28:50.470Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,14358.628999904633,response,,,,,,,,,,,,,,,,,consent,click button,,,15097.799999952316,15089.099999904633,713.789,710,730.471,15113.895,,,,{}
Demography form,html.Form,1,2023-11-27T18:29:01.438Z,,,19,,,,,,,,10952.204999904632,form submission,,,,,,,,,female,,,,,,,,,,,,26066.39999985695,26066.099999904633,15097.106,15098,15113.895,26080.54,,,,
Welcome,html.Screen,2,2023-11-27T18:29:03.141Z,,,,,,,"[""bor"",""col""]",,,,1688.4599999999991,response,,,,,,,,,,,,,,,,,continue,click button,,,27769.599999904633,27769,26063.741,26066.39999985695,26080.54,27780.459,,,,
demo_instructions,html.Screen,3,2023-11-27T18:29:34.975Z,,,,,,,,,,,31820.541,response,,,,,,,,,,,,,,,,,continue,click button,,,59601.59999990463,59601,27763.762,27769.700000047684,27780.459,59613.675,,,,
trial,html.Screen,4_0_0,2023-11-27T18:29:44.809Z,,,,0,-1.2118207001489876,-1.3164676315545727,,,true,hh,9822.324999999997,response,1.3246728710248594,1.2,-1.2,1.1527736000922424,1.2,-1.2,high,high,,ISIC_0066476.JPG,,ISIC_6876281.JPG,,25,true,0.14,hh,keypress(i),100,false,69436.5,69436,59597.237,59601.700000047684,59613.675,69463.736,1,16,1,
sequence,flow.Sequence,4_0,2023-11-27T18:29:44.810Z,,,,,,,,,,,9822.324999999997,completion,,,,,,,high,high,,,,,,,true,,,,,false,69437.09999990463,69436,59597.237,59601.700000047684,59613.675,69463.736,1,16,,
trial,html.Screen,4_1_0,2023-11-27T18:29:48.553Z,,,,0,-1.1936751736668425,-1.2584308630745344,,,true,hh,3716.1639998569444,response,1.2541318165695772,1.2,-1.2,1.085289936617366,1.2,-1.2,high,high,,ISIC_0061265.JPG,,ISIC_4277207.JPG,,25,true,0.14,hh,keypress(i),100,false,73180.09999990463,73179.89999985695,69446.987,69437.29999995232,69463.736,73197.028,1,16,2,
sequence,flow.Sequence,4_1,2023-11-27T18:29:48.553Z,,,,,,,,,,,3716.1639998569444,completion,,,,,,,high,high,,,,,,,true,,,,,false,73180.59999990463,73179.89999985695,69446.987,69437.29999995232,69463.736,73197.028,1,16,,
trial,html.Screen,4_2_0,2023-11-27T18:29:54.117Z,,,,0,-1.1243896694621007,-1.1772340944704969,,,true,hh,5546.672000047678,response,1.1409143352872226,1.2,-1.2,1.1323007949069106,1.2,-1.2,high,high,,ISIC_0062765.JPG,,ISIC_0030291.JPG,,25,true,0.14,hh,keypress(i),100,false,78744.20000004768,78743.70000004768,73180.284,73180.70000004768,73197.028,78763.745,1,16,3,
sequence,flow.Sequence,4_2,2023-11-27T18:29:54.118Z,,,,,,,,,,,5546.672000047678,completion,,,,,,,high,high,,,,,,,true,,,,,false,78744.70000004768,78743.70000004768,73180.284,73180.59999990463,73197.028,78763.745,1,16,,
trial,html.Screen,4_3_0,2023-11-27T18:29:56.656Z,,,,0,-1.268445326285509,-1.173734476257662,,,true,hh,2519.2550000000047,response,1.1870093485714288,1.2,-1.2,1.3339880978442629,1.2,-1.2,high,high,,ISIC_5216586.JPG,,ISIC_8592235.JPG,,25,true,0.14,hh,keypress(i),100,false,81283.29999995232,81283,78746.993,78745,78763.745,81313.561,1,16,4,
sequence,flow.Sequence,4_3,2023-11-27T18:29:56.657Z,,,,,,,,,,,2519.2550000000047,completion,,,,,,,high,high,,,,,,,true,,,,,false,81283.89999985695,81283,78746.993,78744.79999995232,78763.745,81313.561,1,16,,
trial,html.Screen,4_4_0,2023-11-27T18:30:05.755Z,,,,0,1.151139267005652,1.0838749490501327,,,true,ll,9068.538999904631,response,-1.2118207001489876,1.2,-1.2,-1.3164676315545727,1.2,-1.2,low,low,,ISIC_0002566.JPG,,ISIC_0066476.JPG,,30,true,0.13,ll,keypress(f),100,false,90382.29999995232,90382.09999990463,81296.88,81284.20000004768,81313.561,90413.595,1,16,5,
