sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-20T19:29:35.411Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1680,""screen_height"":1050,""scroll_width"":825,""scroll_height"":888,""window_innerWidth"":825,""window_innerHeight"":936,""devicePixelRatio"":1}",,,,,,,,,,10578.052000047684,response,,,,,,,,,,,,,,,,,consent,click button,,,11340,11331.200000047684,736.537,922.8000000715256,753.148,11156.894,,,,{}
Demography form,html.Form,1,2023-11-20T19:29:40.411Z,,,19,,,,,,,,5183.106,form submission,,,,,,,,,female,,,,,,,,,,,,16340.200000047684,16340,11140.029,11340.300000071526,11156.894,16149.775,,,,
Welcome,html.Screen,2,2023-11-20T19:30:02.819Z,,,,,,,"[""asym"",""bor""]",,,,22597.32500002384,response,,,,,,,,,,,,,,,,,continue,click button,,,38747.60000002384,38747.10000002384,16133.092,16340.300000071526,16149.775,38560.129,,,,
demo_instructions,html.Screen,3,2023-11-20T19:30:17.964Z,,,,,,,,,,,15330.971000023841,response,,,,,,,,,,,,,,,,,continue,click button,,,53891.700000047684,53891.10000002384,38543.375,38747.700000047684,38560.129,53706.208,,,,
trial,html.Screen,4_0_0,2023-11-20T19:30:31.328Z,,,,0,-1.156827121261563,-1.2544342720917778,,,true,hh,13548.992000047685,response,1.2024083555600384,1.2,-1.2,1.149077673153018,1.2,-1.2,high,high,,ISIC_0060397.JPG,,ISIC_3566243.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,67255.80000007153,67255.20000004768,53689.748,53891.89999997616,53706.208,67082.253,1,16,1,
sequence,flow.Sequence,4_0,2023-11-20T19:30:31.351Z,,,,,,,,,,,13548.992000047685,completion,,,,,,,high,high,,,,,,,true,,,,,false,67278.80000007153,67255.20000004768,53689.748,53891.89999997616,53706.208,67082.253,1,16,,
trial,html.Screen,4_1_0,2023-11-20T19:30:40.116Z,,,,0,-1.185875658992962,-1.2635548590325487,,,true,hh,8961.547000071529,response,1.2711018615747949,1.2,-1.2,1.1042234044781618,1.2,-1.2,high,high,,ISIC_0011703.JPG,,ISIC_8603734.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,76044.5,76043.80000007153,67065.664,67279,67082.253,75866.053,1,16,2,
sequence,flow.Sequence,4_1,2023-11-20T19:30:40.117Z,,,,,,,,,,,8961.547000071529,completion,,,,,,,high,high,,,,,,,true,,,,,false,76045.20000004768,76043.80000007153,67065.664,67278.80000007153,67082.253,75866.053,1,16,,
trial,html.Screen,4_2_0,2023-11-20T19:30:45.645Z,,,,0,-1.101214461533281,-1.1849883512428183,,,true,hh,5706.846999976158,response,1.057008495826831,1.2,-1.2,1.1278122585028287,1.2,-1.2,high,high,,ISIC_0064943.JPG,,ISIC_2819798.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,81573.30000007153,81572.89999997616,75849.435,76045.60000002384,75866.053,81393.457,1,16,3,
sequence,flow.Sequence,4_2,2023-11-20T19:30:45.646Z,,,,,,,,,,,5706.846999976158,completion,,,,,,,high,high,,,,,,,true,,,,,false,81573.80000007153,81572.89999997616,75849.435,76045.5,75866.053,81393.457,1,16,,
trial,html.Screen,4_3_0,2023-11-20T19:30:55.694Z,,,,0,-1.242586748440878,-1.1207933200172129,,,false,hh,10227.942999976163,response,1.2012395086389958,1.2,-1.2,1.0618985767073823,1.2,-1.2,high,high,,ISIC_0013073.JPG,,ISIC_9876004.JPG,,26,true,0.15000000000000002,hl,keypress(j),100,false,91621.70000004768,91621.39999997616,81376.752,81574.10000002384,81393.457,91446.478,1,16,4,
sequence,flow.Sequence,4_3,2023-11-20T19:30:55.694Z,,,,,,,,,,,10227.942999976163,completion,,,,,,,high,high,,,,,,,true,,,,,false,91622.20000004768,91621.39999997616,81376.752,81574,81393.457,91446.478,1,16,,
trial,html.Screen,4_4_0,2023-11-20T19:31:02.590Z,,,,0,1.09666761087476,1.1072126870290426,,,true,ll,7071.222000047681,response,-1.2952503640839694,1.2,-1.2,-1.107234527385344,1.2,-1.2,low,low,,ISIC_0071754.JPG,,ISIC_0034134.JPG,,30,true,0.1,ll,keypress(f),100,false,98517.89999997616,98517.70000004768,91429.676,91622.20000004768,91446.478,98343.329,1,16,5,
sequence,flow.Sequence,4_4,2023-11-20T19:31:02.590Z,,,,,,,,,,,7071.222000047681,completion,,,,,,,low,low,,,,,,,true,,,,,false,98518.10000002384,98517.70000004768,91429.676,91622.20000004768,91446.478,98343.329,1,16,,
trial,html.Screen,4_5_0,2023-11-20T19:31:10.583Z,,,,0,1.3189473926989124,1.0770264364718942,,,true,ll,8167.57099997616,response,-1.152619213055059,1.2,-1.2,-1.1117876838408909,1.2,-1.2,low,low,,ISIC_6093728.JPG,,ISIC_0061915.JPG,,53,true,0.15000000000000002,ll,keypress(f),100,false,106511.60000002384,106510.89999997616,98326.428,98518.20000004768,98343.329,106342.027,1,16,6,
sequence,flow.Sequence,4_5,2023-11-20T19:31:10.584Z,,,,,,,,,,,8167.57099997616,completion,,,,,,,low,low,,,,,,,true,,,,,false,106512.20000004768,106510.89999997616,98326.428,98518.20000004768,98343.329,106342.027,1,16,,
trial,html.Screen,4_6_0,2023-11-20T19:31:16.115Z,,,,0,1.1388430156686884,1.2700552354887775,,,false,ll,5701.173000047682,response,-1.1512633312172555,1.2,-1.2,-1.337709216648353,1.2,-1.2,low,low,,ISIC_9939653.JPG,,ISIC_6512653.JPG,,53,true,0.15000000000000002,lh,keypress(e),100,false,112043.5,112043.20000004768,106325.47,106512.60000002384,106342.027,111869.618,1,16,7,
sequence,flow.Sequence,4_6,2023-11-20T19:31:16.116Z,,,,,,,,,,,5701.173000047682,completion,,,,,,,low,low,,,,,,,true,,,,,false,112043.80000007153,112043.20000004768,106325.47,106512.5,106342.027,111869.618,1,16,,
trial,html.Screen,4_7_0,2023-11-20T19:31:21.843Z,,,,0,1.0870240111136478,1.332340670965917,,,true,ll,5900.381999999998,response,-1.247270138097585,1.2,-1.2,-1.1704704713504994,1.2,-1.2,low,low,,ISIC_0000660.JPG,,ISIC_0065774.JPG,,53,true,0.15000000000000002,ll,keypress(f),100,false,117770.5,117770,111852.776,112044,111869.618,117630.631,1,16,8,
sequence,flow.Sequence,4_7,2023-11-20T19:31:21.843Z,,,,,,,,,,,5900.381999999998,completion,,,,,,,low,low,,,,,,,true,,,,,false,117771.20000004768,117770,111852.776,112043.89999997616,111869.618,117630.631,1,16,,
trial,html.Screen,4_8_0,2023-11-20T19:31:37.717Z,,,,0,1.2695509547992938,-0.9641099676945492,,,true,lh,16013.469000023848,response,-1.0213365328004047,1.2,-1.2,1.088524359911891,1.2,-1.2,low,high,,ISIC_0025841.JPG,,ISIC_5434229.JPG,,27,true,0.42000000000000026,lh,keypress(e),100,false,133644.39999997616,133644.10000002384,117580.61,117771.5,117630.631,133511.518,1,16,9,
sequence,flow.Sequence,4_8,2023-11-20T19:31:37.717Z,,,,,,,,,,,16013.469000023848,completion,,,,,,,low,high,,,,,,,true,,,,,false,133644.80000007153,133644.10000002384,117580.61,117771.39999997616,117630.631,133511.518,1,16,,
trial,html.Screen,4_9_0,2023-11-20T19:31:42.151Z,,,,0,0.9454713230140772,-0.9245167441969216,,,true,lh,4567.282000071515,response,-0.9873794329144926,1.2,-1.2,0.7991077882008257,1.2,-1.2,low,high,,ISIC_9101055.JPG,,ISIC_0013498.JPG,,27,true,0.42000000000000026,lh,keypress(e),100,false,138078.89999997616,138078.80000007153,133444.732,133645,133511.518,137903.434,1,16,10,
