sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-27T19:39:51.685Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1680,""screen_height"":1050,""scroll_width"":825,""scroll_height"":888,""window_innerWidth"":825,""window_innerHeight"":936,""devicePixelRatio"":1}",,,,,,,,,,33674.66100019073,response,,,,,,,,,,,,,,,,,consent,click button,,,34445.700000047684,34437.300000190735,745.929,738.7000000476837,762.639,34444.875,,,,{}
Demography form,html.Form,1,2023-11-27T19:40:00.271Z,,,19,,,,,,,,8586.925000190735,form submission,,,,,,,,,male,,,,,,,,,,,,43032,43031.800000190735,34428.43,34445.90000009537,34444.875,43028.199,,,,
Welcome,html.Screen,2,2023-11-27T19:40:15.262Z,,,,,,,"[""asym"",""col""]",,,,14993.201000095367,response,,,,,,,,,,,,,,,,,continue,click button,,,58021.90000009537,58021.40000009537,43011.525,43032.10000014305,43028.199,58024.105,,,,
demo_instructions,html.Screen,3,2023-11-27T19:40:54.054Z,,,,,,,,,,,38789.295000095364,response,,,,,,,,,,,,,,,,,continue,click button,,,96814,96813.40000009537,58007.688,58022.10000014305,58024.105,96816.284,,,,
trial,html.Screen,4_0_0,2023-11-27T19:41:11.524Z,,,,0,-1.2974483548597415,-1.2071506593281005,,,true,hh,17465.31600014305,response,1.1168199061753437,1.2,-1.2,1.212287319329914,1.2,-1.2,high,high,,ISIC_0011007.JPG,,ISIC_5919355.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,114282.30000019073,114281.60000014305,96799.67,96814.10000014305,96816.284,114300.471,1,16,1,
sequence,flow.Sequence,4_0,2023-11-27T19:41:11.525Z,,,,,,,,,,,17465.31600014305,completion,,,,,,,high,high,,,,,,,true,,,,,false,114283.20000004768,114281.60000014305,96799.67,96814.10000014305,96816.284,114300.471,1,16,,
trial,html.Screen,4_1_0,2023-11-27T19:41:17.074Z,,,,0,-1.2974483548597415,-1.2071506593281005,,,true,hh,5531.629000143046,response,1.1305948371148624,1.2,-1.2,1.2802709447034604,1.2,-1.2,high,high,,ISIC_0011007.JPG,,ISIC_5648111.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,119832.5,119832.10000014305,114283.685,114283.5,114300.471,119861.123,1,16,2,
sequence,flow.Sequence,4_1,2023-11-27T19:41:17.075Z,,,,,,,,,,,5531.629000143046,completion,,,,,,,high,high,,,,,,,true,,,,,false,119833.20000004768,119832.10000014305,114283.685,114283.30000019073,114300.471,119861.123,1,16,,
trial,html.Screen,4_2_0,2023-11-27T19:41:20.734Z,,,,0,-1.1715181192107684,-1.2251845559044463,,,true,hh,3630.577000047677,response,1.2200968917423711,1.2,-1.2,1.3183466064109373,1.2,-1.2,high,high,,ISIC_0011957.JPG,,ISIC_3624318.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,123492.10000014305,123491.70000004768,119844.545,119833.70000004768,119861.123,123518.237,1,16,3,
sequence,flow.Sequence,4_2,2023-11-27T19:41:20.734Z,,,,,,,,,,,3630.577000047677,completion,,,,,,,high,high,,,,,,,true,,,,,false,123492.70000004768,123491.70000004768,119844.545,119833.60000014305,119861.123,123518.237,1,16,,
