sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2023-11-20T20:41:03.386Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":360,""screen_width"":1920,""screen_height"":1080,""scroll_width"":945,""scroll_height"":918,""window_innerWidth"":945,""window_innerHeight"":966,""devicePixelRatio"":1}",,,,,,,,,,19041.840000023843,response,,,,,,,,,,,,,,,,,consent,click button,,,19789.300000071526,19780.600000023842,721.962,932.8000000715256,738.76,19571.932,,,,{}
Demography form,html.Form,1,2023-11-20T20:41:11.690Z,,,19,,,,,,,,8520.768000047683,form submission,,,,,,,,,female,,,,,,,,,,,,28092.899999976158,28092.700000047684,19555.419,19789.600000023842,19571.932,27888.586,,,,
Welcome,html.Screen,2,2023-11-20T20:42:05.884Z,,,,,,,"[""asym"",""bor""]",,,,54396.014000023846,response,,,,,,,,,,,,,,,,,continue,click button,,,82285.20000004768,82284.60000002384,27871.937,28092.899999976158,27888.586,82088.584,,,,
demo_instructions,html.Screen,3,2023-11-20T20:43:49.653Z,,,,,,,,,,,103963.51600002384,response,,,,,,,,,,,,,,,,,continue,click button,,,186052.70000004768,186052.10000002384,82071.771,82285.39999997616,82088.584,185871.704,,,,
trial,html.Screen,4_0_0,2023-11-20T20:44:10.042Z,,,,0,-1.242586748440878,-1.1207933200172129,,,true,hh,20569.496000047686,response,1.0717785279820962,1.2,-1.2,1.1267239445830604,1.2,-1.2,high,high,,ISIC_0013073.JPG,,ISIC_9948815.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,206441.5,206441.20000004768,185854.83,186052.80000007153,185871.704,206254.988,1,16,1,
sequence,flow.Sequence,4_0,2023-11-20T20:44:10.042Z,,,,,,,,,,,20569.496000047686,completion,,,,,,,high,high,,,,,,,true,,,,,false,206442.39999997616,206441.20000004768,185854.83,186052.80000007153,185871.704,206254.988,1,16,,
trial,html.Screen,4_1_0,2023-11-20T20:44:16.475Z,,,,0,-1.2282561398079586,-1.210457198775374,,,true,hh,6619.911999976146,response,1.2503149164557643,1.2,-1.2,1.0796591227570405,1.2,-1.2,high,high,,ISIC_9141817.JPG,,ISIC_2466892.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,212875,212874.89999997616,206238.169,206442.60000002384,206254.988,212688.087,1,16,2,
sequence,flow.Sequence,4_1,2023-11-20T20:44:16.475Z,,,,,,,,,,,6619.911999976146,completion,,,,,,,high,high,,,,,,,true,,,,,false,212875.20000004768,212874.89999997616,206238.169,206442.5,206254.988,212688.087,1,16,,
trial,html.Screen,4_2_0,2023-11-20T20:44:18.994Z,,,,0,-1.2282561398079586,-1.210457198775374,,,true,hh,2705.9130000000005,response,1.1388430156686884,1.2,-1.2,1.2700552354887775,1.2,-1.2,high,high,,ISIC_9141817.JPG,,ISIC_9939653.JPG,,26,true,0.15000000000000002,hh,keypress(i),100,false,215394.5,215394,212671.431,212875.30000007153,212688.087,215204.94,1,16,3,
sequence,flow.Sequence,4_2,2023-11-20T20:44:18.995Z,,,,,,,,,,,2705.9130000000005,completion,,,,,,,high,high,,,,,,,true,,,,,false,215395.20000004768,215394,212671.431,212875.20000004768,212688.087,215204.94,1,16,,
