sender,sender_type,sender_id,timestamp,meta,,age,blockNo,c1,c2,condition,control_tolerance,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_control_images,n_target_images,practice,range_tolerance,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
informed_consent,html.Screen,0,2024-04-19T14:11:54.532Z,"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""development"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://labjs.felixhenninger.com/api/labjs_preview/index.html"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""America/Chicago"",""timezoneOffset"":300,""screen_width"":2560,""screen_height"":1440,""scroll_width"":1265,""scroll_height"":1278,""window_innerWidth"":1265,""window_innerHeight"":1326,""devicePixelRatio"":1}",,,,,,,,,,3675806.8999999524,response,,,,,,,,,,,,,,,,,consent,click button,,,3676228.5,3676219.2999999523,395.7,514.7999999523163,412.4,3676116.694,,,,{}
Demography form,html.Form,1,2024-04-19T14:12:02.301Z,,,19,,,,,,,,7880.805999999866,form submission,,,,,,,,,male,,,,,,,,,,,,3683997.7999999523,3683997.5,3676116.694,3676228.899999976,3676116.694,3683889.998,,,,
Welcome,html.Screen,2,2024-04-19T14:12:37.827Z,,,,,,,"[""asym"",""col""]",,,,35633.00199999986,response,,,,,,,,,,,,,,,,,continue,click button,,,3719523.6999999285,3719523,3683889.998,3683997.7999999523,3683889.998,3719419.2,,,,
demo_instructions,html.Screen,3,2024-04-19T14:13:15.387Z,,,,,,,,,,,37663.799999999814,response,,,,,,,,,,,,,,,,,continue,click button,,,3757083.5999999046,3757083,3719402.5,3719523.899999976,3719419.2,3756984.5,,,,
trial,html.Screen,4_0_0,2024-04-19T14:13:35.040Z,,,,0,-1.1227373144244253,-1.1886610799377713,,,true,hh,19752,response,1.1363600109870835,1.2,-1.2,1.295816345369928,1.2,-1.2,high,high,,ISIC_0059506.JPG,,ISIC_0026141.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,3776736.7999999523,3776736.5,3756983.528,3757083.7999999523,3756984.5,3776649.7,1,16,1,
sequence,flow.Sequence,4_0,2024-04-19T14:13:35.040Z,,,,,,,,,,,19752,completion,,,,,,,high,high,,,,,,,true,,,,,false,3776737.0999999046,3776736.5,3756983.528,3757083.7999999523,3756984.5,3776649.7,1,16,,
trial,html.Screen,4_1_0,2024-04-19T14:13:42.775Z,,,,0,-1.2435042401134029,-1.2939710463315144,,,true,hh,7821.199999975972,response,1.1363600109870835,1.2,-1.2,1.295816345369928,1.2,-1.2,high,high,,ISIC_0056119.JPG,,ISIC_0026141.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,3784471.2999999523,3784470.899999976,3776633.262,3776737.1999999285,3776649.7,3784373,1,16,2,
sequence,flow.Sequence,4_1,2024-04-19T14:13:42.775Z,,,,,,,,,,,7821.199999975972,completion,,,,,,,high,high,,,,,,,true,,,,,false,3784471.5999999046,3784470.899999976,3776633.262,3776737.1999999285,3776649.7,3784373,1,16,,
trial,html.Screen,4_2_0,2024-04-19T14:13:48.111Z,,,,0,-1.189469386514313,-1.3008582067137853,,,true,hh,5433.799999952316,response,1.204229955025689,1.2,-1.2,1.0874249761617445,1.2,-1.2,high,high,,ISIC_0010644.JPG,,ISIC_0056930.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,3789807.399999976,3789806.7999999523,3784356.366,3784471.899999976,3784373,3789710.6,1,16,3,
sequence,flow.Sequence,4_2,2024-04-19T14:13:48.112Z,,,,,,,,,,,5433.799999952316,completion,,,,,,,high,high,,,,,,,true,,,,,false,3789808.2999999523,3789806.7999999523,3784356.366,3784471.899999976,3784373,3789710.6,1,16,,
trial,html.Screen,4_3_0,2024-04-19T14:13:53.578Z,,,,0,-1.1227373144244253,-1.1886610799377713,,,true,hh,5563.999999904539,response,1.3045229691102764,1.2,-1.2,1.1781544075681951,1.2,-1.2,high,high,,ISIC_0059506.JPG,,ISIC_6148533.JPG,,25,true,0.15000000000000002,hh,keypress(i),100,false,3795274.7999999523,3795274.5999999046,3789694.066,3789808.5999999046,3789710.6,3795181.6,1,16,4,
sequence,flow.Sequence,4_3,2024-04-19T14:13:53.578Z,,,,,,,,,,,5563.999999904539,completion,,,,,,,high,high,,,,,,,true,,,,,false,3795274.899999976,3795274.5999999046,3789694.066,3789808.5,3789710.6,3795181.6,1,16,,
trial,html.Screen,4_4_0,2024-04-19T14:14:05.007Z,,,,0,1.1638334638021437,1.0846635401396965,,,true,ll,11521.599999928381,response,-1.1894733304494307,1.2,-1.2,-1.1169761866204877,1.2,-1.2,low,low,,ISIC_4718313.JPG,,ISIC_0033813.JPG,,27,true,0.12,ll,keypress(f),100,false,3806703.5,3806703.1999999285,3795164.932,3795275.0999999046,3795181.6,3806608,1,16,5,
